Director,Instances,Total_Box_Office,Total_Production_Budget,Total_Metascore,Total_IMDB_Rating,Average_Box_Office,Average_IMDB_Rating,Success_Metric
Irvin Kershner,1,55432841.0,36000000,68.0,6.1,55432841.0,6.1,7.20865682
Steve Pink,3,111239891.0,63000000,154.0,17.4,37079963.666666664,5.8,6.5415992733333335
Scott Hicks,5,178060821.0,125500000,275.0,33.900000000000006,35612164.2,6.780000000000001,7.4922432840000015
Werner Herzog,3,nan,71000000,185.0,19.6,nan,6.533333333333334,nan
Chris Rock,3,75993323.0,61200000,174.0,17.4,25331107.666666668,5.8,6.3066221533333335
Matt Bettinelli-Olpin,3,152697081.0,48000000,159.0,17.6,50899027.0,5.866666666666667,6.884647206666667
Tyler Gillett,3,152697081.0,48000000,159.0,17.6,50899027.0,5.866666666666667,6.884647206666667
Tom Vaughan,2,92345959.0,66000000,81.0,12.5,46172979.5,6.25,7.17345959
Kevin Rodney Sullivan,3,171700106.0,73000000,164.0,17.3,57233368.666666664,5.766666666666667,6.91133404
Kevin Munroe,2,55335636.0,55000000,72.0,11.3,27667818.0,5.65,6.203356360000001
Michael Tollin,2,72087291.0,52000000,59.0,12.0,36043645.5,6.0,6.72087291
Stefano Sollima,1,50072235.0,35000000,61.0,7.1,50072235.0,7.1,8.1014447
Tobe Hooper,5,178868682.0,87400000,306.0,31.799999999999997,35773736.4,6.359999999999999,7.075474728
Ari Sandel,3,nan,53000000,145.0,18.4,nan,6.133333333333333,nan
Nicolai Fuglsig,1,45819713.0,35000000,54.0,6.5,45819713.0,6.5,7.41639426
Gary David Goldberg,1,43894863.0,35000000,46.0,5.9,43894863.0,5.9,6.7778972600000005
Luke Greenfield,4,193769769.0,99000000,156.0,23.700000000000003,48442442.25,5.925000000000001,6.893848845000001
Alan Poul,1,37490007.0,35000000,34.0,5.3,37490007.0,5.3,6.049800139999999
Don Roos,1,36805288.0,35000000,52.0,5.8,36805288.0,5.8,6.53610576
Peter Landesman,2,35196125.0,45000000,106.0,13.5,17598062.5,6.75,7.1019612500000004
Steven E. de Souza,1,33423521.0,35000000,34.0,4.0,33423521.0,4.0,4.66847042
Gil Junger,2,71605137.0,48000000,102.0,12.2,35802568.5,6.1,6.816051369999999
Michael Ritchie,3,120374323.0,75000000,nan,18.5,40124774.333333336,6.166666666666667,6.969162153333333
Alexandre Aja,5,140168716.0,95850000,242.0,30.8,28033743.2,6.16,6.720674864
Anna Foerster,1,30353973.0,35000000,23.0,5.7,30353973.0,5.7,6.307079460000001
Michael Rymer,2,44348254.0,42000000,83.0,11.4,22174127.0,5.7,6.14348254
Mike Hodges,1,27107960.0,35000000,58.0,6.5,27107960.0,6.5,7.0421592
Craig Mazin,1,25881068.0,35000000,33.0,4.6,25881068.0,4.6,5.117621359999999
Hugh Wilson,4,223173621.0,91500000,191.0,23.7,55793405.25,5.925,7.0408681049999995
Sharon Maguire,2,95795847.0,60000000,125.0,13.3,47897923.5,6.65,7.607958470000001
David Mamet,4,58961526.0,60900000,271.0,26.9,14740381.5,6.725,7.01980763
Tommy O'Haver,2,34494851.0,45000000,105.0,12.0,17247425.5,6.0,6.34494851
Aleksander Bach,1,22467450.0,35000000,28.0,5.7,22467450.0,5.7,6.149349
Chris Carter,1,20982478.0,35000000,47.0,5.9,20982478.0,5.9,6.31964956
Gary Chapman,1,19478106.0,35000000,45.0,5.5,19478106.0,5.5,5.88956212
Kimble Rendall,1,nan,35000000,nan,5.2,nan,5.2,nan
Jeffrey Schwarz,1,nan,35000000,nan,6.9,nan,6.9,nan
Peter Hewitt,3,72646430.0,84000000,nan,16.6,24215476.666666668,5.533333333333334,6.017642866666668
Jean-Marc Vallée,3,76179913.0,55000000,215.0,22.200000000000003,25393304.333333332,7.400000000000001,7.907866086666668
Hark Tsui,1,10319915.0,35000000,37.0,4.8,10319915.0,4.8,5.0063983
Ken Scott,2,40883607.0,57000000,76.0,11.7,20441803.5,5.85,6.258836069999999
Ari Aster,3,79672379.0,54000000,222.0,21.2,26557459.666666668,7.066666666666666,7.59781586
Lexi Alexander,1,8050977.0,35000000,30.0,5.9,8050977.0,5.9,6.06101954
Tomas Alfredson,2,30849428.0,56000000,108.0,12.1,15424714.0,6.05,6.3584942799999995
Ronny Yu,4,126762733.0,112000000,nan,22.299999999999997,31690683.25,5.574999999999999,6.208813664999999
Eric Till,1,5791328.0,35000000,47.0,6.6,5791328.0,6.6,6.71582656
David Mickey Evans,1,4651977.0,35000000,nan,6.9,4651977.0,6.9,6.993039540000001
Bille August,2,nan,65000000,nan,13.399999999999999,nan,6.699999999999999,nan
Moustapha Akkad,1,nan,35000000,nan,8.2,nan,8.2,nan
Jane Campion,4,nan,62500000,306.0,26.6,nan,6.65,nan
Aaron Sorkin,2,nan,65000000,147.0,15.100000000000001,nan,7.550000000000001,nan
Mark Gustafson,1,nan,35000000,79.0,7.6,nan,7.6,nan
Louis Malle,2,nan,35475000,nan,14.9,nan,7.45,nan
Tony Kaye,3,nan,51000000,nan,23.299999999999997,nan,7.766666666666666,nan
Chris Gorak,1,21443494.0,34800000,18.0,4.9,21443494.0,4.9,5.32886988
George Tillman Jr.,5,182925396.0,120500000,282.0,35.1,36585079.2,7.0200000000000005,7.751701584000001
Hugh Johnson,1,11263966.0,34000000,33.0,5.2,11263966.0,5.2,5.4252793200000005
Rand Ravich,1,10672566.0,34000000,37.0,5.4,10672566.0,5.4,5.61345132
Hugh Hudson,2,65624426.0,39500000,111.0,12.6,32812213.0,6.3,6.95624426
Jérémie Degruson,1,4091.0,34000000,47.0,6.2,4091.0,6.2,6.20008182
Ben Stassen,1,4091.0,34000000,47.0,6.2,4091.0,6.2,6.20008182
Mimi Maynard,1,4091.0,34000000,47.0,6.2,4091.0,6.2,6.20008182
Jake Szymanski,1,46009673.0,33000000,51.0,6.0,46009673.0,6.0,6.92019346
Scott Speer,2,44635741.0,35800000,81.0,13.0,22317870.5,6.5,6.94635741
Jonathan Hensleigh,2,34998383.0,45000000,83.0,13.4,17499191.5,6.7,7.04998383
Joe Charbanic,1,28946615.0,33000000,22.0,5.3,28946615.0,5.3,5.8789323
Brian Kirk,1,28539757.0,33000000,51.0,6.6,28539757.0,6.6,7.170795139999999
Derrick Borte,2,22307211.0,43000000,95.0,12.4,11153605.5,6.2,6.423072110000001
Boaz Yakin,3,175518086.0,83000000,150.0,20.9,58506028.666666664,6.966666666666666,8.136787239999999
Neil Marshall,4,nan,60800000,225.0,24.0,nan,6.0,nan
Michael Winterbottom,6,nan,107500000,336.0,36.4,nan,6.066666666666666,nan
Robbie Pickering,1,70958.0,33000000,nan,5.9,70958.0,5.9,5.9014191600000006
Stephen Daldry,4,97883148.0,74500000,262.0,29.9,24470787.0,7.475,7.96441574
Justin Zackham,1,21819348.0,32500000,28.0,5.6,21819348.0,5.6,6.03638696
David Wain,4,nan,68750000,224.0,22.9,nan,5.725,nan
Jared Hess,4,142220653.0,66900000,191.0,24.799999999999997,35555163.25,6.199999999999999,6.9111032649999995
John Luessenhop,1,57744720.0,32000000,45.0,6.2,57744720.0,6.2,7.3548944
Rupert Wainwright,1,50046268.0,32000000,28.0,6.2,50046268.0,6.2,7.20092536
Abby Kohn,1,48795601.0,32000000,48.0,5.6,48795601.0,5.6,6.57591202
Marc Silverstein,1,48795601.0,32000000,48.0,5.6,48795601.0,5.6,6.57591202
Don Scardino,1,22537881.0,32000000,44.0,5.9,22537881.0,5.9,6.35075762
Drew Goddard,2,59912392.0,62000000,132.0,14.1,29956196.0,7.05,7.64912392
Nanette Burstein,2,18746740.0,37000000,117.0,12.7,9373370.0,6.35,6.5374674
Miguel Sapochnik,1,13794835.0,32000000,32.0,6.3,13794835.0,6.3,6.5758966999999995
Hyung-rae Shim,2,11141968.0,45400000,nan,7.0,5570984.0,3.5,3.61141968
Tim Robbins,2,42267039.0,43000000,144.0,14.3,21133519.5,7.15,7.572670390000001
Tom Reeve,1,nan,32000000,nan,5.6,nan,5.6,nan
Ariel Vromen,2,16677889.0,41500000,96.0,13.1,8338944.5,6.55,6.71677889
Lewis Gilbert,3,160231559.0,54500000,182.0,20.0,53410519.666666664,6.666666666666667,7.7348770600000005
J.B. Rogers,2,150623988.0,55000000,64.0,11.4,75311994.0,5.7,7.20623988
Michael Sucsy,2,131116106.0,34900000,95.0,13.2,65558053.0,6.6,7.9111610599999995
Steve Oedekerk,3,168903534.0,65000000,nan,19.3,56301178.0,6.433333333333334,7.559356893333334
Jason Moore,2,152342738.0,47000000,124.0,13.1,76171369.0,6.55,8.07342738
Kunihiko Yuyama,2,102796790.0,33000000,nan,12.0,51398395.0,6.0,7.0279679
Connor White,1,nan,30000000,nan,nan,nan,nan,nan
Stig Bergqvist,1,76507756.0,30000000,62.0,6.1,76507756.0,6.1,7.6301551199999995
Paul Demeyer,1,76507756.0,30000000,62.0,6.1,76507756.0,6.1,7.6301551199999995
Peter Lepeniotis,1,64251541.0,30000000,37.0,5.7,64251541.0,5.7,6.98503082
Chris Noonan,2,66664515.0,60000000,140.0,13.9,33332257.5,6.95,7.61664515
Eddie Murphy,1,60864870.0,30000000,16.0,6.1,60864870.0,6.1,7.317297399999999
Michael McCullers,1,60494212.0,30000000,55.0,6.0,60494212.0,6.0,7.20988424
Forest Whitaker,2,69109116.0,60000000,73.0,11.1,34554558.0,5.55,6.24109116
Woody Allen,24,nan,358500000,nan,166.49999999999997,nan,6.937499999999999,nan
Steve Box,1,56110897.0,30000000,87.0,7.5,56110897.0,7.5,8.62221794
Mike Johnson,1,53401527.0,30000000,83.0,7.4,53401527.0,7.4,8.46803054
Ben Falcone,3,200871228.0,79000000,125.0,15.9,66957076.0,5.3,6.63914152
Ted Demme,1,52990775.0,30000000,52.0,7.5,52990775.0,7.5,8.5598155
William Shatner,1,52210049.0,30000000,43.0,5.5,52210049.0,5.5,6.54420098
Christian Gudegast,1,44947622.0,30000000,49.0,7.0,44947622.0,7.0,7.89895244
Richard Dipirro,1,nan,30000000,nan,7.5,nan,7.5,nan
James Gartner,1,42647449.0,30000000,58.0,7.2,42647449.0,7.2,8.05294898
Lee Toland Krieger,1,42629776.0,30000000,51.0,7.2,42629776.0,7.2,8.05259552
Tim McCanlies,3,42794875.0,42300000,nan,20.6,14264958.333333334,6.866666666666667,7.151965833333334
Mark Mylod,2,52512209.0,50000000,106.0,13.2,26256104.5,6.6,7.12512209
Phil Joanou,2,nan,34000000,nan,11.7,nan,5.85,nan
Jason Friedberg,5,177373874.0,110000000,70.0,13.3,35474774.8,2.66,3.369495496
Aaron Seltzer,5,177373874.0,110000000,70.0,13.3,35474774.8,2.66,3.369495496
Paul Michael Glaser,1,38122105.0,30000000,45.0,6.7,38122105.0,6.7,7.4624421000000005
John R. Leonetti,3,134513163.0,48500000,80.0,14.1,44837721.0,4.7,5.59675442
Tom Hanks,2,61465661.0,32500000,112.0,13.1,30732830.5,6.55,7.16465661
Liz Friedlander,1,34742066.0,30000000,55.0,6.6,34742066.0,6.6,7.29484132
Doug Ellin,1,32363404.0,30000000,38.0,6.5,32363404.0,6.5,7.14726808
Shane Acker,1,31749894.0,30000000,60.0,7.0,31749894.0,7.0,7.63499788
Catherine Cyran,1,nan,30000000,nan,4.4,nan,4.4,nan
Stephen J. Anderson,1,26692846.0,30000000,74.0,7.1,26692846.0,7.1,7.6338569199999995
Yann Demange,1,24011188.0,30000000,59.0,6.5,24011188.0,6.5,6.98022376
Brett Leonard,2,56148491.0,40000000,81.0,10.9,28074245.5,5.45,6.01148491
Alister Grierson,1,23209310.0,30000000,42.0,5.9,23209310.0,5.9,6.364186200000001
Chung-Hyun Lee,1,nan,30000000,nan,6.2,nan,6.2,nan
Charles Stone III,4,nan,78000000,nan,22.8,nan,5.7,nan
Paul Haggis,4,137086992.0,70303082,249.0,29.9,34271748.0,7.475,8.16043496
Baran bo Odar,1,20783704.0,30000000,34.0,5.6,20783704.0,5.6,6.015674079999999
Nick Hurran,1,20698668.0,30000000,36.0,5.3,20698668.0,5.3,5.71397336
Kelly Fremon Craig,2,34804039.0,39000000,161.0,14.7,17402019.5,7.35,7.698040389999999
Tom Gormican,2,46369112.0,38000000,104.0,13.1,23184556.0,6.55,7.01369112
Jean-François Richet,1,20040895.0,30000000,54.0,6.3,20040895.0,6.3,6.7008179
Kurt Wimmer,2,19739606.0,50000000,51.0,11.6,9869803.0,5.8,5.99739606
Niki Caro,4,101171458.0,71300000,265.0,29.200000000000003,25292864.5,7.300000000000001,7.8058572900000005
Elaine Bogan,1,17716215.0,30000000,49.0,5.5,17716215.0,5.5,5.8543243
Ennio Torresan,1,17716215.0,30000000,49.0,5.5,17716215.0,5.5,5.8543243
Ellory Elkayem,1,17322606.0,30000000,53.0,5.5,17322606.0,5.5,5.84645212
Kevin Hooks,1,17193231.0,30000000,nan,5.4,17193231.0,5.4,5.74386462
Vincenzo Natali,3,nan,34250000,nan,19.0,nan,6.333333333333333,nan
Willard Huyck,1,16295774.0,30000000,28.0,4.7,16295774.0,4.7,5.02591548
Bruce Hunt,1,15007991.0,30000000,30.0,5.1,15007991.0,5.1,5.40015982
Frank M. Calo,1,14379751.0,30000000,24.0,4.8,14379751.0,4.8,5.08759502
Nick Hamm,3,nan,38000000,nan,17.7,nan,5.8999999999999995,nan
Mark Williams,2,23754668.0,59000000,73.0,10.8,11877334.0,5.4,5.637546680000001
Lajos Koltai,2,12689338.0,42000000,132.0,13.4,6344669.0,6.7,6.8268933800000005
Jee-woon Kim,2,12592018.0,38600000,132.0,13.399999999999999,6296009.0,6.699999999999999,6.825920179999999
Chris Roberts,1,11578059.0,30000000,21.0,4.3,11578059.0,4.3,4.53156118
Niels Arden Oplev,1,10895295.0,30000000,39.0,6.4,10895295.0,6.4,6.6179059
Richard J. Lewis,1,4439201.0,30000000,67.0,7.3,4439201.0,7.3,7.38878402
Alfonso Gomez-Rejon,2,12737956.0,38000000,129.0,14.2,6368978.0,7.1,7.227379559999999
Jonathan Baker,1,5718096.0,30000000,35.0,5.8,5718096.0,5.8,5.91436192
Josh Baker,1,5718096.0,30000000,35.0,5.8,5718096.0,5.8,5.91436192
Sergio Leone,2,10643016.0,35000000,157.0,16.8,5321508.0,8.4,8.50643016
David Kerr,1,4412170.0,30000000,39.0,6.2,4412170.0,6.2,6.2882434
John Cassavetes,1,4059673.0,30000000,68.0,7.1,4059673.0,7.1,7.181193459999999
Jeffrey Nachmanoff,3,31623689.0,56000000,99.0,17.700000000000003,10541229.666666666,5.900000000000001,6.1108245933333345
Andrew Dominik,2,18935205.0,45000000,132.0,13.7,9467602.5,6.85,7.03935205
Michael Radford,3,5251682.0,67000000,169.0,20.2,1750560.6666666667,6.733333333333333,6.7683445466666665
Steve Boyum,2,7458766.0,54000000,nan,8.3,3729383.0,4.15,4.22458766
Michael Matthews,1,1070714.0,30000000,63.0,6.9,1070714.0,6.9,6.9214142800000005
Kaige Chen,1,669625.0,30000000,53.0,5.6,669625.0,5.6,5.6133925
Khurram H. Alavi,1,490973.0,30000000,52.0,7.6,490973.0,7.6,7.60981946
Ayman Jamal,1,490973.0,30000000,52.0,7.6,490973.0,7.6,7.60981946
Corey Yuen,2,25777260.0,51000000,89.0,11.6,12888630.0,5.8,6.0577726
André Michel,1,nan,30000000,nan,nan,nan,nan,nan
Shin'ichirô Sawai,1,3892.0,30000000,nan,6.2,3892.0,6.2,6.2000778400000005
Frédéric Auburtin,2,4899885.0,43000000,67.0,9.3,2449942.5,4.65,4.698998850000001
Reinhard Klooss,1,nan,30000000,nan,nan,nan,nan,nan
Gabriele Salvatores,1,nan,30000000,nan,6.6,nan,6.6,nan
Olivier Dahan,1,nan,30000000,21.0,5.7,nan,5.7,nan
Antonio Negret,1,7793.0,30000000,nan,5.4,7793.0,5.4,5.40015586
Liliana Cavani,1,nan,30000000,nan,6.6,nan,6.6,nan
William Winckler,1,nan,30000000,nan,7.0,nan,7.0,nan
Eran Creevy,1,2280004.0,29200000,33.0,5.7,2280004.0,5.7,5.74560008
Elizabeth Banks,2,193136683.0,39000000,81.0,10.7,96568341.5,5.35,7.28136683
Edward Norton,2,46325616.0,55000000,120.0,13.2,23162808.0,6.6,7.06325616
Miguel Arteta,6,126340018.0,93250000,367.0,36.6,21056669.666666668,6.1000000000000005,6.521133393333334
Don Mancini,1,17083732.0,29000000,46.0,4.9,17083732.0,4.9,5.24167464
Richard Attenborough,4,135260063.0,99000000,nan,30.1,33815015.75,7.525,8.201300315000001
John Maybury,1,6303762.0,28500000,44.0,7.1,6303762.0,7.1,7.226075239999999
Igor Kovalyov,1,100494675.0,28000000,62.0,5.9,100494675.0,5.9,7.909893500000001
Norton Virgien,2,139897247.0,53000000,100.0,11.5,69948623.5,5.75,7.14897247
Jon Lucas,3,191914115.0,53000000,141.0,17.8,63971371.666666664,5.933333333333334,7.212760766666667
Scott Moore,3,191914115.0,53000000,141.0,17.8,63971371.666666664,5.933333333333334,7.212760766666667
Jeff Tomsic,1,54730625.0,28000000,56.0,6.5,54730625.0,6.5,7.5946125
Kenny Ortega,4,nan,50200000,nan,22.5,nan,5.625,nan
Kyle Marvin,1,39330588.0,28000000,52.0,5.8,39330588.0,5.8,6.58661176
Jeff Wadlow,5,132414885.0,60500000,176.0,28.9,26482977.0,5.779999999999999,6.309659539999999
Scott Frank,1,26307600.0,28000000,57.0,6.5,26307600.0,6.5,7.026152
Camille Delamarre,2,36426499.0,50000000,72.0,10.8,18213249.5,5.4,5.76426499
Janusz Kaminski,1,16815253.0,28000000,16.0,4.8,16815253.0,4.8,5.13630506
Nima Nourizadeh,2,69172850.0,40000000,98.0,12.8,34586425.0,6.4,7.0917285
Michel Debats,1,11689053.0,28000000,82.0,7.9,11689053.0,7.9,8.13378106
Robert B. Weide,1,2778752.0,28000000,35.0,6.4,2778752.0,6.4,6.45557504
Ruben Colin Gama,1,nan,28000000,nan,nan,nan,nan,nan
Todd Graff,2,36143101.0,47500000,110.0,12.0,18071550.5,6.0,6.36143101
David Lean,5,nan,76500000,nan,38.1,nan,7.62,nan
Richard Eyre,2,23104735.0,33000000,149.0,14.4,11552367.5,7.2,7.43104735
Nicholas Meyer,2,154596902.0,39000000,133.0,14.9,77298451.0,7.45,8.99596902
Gary Dauberman,1,74152591.0,27000000,53.0,5.9,74152591.0,5.9,7.38305182
Sanaa Hamri,2,65630327.0,39000000,114.0,12.100000000000001,32815163.5,6.050000000000001,6.706303270000001
Jodie Foster,3,59502060.0,68000000,171.0,19.6,19834020.0,6.533333333333334,6.930013733333334
Wilhelm Bittorf,1,nan,27000000,nan,8.9,nan,8.9,nan
Ulli Pfau,1,nan,27000000,nan,8.9,nan,8.9,nan
Saul Dibb,1,13848978.0,27000000,62.0,6.9,13848978.0,6.9,7.17697956
Walter Murch,1,11137801.0,27000000,42.0,6.7,11137801.0,6.7,6.9227560200000005
Richard Linklater,11,161655387.0,116423000,871.0,80.39999999999999,14695944.272727273,7.309090909090909,7.6030097945454544
E. Elias Merhige,2,17019597.0,35000000,108.0,12.7,8509798.5,6.35,6.52019597
Menno Meyjes,1,7500310.0,27000000,48.0,6.7,7500310.0,6.7,6.8500062
Noah Hawley,1,319976.0,27000000,36.0,4.9,319976.0,4.9,4.906399520000001
Ingmar Bergman,2,nan,47000000,nan,13.8,nan,6.9,nan
John Hillcoat,4,60059858.0,91000000,247.0,28.0,15014964.5,7.0,7.30029929
Michael Hoffman,4,51508772.0,74500000,220.0,27.1,12877193.0,6.775,7.0325438600000005
Kevin Allen,2,23817311.0,30000000,85.0,10.7,11908655.5,5.35,5.58817311
Michael Cristofer,1,16534221.0,26000000,33.0,6.0,16534221.0,6.0,6.33068442
Andrew Morahan,1,12303080.0,26000000,28.0,4.4,12303080.0,4.4,4.6460616
Shaka King,1,5478009.0,26000000,85.0,7.4,5478009.0,7.4,7.50956018
Bob Rafelson,2,13471293.0,38000000,nan,12.6,6735646.5,6.3,6.43471293
Guillaume Canet,1,42472.0,26000000,45.0,6.5,42472.0,6.5,6.50084944
Konstantin Ershov,1,nan,26000000,nan,7.2,nan,7.2,nan
Georgiy Kropachyov,1,nan,26000000,nan,7.2,nan,7.2,nan
Aleksandr Ptushko,1,nan,26000000,nan,7.2,nan,7.2,nan
Alan Shapiro,1,20080020.0,25530000,43.0,5.3,20080020.0,5.3,5.7016004
Fernando Meirelles,2,36931548.0,50500000,127.0,13.9,18465774.0,6.95,7.31931548
Theodore Melfi,2,213744999.0,38000000,138.0,15.0,106872499.5,7.5,9.63744999
Charles Herman-Wurmfeld,3,97655641.0,27350000,176.0,18.5,32551880.333333332,6.166666666666667,6.817704273333334
Gabor Csupo,1,82272442.0,25000000,74.0,7.2,82272442.0,7.2,8.84544884
Michael Pressman,1,78656813.0,25000000,45.0,6.0,78656813.0,6.0,7.57313626
Daniel Kwan,2,81402239.0,28000000,145.0,14.7,40701119.5,7.35,8.16402239
Daniel Scheinert,2,81402239.0,28000000,145.0,14.7,40701119.5,7.35,8.16402239
Kevin Jarre,1,56505065.0,25000000,50.0,7.8,56505065.0,7.8,8.9301013
Tyler Perry,10,nan,187500000,461.0,52.199999999999996,nan,5.22,nan
John Polson,2,79665481.0,35000000,64.0,11.0,39832740.5,5.5,6.29665481
Fred Wolf,2,54812671.0,45000000,67.0,10.7,27406335.5,5.35,5.89812671
Bernardo Bertolucci,1,43984230.0,25000000,76.0,7.7,43984230.0,7.7,8.5796846
Penelope Spheeris,2,165726709.0,45000000,94.0,12.0,82863354.5,6.0,7.6572670899999995
John Eng,1,39402572.0,25000000,38.0,5.6,39402572.0,5.6,6.38805144
Priit Pärn,1,39402572.0,25000000,38.0,5.6,39402572.0,5.6,6.38805144
John Wells,3,55832028.0,60000000,169.0,20.5,18610676.0,6.833333333333333,7.205546853333333
Chris Nahon,1,36845124.0,25000000,58.0,6.6,36845124.0,6.6,7.33690248
Bille Woodruff,4,93720058.0,53000000,163.0,20.799999999999997,23430014.5,5.199999999999999,5.66860029
Victor Salva,3,77531807.0,45000000,125.0,19.0,25843935.666666668,6.333333333333333,6.850212046666666
Mark Helfrich,1,35017297.0,25000000,19.0,5.6,35017297.0,5.6,6.30034594
Steve Bendelack,1,33302167.0,25000000,56.0,6.4,33302167.0,6.4,7.06604334
Richie Keen,1,32187017.0,25000000,37.0,5.6,32187017.0,5.6,6.2437403399999996
Kirsten Sheridan,1,31664162.0,25000000,38.0,7.4,31664162.0,7.4,8.033283240000001
Dwight H. Little,2,50007680.0,30000000,74.0,10.5,25003840.0,5.25,5.7500768
Richard Fleischer,5,nan,66100000,300.0,32.9,nan,6.58,nan
Kinji Fukasaku,1,nan,25000000,46.0,7.5,nan,7.5,nan
Toshio Masuda,1,nan,25000000,46.0,7.5,nan,7.5,nan
Bob Spiers,1,29342592.0,25000000,32.0,3.6,29342592.0,3.6,4.18685184
F. Javier Gutiérrez,1,27793018.0,25000000,25.0,4.5,27793018.0,4.5,5.0558603600000005
Damien Dante Wayans,1,25662155.0,25000000,40.0,3.6,25662155.0,3.6,4.1132431
Tim Fywell,1,24402491.0,25000000,55.0,6.0,24402491.0,6.0,6.48804982
Troy Nixey,1,24046682.0,25000000,56.0,5.5,24046682.0,5.5,5.98093364
Sylvain White,3,115517137.0,49000000,118.0,14.8,38505712.333333336,4.933333333333334,5.703447580000001
Dito Montiel,2,23121690.0,40000000,97.0,10.7,11560845.0,5.35,5.581216899999999
Philip G. Atwell,1,22486409.0,25000000,36.0,6.2,22486409.0,6.2,6.64972818
Jeremy Leven,1,22150451.0,25000000,63.0,6.7,22150451.0,6.7,7.14300902
Nigel Cole,4,66161449.0,47000000,235.0,27.5,16540362.25,6.875,7.205807245
Mark Burton,1,19375982.0,25000000,81.0,7.3,19375982.0,7.3,7.68751964
Richard Starzak,1,19375982.0,25000000,81.0,7.3,19375982.0,7.3,7.68751964
Dax Shepard,1,18600152.0,25000000,28.0,6.0,18600152.0,6.0,6.37200304
Jeff Schaffer,1,17771387.0,25000000,45.0,6.6,17771387.0,6.6,6.955427739999999
Alec Berg,1,17771387.0,25000000,45.0,6.6,17771387.0,6.6,6.955427739999999
David Mandel,1,17771387.0,25000000,45.0,6.6,17771387.0,6.6,6.955427739999999
Lawrence Sher,1,17501244.0,25000000,22.0,5.5,17501244.0,5.5,5.85002488
Carter Smith,1,17432844.0,25000000,44.0,5.9,17432844.0,5.9,6.24865688
Johannes Roberts,5,111155753.0,52300000,228.0,26.3,22231150.6,5.26,5.704623012
Josie Rourke,1,16468499.0,25000000,60.0,6.3,16468499.0,6.3,6.62936998
James Bridges,1,16118077.0,25000000,51.0,5.7,16118077.0,5.7,6.02236154
Don Michael Paul,2,21281285.0,32000000,41.0,6.8,10640642.5,3.4,3.61281285
Steve Barron,1,15094530.0,25000000,nan,5.2,15094530.0,5.2,5.5018906
Bill Paxton,2,28447841.0,36000000,119.0,14.600000000000001,14223920.5,7.300000000000001,7.584478410000001
Richard Kelly,3,16805850.0,46500000,179.0,18.9,5601950.0,6.3,6.412039
John Schlesinger,3,86653224.0,48600000,129.0,18.7,28884408.0,6.233333333333333,6.8110214933333335
Mike Relon Makiling,1,nan,25000000,nan,6.4,nan,6.4,nan
Ringo Lam,1,14502483.0,25000000,nan,5.5,14502483.0,5.5,5.79004966
Bruce McCulloch,2,44672884.0,39000000,67.0,10.3,22336442.0,5.15,5.596728840000001
Jonathan Dayton,2,72529624.0,33000000,153.0,14.5,36264812.0,7.25,7.9752962400000005
Valerie Faris,2,72529624.0,33000000,153.0,14.5,36264812.0,7.25,7.9752962400000005
