,Writer_Avg_Rating,Director_Avg_Rating,Actor_Avg_Rating,runtimeMinutes,OMDB_Metascore,genres,OMDB_Rated,ReleaseMonth,averageRating,actual,predictions
0,7.03,7.36,6.61,77.0,79.0,3,1,4.0,7.4,7.4,7.278666666666662
1,6.22,5.9,6.25,90.0,40.0,12,0,8.0,6.0,6.0,6.008666666666668
2,6.04,6.2,6.09,114.0,61.0,6,3,10.0,5.4,5.4,5.7340000000000195
3,5.8,5.8,5.92,105.0,43.0,6,0,9.0,5.8,5.8,5.814333333333327
4,5.77,5.45,6.03,91.0,47.0,2,2,8.0,5.5,5.5,5.704000000000002
5,6.23,6.38,6.18,101.0,56.0,2,0,10.0,6.5,6.5,6.433999999999999
6,6.64,6.63,6.38,105.0,52.0,4,2,1.0,6.4,6.4,6.475333333333353
7,6.9,6.67,6.92,101.0,67.0,3,3,5.0,6.8,6.8,6.87633333333332
8,5.45,5.5,6.19,92.0,54.0,2,3,7.0,5.5,5.5,5.851333333333342
9,5.7,5.7,5.79,85.0,63.0,4,3,2.0,5.7,5.7,5.690333333333354
10,6.83,6.9,6.75,106.0,58.0,4,3,1.0,6.9,6.9,6.912333333333356
11,6.2,6.2,6.07,94.0,66.0,2,2,10.0,6.2,6.2,6.256333333333355
12,6.91,7.33,6.7,105.0,87.0,12,0,1.0,7.1,7.1,7.295666666666637
13,4.7,5.4,6.03,92.0,54.0,6,0,6.0,4.7,4.7,4.870333333333353
14,7.31,6.87,6.42,120.0,46.0,4,2,2.0,7.1,7.1,7.030666666666666
15,7.45,7.64,6.27,120.0,84.0,10,0,12.0,8.0,8.0,7.759999999999999
16,6.1,6.1,6.39,99.0,65.0,10,3,8.0,6.6,6.6,6.515333333333312
17,6.35,6.35,6.37,91.0,77.0,4,3,6.0,6.8,6.8,6.661333333333314
18,5.95,5.98,5.93,86.0,53.0,2,3,5.0,6.0,6.0,5.9656666666666665
19,7.1,7.1,6.4,99.0,75.0,4,3,1.0,6.8,6.8,7.205333333333324
20,5.1,5.16,6.2,106.0,34.0,2,2,4.0,4.5,4.5,4.820000000000001
21,6.4,6.4,5.61,82.0,81.0,12,3,2.0,6.4,6.4,6.401333333333357
22,6.98,7.1,6.88,123.0,77.0,12,3,1.0,7.0,7.0,7.130999999999999
23,5.7,5.85,5.48,104.0,66.0,2,3,10.0,5.7,5.7,5.69033333333335
24,6.83,6.86,6.3,99.0,69.0,4,0,5.0,6.7,6.7,6.80900000000002
25,7.78,7.78,7.6,88.0,58.0,3,3,9.0,7.6,7.6,7.599666666666639
26,6.42,6.52,6.31,100.0,62.0,10,3,1.0,6.1,6.1,6.1686666666666445
27,5.95,7.17,6.55,109.0,46.0,2,2,6.0,6.3,6.3,6.399000000000004
28,6.35,6.35,6.09,107.0,46.0,12,2,4.0,6.5,6.5,6.358999999999996
29,6.74,6.59,6.48,128.0,83.0,4,0,1.0,7.5,7.5,7.41966666666667
30,5.47,5.43,5.31,108.0,31.0,2,2,4.0,5.1,5.1,5.132666666666657
31,6.79,7.01,6.71,108.0,53.0,0,1,3.0,6.4,6.4,6.908666666666666
32,8.31,8.22,7.24,118.0,47.0,3,3,6.0,8.5,8.5,8.35233333333333
33,6.36,6.04,6.37,137.0,41.0,4,0,4.0,6.4,6.4,6.36600000000002
34,6.87,6.45,6.68,101.0,52.0,4,1,2.0,7.1,7.1,7.007666666666639
35,4.47,4.95,5.71,91.0,41.0,2,1,10.0,3.9,3.9,5.062666666666662
36,5.73,7.17,6.09,98.0,53.0,12,0,4.0,5.5,5.5,5.73733333333333
37,6.08,6.08,6.2,108.0,68.0,4,3,1.0,6.4,6.4,6.383333333333353
38,6.31,6.82,6.29,130.0,47.0,2,2,3.0,6.0,6.0,6.168999999999999
39,7.57,7.79,7.76,73.0,57.0,4,3,5.0,7.8,7.8,7.760333333333328
40,6.44,6.4,6.31,111.0,54.0,2,3,7.0,6.4,6.4,6.488000000000025
41,6.28,4.45,6.0,104.0,60.0,12,2,10.0,6.1,6.1,6.130000000000002
42,6.82,6.7,6.93,117.0,67.0,2,3,6.0,6.7,6.7,6.821666666666689
43,5.9,5.3,6.29,113.0,41.0,2,1,9.0,4.4,4.4,4.960000000000008
44,5.25,5.3,5.65,107.0,39.0,10,1,9.0,5.0,5.0,5.072666666666667
45,6.6,6.6,6.58,80.0,46.0,12,3,4.0,6.8,6.8,6.697999999999977
46,6.97,6.9,7.37,148.0,76.0,4,0,10.0,7.8,7.8,7.501333333333332
47,5.9,5.93,6.14,130.0,55.0,2,2,12.0,5.9,5.9,6.199666666666674
48,6.52,6.04,6.61,131.0,74.0,6,0,11.0,6.8,6.8,6.91733333333332
49,7.0,7.0,5.81,118.0,61.0,2,0,8.0,7.0,7.0,7.018999999999999
50,6.5,5.2,6.23,106.0,65.0,4,0,4.0,6.5,6.5,6.4573333333333425
51,5.51,6.24,6.45,104.0,66.0,6,0,6.0,5.8,5.8,6.116999999999983
52,5.4,5.85,5.33,82.0,9.0,6,0,9.0,5.4,5.4,5.262666666666681
53,6.2,6.2,5.85,77.0,54.0,2,3,5.0,6.2,6.2,6.1133333333333555
54,6.7,7.13,6.23,151.0,56.0,4,3,9.0,6.7,6.7,6.807666666666687
55,5.47,5.3,5.52,96.0,51.0,12,2,4.0,5.3,5.3,5.3979999999999855
56,6.72,6.15,6.51,106.0,61.0,4,1,11.0,6.7,6.7,6.777333333333356
57,6.68,6.17,6.13,107.0,53.0,2,0,10.0,6.1,6.1,6.586333333333339
58,6.38,6.23,5.99,119.0,63.0,2,2,8.0,6.2,6.2,6.334666666666688
59,6.67,6.48,5.76,101.0,48.0,2,0,1.0,6.3,6.3,6.357333333333338
60,7.16,6.82,7.33,96.0,64.0,3,3,6.0,7.7,7.7,7.604666666666671
61,7.7,7.7,7.4,110.0,76.0,4,3,4.0,7.4,7.4,7.691666666666666
62,4.7,4.7,5.34,89.0,57.0,6,3,4.0,4.7,4.7,4.757666666666686
63,6.7,6.6,6.62,94.0,66.0,4,0,11.0,6.6,6.6,6.868666666666674
64,7.2,7.15,7.3,114.0,66.0,3,3,12.0,7.3,7.3,7.322666666666655
65,7.12,7.32,6.35,106.0,88.0,2,0,11.0,7.0,7.0,7.190999999999997
66,6.07,6.75,6.02,90.0,24.0,12,0,1.0,7.0,7.0,6.544333333333334
67,6.72,7.6,7.6,97.0,76.0,3,3,9.0,7.6,7.6,7.557333333333312
68,4.97,5.67,5.82,103.0,62.0,6,0,5.0,4.9,4.9,5.138333333333346
69,6.35,6.95,6.7,106.0,85.0,4,2,11.0,6.7,6.7,6.878000000000019
70,6.95,7.3,7.16,104.0,78.0,12,0,11.0,7.6,7.6,7.213999999999993
71,6.09,6.07,6.87,130.0,84.0,4,3,1.0,7.2,7.2,7.130000000000012
72,6.83,7.4,7.08,98.0,74.0,4,3,3.0,7.2,7.2,7.187333333333343
73,6.11,6.05,5.73,138.0,51.0,4,3,4.0,4.6,4.6,5.014666666666655
74,6.8,7.23,6.41,121.0,70.0,4,0,9.0,6.8,6.8,6.8836666666666515
75,7.5,6.51,6.23,128.0,79.0,4,2,1.0,7.5,7.5,7.564666666666662
76,6.78,6.85,6.93,135.0,81.0,3,3,5.0,7.2,7.2,7.248000000000008
77,5.92,6.47,6.37,91.0,65.0,6,0,9.0,6.7,6.7,6.614333333333354
78,5.83,5.83,6.23,97.0,62.0,4,0,7.0,6.3,6.3,6.267333333333311
79,4.99,4.15,5.75,91.0,58.0,12,0,9.0,4.8,4.8,5.104333333333336
80,6.99,7.23,6.73,106.0,82.0,10,3,3.0,7.2,7.2,7.237666666666687
81,7.05,7.01,6.7,89.0,68.0,4,3,7.0,6.7,6.7,6.778333333333352
82,6.4,6.57,6.47,109.0,65.0,12,3,5.0,6.9,6.9,6.808666666666693
83,6.7,6.7,6.43,128.0,68.0,4,2,6.0,6.8,6.8,7.064666666666661
84,6.85,7.07,7.0,79.0,63.0,3,1,5.0,7.0,7.0,7.002333333333337
85,6.48,6.4,6.7,83.0,63.0,4,3,5.0,5.9,5.9,6.688666666666674
86,7.1,7.06,7.04,95.0,60.0,4,3,3.0,7.5,7.5,7.375666666666661
87,6.01,6.79,6.53,201.0,52.0,4,3,4.0,6.6,6.6,6.666999999999976
88,7.72,8.25,7.2,90.0,69.0,3,3,10.0,7.2,7.2,7.765333333333327
89,5.92,5.75,6.03,112.0,51.0,2,2,2.0,6.1,6.1,6.118333333333313
90,6.94,7.02,6.45,95.0,76.0,2,2,8.0,7.7,7.7,7.471333333333341
91,6.43,6.66,6.68,113.0,64.0,4,3,5.0,7.0,7.0,6.903666666666668
92,5.6,6.14,6.2,91.0,48.0,2,0,7.0,5.6,5.6,5.649333333333315
93,6.43,6.4,6.09,108.0,77.0,2,0,2.0,6.7,6.7,6.692000000000025
94,5.38,5.42,6.27,95.0,72.0,6,3,11.0,6.1,6.1,6.1793333333333145
95,6.9,6.9,6.91,101.0,43.0,3,3,4.0,6.9,6.9,6.921333333333367
96,5.88,6.05,6.3,110.0,52.0,4,0,8.0,5.7,5.7,5.834333333333351
97,6.0,5.77,5.65,113.0,39.0,4,2,3.0,6.5,6.5,6.197333333333333
98,6.97,7.3,6.51,133.0,66.0,4,2,1.0,7.3,7.3,7.257666666666655
99,6.1,6.1,6.18,105.0,33.0,3,1,8.0,6.1,6.1,5.945333333333325
100,6.4,6.25,6.0,88.0,57.0,2,3,7.0,6.1,6.1,6.135666666666649
101,6.39,6.28,6.32,119.0,56.0,10,0,7.0,6.3,6.3,6.389333333333326
102,3.4,4.0,4.55,100.0,29.0,4,2,6.0,2.8,2.8,3.800666666666673
103,6.12,5.2,5.64,98.0,50.0,10,2,2.0,6.2,6.2,6.1286666666666845
104,6.92,7.13,6.71,110.0,81.0,4,3,5.0,7.2,7.2,7.153666666666686
105,4.85,5.7,6.06,96.0,11.0,2,2,12.0,4.8,4.8,4.6796666666666455
106,7.7,7.7,7.53,91.0,74.0,3,3,7.0,7.7,7.7,7.693000000000001
107,6.3,6.35,6.54,93.0,73.0,4,3,6.0,6.3,6.3,6.391666666666645
108,6.07,6.07,5.8,129.0,56.0,11,3,6.0,5.5,5.5,5.638
109,6.21,6.18,6.07,120.0,63.0,4,0,12.0,6.2,6.2,6.253333333333352
110,6.13,6.13,6.38,85.0,91.0,4,3,8.0,6.4,6.4,6.331666666666691
111,6.42,6.7,6.07,111.0,69.0,4,1,4.0,6.5,6.5,6.633333333333334
112,7.38,7.32,6.44,120.0,86.0,12,0,10.0,7.7,7.7,7.642333333333336
113,6.85,6.25,6.41,92.0,47.0,2,0,10.0,6.4,6.4,6.528666666666662
114,4.15,5.35,5.7,89.0,45.0,2,3,11.0,4.8,4.8,4.686666666666649
115,6.6,6.54,6.04,100.0,69.0,12,3,8.0,7.2,7.2,6.894666666666679
116,6.49,7.11,6.35,117.0,38.0,12,2,10.0,5.7,5.7,5.878000000000014
117,4.25,4.25,5.08,117.0,46.0,13,2,11.0,5.6,5.6,5.2046666666666574
118,7.5,7.5,6.5,96.0,69.0,3,3,5.0,6.8,6.8,7.009333333333315
119,7.9,7.0,7.43,116.0,41.0,3,2,10.0,7.9,7.9,7.861666666666698
120,5.35,5.45,6.06,92.0,42.0,2,3,10.0,5.3,5.3,5.310999999999984
121,6.2,5.57,6.32,88.0,56.0,2,3,8.0,5.9,5.9,6.092333333333338
122,6.66,7.0,6.75,107.0,80.0,10,0,10.0,7.2,7.2,7.099000000000016
123,7.42,7.2,7.2,87.0,62.0,3,3,11.0,7.2,7.2,7.330666666666678
124,6.28,6.7,6.42,89.0,61.0,4,2,2.0,6.7,6.7,6.657666666666686
125,6.45,6.4,6.22,126.0,39.0,4,0,9.0,6.8,6.8,6.678333333333313
126,6.3,6.9,5.98,118.0,68.0,4,3,10.0,6.5,6.5,6.525
127,6.49,7.3,6.95,97.0,88.0,4,2,2.0,8.2,8.2,7.502999999999994
128,6.93,6.93,5.76,51.0,59.0,12,3,5.0,6.3,6.3,6.260666666666649
129,6.91,7.22,6.51,119.0,43.0,4,0,4.0,6.6,6.6,6.687999999999977
130,5.77,5.92,5.97,93.0,58.0,2,2,8.0,6.2,6.2,6.114333333333352
131,6.06,6.5,6.07,104.0,32.0,2,2,5.0,5.9,5.9,5.706999999999998
132,6.37,6.77,6.8,133.0,59.0,4,2,9.0,6.2,6.2,6.407000000000019
133,6.02,6.2,6.1,120.0,47.0,2,2,8.0,6.1,6.1,6.126666666666652
134,6.43,6.26,6.48,113.0,56.0,2,0,2.0,5.9,5.9,6.157666666666688
135,7.11,6.68,6.21,123.0,61.0,4,1,10.0,7.2,7.2,7.072333333333337
136,4.95,4.76,5.4,91.0,43.0,10,2,1.0,5.4,5.4,5.220333333333349
137,6.08,6.02,5.75,72.0,52.0,2,3,1.0,5.9,5.9,5.833000000000017
138,6.82,6.61,6.39,117.0,79.0,4,3,12.0,7.7,7.7,7.466000000000006
139,6.4,6.26,5.63,99.0,44.0,2,1,8.0,6.4,6.4,6.33600000000002
140,7.3,6.6,6.28,118.0,60.0,3,3,9.0,7.3,7.3,7.347333333333325
141,6.62,6.52,6.56,126.0,89.0,13,0,12.0,6.8,6.8,7.000666666666654
142,6.39,6.15,5.79,93.0,47.0,6,2,5.0,4.9,4.9,5.290000000000016
143,6.22,5.96,6.16,97.0,61.0,2,3,9.0,6.3,6.3,6.298666666666652
144,6.37,6.65,6.33,105.0,60.0,0,1,6.0,6.1,6.1,6.283333333333312
145,6.5,6.4,5.91,102.0,65.0,0,1,11.0,5.7,5.7,6.022666666666686
146,4.0,4.33,4.72,90.0,26.0,12,0,5.0,4.0,4.0,3.9813333333333336
147,6.78,6.61,6.67,134.0,48.0,2,0,10.0,6.1,6.1,6.3909999999999805
148,5.8,5.8,5.75,76.0,43.0,12,3,6.0,5.8,5.8,5.685333333333315
149,5.9,6.4,5.63,81.0,48.0,2,3,9.0,4.7,4.7,5.8373333333333335
150,4.0,3.4,5.6,132.0,30.0,2,3,8.0,3.4,3.4,3.843333333333335
151,4.6,5.43,5.87,91.0,29.0,0,0,6.0,4.6,4.6,4.564333333333327
152,4.82,5.2,5.63,86.0,63.0,2,3,10.0,5.5,5.5,5.363333333333334
153,6.03,6.3,6.09,102.0,68.0,4,3,9.0,5.9,5.9,6.01700000000002
154,7.5,7.55,6.62,96.0,70.0,3,1,7.0,7.5,7.5,7.431666666666665
155,6.48,6.48,5.92,100.0,40.0,2,0,11.0,5.9,5.9,6.015666666666686
156,7.12,7.37,7.1,86.0,68.0,3,3,3.0,7.0,7.0,7.124333333333331
157,6.08,5.9,5.36,111.0,28.0,12,0,9.0,5.2,5.2,5.6476666666666695
158,6.05,5.35,6.08,82.0,58.0,6,0,4.0,6.1,6.1,6.087999999999978
159,7.3,7.3,7.3,84.0,61.0,4,0,12.0,7.3,7.3,7.304666666666654
160,6.19,5.63,5.8,93.0,54.0,4,0,6.0,6.0,6.0,6.026000000000002
161,6.26,6.82,6.7,97.0,78.0,4,3,5.0,6.7,6.7,6.731666666666687
162,6.2,6.52,6.11,102.0,53.0,2,2,8.0,6.2,6.2,6.255333333333351
163,6.7,6.7,6.68,84.0,67.0,3,3,11.0,6.7,6.7,6.764000000000025
164,6.05,6.22,6.06,103.0,52.0,12,0,4.0,5.8,5.8,5.930666666666646
165,5.6,5.2,5.71,99.0,34.0,2,1,9.0,5.0,5.0,5.1083333333333325
166,5.82,6.0,5.74,103.0,53.0,6,0,7.0,5.4,5.4,5.572666666666683
167,6.09,6.2,6.28,100.0,45.0,4,0,12.0,6.2,6.2,5.94233333333334
168,6.91,6.99,6.31,114.0,53.0,12,0,10.0,7.2,7.2,6.9086666666666705
169,4.52,4.62,3.53,88.0,30.0,6,3,10.0,3.2,3.2,2.890000000000007
170,5.67,6.59,5.31,102.0,32.0,2,2,7.0,5.3,5.3,5.329333333333338
171,5.54,5.24,6.7,90.0,83.0,3,0,5.0,7.4,7.4,7.212000000000023
172,6.4,6.2,6.2,119.0,37.0,4,0,10.0,6.3,6.3,6.365333333333315
173,7.41,7.55,7.1,113.0,97.0,4,3,9.0,7.9,7.9,7.555666666666669
174,6.72,6.8,6.67,87.0,80.0,2,2,3.0,7.5,7.5,7.304666666666665
175,6.18,6.0,6.11,84.0,69.0,6,3,6.0,6.0,6.0,6.082666666666668
176,7.3,7.13,7.3,82.0,79.0,3,2,6.0,7.3,7.3,7.300999999999993
177,6.1,6.1,6.05,123.0,69.0,2,1,1.0,6.1,6.1,6.422333333333332
178,6.7,6.7,5.8,103.0,40.0,10,0,2.0,5.4,5.4,5.7610000000000205
179,5.93,5.4,5.78,99.0,26.0,2,2,2.0,5.4,5.4,5.481333333333353
180,7.29,7.14,6.71,94.0,74.0,3,2,11.0,7.1,7.1,7.1589999999999705
181,7.4,7.83,7.62,100.0,61.0,3,0,2.0,7.4,7.4,7.5533333333333275
182,6.56,7.19,6.81,115.0,84.0,2,0,12.0,7.3,7.3,7.292666666666657
183,6.16,5.67,5.77,99.0,36.0,2,2,5.0,6.1,6.1,6.042999999999978
184,6.2,6.2,6.24,102.0,54.0,2,3,9.0,6.2,6.2,6.21766666666667
185,5.84,5.46,5.84,95.0,27.0,12,0,9.0,5.7,5.7,5.611666666666686
186,6.3,6.3,6.81,88.0,58.0,3,3,7.0,7.3,7.3,7.08033333333332
187,5.15,5.25,5.74,104.0,17.0,2,2,9.0,4.8,4.8,4.857999999999985
188,6.7,6.16,6.03,114.0,45.0,4,2,9.0,6.7,6.7,6.520333333333337
189,5.63,5.62,6.18,93.0,40.0,6,0,5.0,5.2,5.2,5.303000000000021
190,6.62,6.67,6.57,114.0,74.0,4,0,11.0,6.5,6.5,6.730333333333335
191,6.81,6.99,6.65,137.0,58.0,4,0,1.0,7.1,7.1,7.175333333333306
192,6.5,6.5,5.86,99.0,49.0,4,1,10.0,6.5,6.5,6.399666666666666
193,6.3,6.32,6.4,96.0,56.0,4,2,4.0,7.0,7.0,6.725999999999996
194,6.4,6.41,6.38,101.0,36.0,12,0,9.0,6.0,6.0,5.999
195,5.99,7.29,6.24,114.0,55.0,4,2,2.0,6.2,6.2,6.300333333333344
196,5.83,6.04,6.5,152.0,64.0,6,0,11.0,6.7,6.7,6.807999999999995
197,6.82,6.92,6.69,95.0,85.0,4,3,9.0,6.8,6.8,6.900333333333316
198,6.71,6.39,6.09,100.0,52.0,4,0,5.0,6.5,6.5,6.491333333333332
199,6.13,6.56,6.06,135.0,64.0,12,0,10.0,5.5,5.5,5.916666666666664
200,6.89,6.67,6.43,131.0,74.0,4,3,10.0,7.0,7.0,7.056333333333336
201,6.28,6.22,6.29,105.0,65.0,4,2,11.0,6.7,6.7,6.665000000000019
202,5.85,5.9,5.92,98.0,69.0,4,3,7.0,5.9,5.9,5.887000000000018
203,6.93,6.93,6.51,104.0,64.0,4,3,4.0,6.9,6.9,6.851333333333362
204,4.86,5.29,5.16,105.0,14.0,10,0,10.0,5.0,5.0,4.864333333333332
205,5.93,6.0,5.57,98.0,41.0,6,0,2.0,5.3,5.3,5.44799999999998
206,7.0,7.0,6.68,116.0,89.0,4,3,7.0,7.0,7.0,7.117666666666664
207,6.07,6.07,5.93,117.0,72.0,6,0,1.0,6.0,6.0,6.174666666666666
208,6.34,7.48,6.47,169.0,78.0,12,0,3.0,7.7,7.7,7.7150000000000105
209,6.91,7.35,6.49,111.0,72.0,2,2,8.0,8.0,8.0,7.646333333333334
210,6.2,6.25,6.09,108.0,52.0,4,0,10.0,6.2,6.2,6.195666666666683
211,7.44,7.58,6.49,110.0,83.0,4,0,11.0,7.3,7.3,7.389999999999997
212,5.6,5.6,5.6,90.0,28.0,4,3,2.0,5.6,5.6,5.496999999999986
213,7.43,7.1,6.48,93.0,65.0,3,3,7.0,7.1,7.1,7.117666666666638
214,7.05,7.13,6.61,128.0,90.0,2,0,10.0,7.7,7.7,7.547333333333326
215,7.01,7.1,6.57,97.0,82.0,4,3,1.0,7.1,7.1,7.100666666666645
216,6.88,6.4,6.69,109.0,74.0,4,3,8.0,7.0,7.0,7.033333333333333
217,6.31,6.47,6.18,106.0,55.0,4,3,11.0,6.1,6.1,6.440999999999995
218,6.83,6.92,6.48,99.0,64.0,10,0,9.0,6.6,6.6,6.7656666666666645
219,5.93,6.4,6.61,111.0,29.0,2,2,11.0,6.4,6.4,6.213000000000022
220,6.15,6.32,5.52,116.0,65.0,10,3,6.0,5.3,5.3,5.625666666666652
221,6.65,6.68,6.5,112.0,70.0,3,3,5.0,6.5,6.5,6.564666666666667
222,6.46,6.46,6.13,77.0,74.0,2,3,7.0,6.6,6.6,6.537666666666646
223,6.0,6.15,6.04,100.0,69.0,4,0,9.0,6.0,6.0,6.0533333333333355
224,6.19,6.34,6.5,115.0,56.0,4,3,8.0,6.3,6.3,6.351666666666644
225,5.58,5.64,5.96,86.0,61.0,4,3,2.0,6.0,6.0,5.865666666666659
226,5.8,6.81,6.25,118.0,53.0,4,0,1.0,6.8,6.8,6.557999999999979
227,6.52,6.52,6.79,125.0,51.0,10,3,1.0,6.8,6.8,6.694333333333307
228,6.31,6.25,6.35,145.0,79.0,4,3,9.0,6.7,6.7,6.752333333333354
229,5.55,5.77,6.04,100.0,32.0,6,0,1.0,5.3,5.3,5.33266666666665
230,5.7,5.7,6.4,96.0,57.0,2,3,4.0,7.1,7.1,6.67433333333331
231,7.03,7.42,7.2,120.0,53.0,3,3,4.0,7.2,7.2,7.27366666666668
232,4.6,4.6,6.16,110.0,45.0,12,0,8.0,6.1,6.1,5.78133333333332
233,6.33,6.14,5.98,110.0,22.0,2,2,3.0,5.5,5.5,5.601000000000002
234,5.97,5.76,6.76,78.0,71.0,6,0,11.0,7.4,7.4,7.073666666666691
235,7.4,7.5,6.84,97.0,69.0,3,2,11.0,7.5,7.5,7.380333333333332
236,5.5,5.5,5.82,91.0,71.0,2,3,1.0,5.5,5.5,5.554999999999996
237,6.13,6.1,5.94,101.0,73.0,4,3,7.0,6.1,6.1,6.145666666666642
238,6.05,5.23,6.35,99.0,72.0,6,3,10.0,6.2,6.2,6.308666666666681
239,6.7,6.7,6.7,182.0,94.0,4,3,8.0,6.7,6.7,6.940333333333351
240,6.38,6.38,6.03,105.0,40.0,3,0,3.0,6.8,6.8,6.55066666666665
241,5.15,5.15,5.81,138.0,59.0,6,3,10.0,6.1,6.1,5.93333333333332
242,5.12,5.1,6.0,100.0,51.0,4,3,6.0,5.1,5.1,5.198666666666652
243,5.87,6.45,6.51,92.0,70.0,4,3,9.0,5.3,5.3,5.678666666666649
244,5.8,5.8,6.3,93.0,74.0,6,3,3.0,5.8,5.8,5.942999999999977
245,6.59,6.57,6.34,117.0,69.0,4,3,10.0,7.1,7.1,6.987666666666632
246,6.18,6.0,6.41,107.0,58.0,3,3,3.0,6.2,6.2,6.2610000000000205
247,6.3,6.61,6.14,144.0,59.0,4,3,10.0,5.8,5.8,6.500666666666666
248,5.4,5.4,5.24,90.0,10.0,2,2,7.0,5.4,5.4,4.625666666666669
249,5.64,6.37,4.1,110.0,18.0,0,1,12.0,4.1,4.1,3.7736666666666685
250,6.67,6.1,6.36,108.0,48.0,2,2,6.0,6.7,6.7,6.658666666666687
251,6.46,6.47,6.47,140.0,64.0,4,3,1.0,7.0,7.0,6.914000000000002
252,5.52,6.23,5.18,96.0,35.0,4,0,6.0,4.9,4.9,5.0123333333333475
253,6.7,6.68,6.7,98.0,45.0,4,3,11.0,6.7,6.7,6.695666666666688
254,5.86,5.75,5.78,84.0,26.0,2,3,9.0,5.3,5.3,5.651333333333329
255,6.67,6.68,6.34,109.0,65.0,4,0,12.0,7.0,7.0,6.940333333333334
256,6.29,6.47,5.73,141.0,45.0,4,3,2.0,6.2,6.2,6.192333333333351
257,4.54,5.51,5.05,99.0,22.0,0,2,1.0,4.2,4.2,3.8983333333333303
258,6.32,5.48,5.26,110.0,24.0,12,0,1.0,5.9,5.9,5.766666666666685
259,4.78,5.95,5.61,81.0,13.0,4,3,8.0,4.3,4.3,4.415666666666659
260,6.82,7.23,7.08,100.0,56.0,4,3,1.0,7.3,7.3,7.1953333333333225
261,5.7,6.75,5.66,91.0,60.0,2,3,9.0,5.7,5.7,5.889333333333353
262,4.9,4.9,5.24,71.0,69.0,4,3,4.0,4.9,4.9,5.0070000000000165
263,4.9,4.5,5.33,123.0,31.0,12,0,8.0,4.5,4.5,4.937666666666667
264,5.44,5.22,5.76,114.0,52.0,12,2,1.0,5.4,5.4,5.492666666666682
265,6.8,6.8,6.26,124.0,72.0,4,0,7.0,6.8,6.8,6.871999999999974
266,5.57,6.19,5.75,114.0,45.0,0,0,1.0,5.4,5.4,5.50933333333335
267,6.8,6.95,6.68,128.0,80.0,4,3,11.0,6.6,6.6,6.812333333333309
268,6.02,5.41,6.02,113.0,56.0,4,0,8.0,6.4,6.4,6.324666666666688
269,4.99,3.9,5.45,85.0,28.0,6,2,10.0,3.9,3.9,4.1253333333333355
270,6.94,6.61,6.65,122.0,81.0,2,0,12.0,7.7,7.7,7.576333333333344
271,7.32,6.98,6.96,118.0,84.0,2,0,11.0,7.0,7.0,7.165000000000003
272,6.22,6.3,5.79,92.0,78.0,12,0,6.0,6.3,6.3,6.399333333333314
273,6.78,6.64,6.68,101.0,65.0,10,3,6.0,6.9,6.9,6.8953333333333315
274,6.3,6.8,6.45,102.0,65.0,2,0,1.0,6.6,6.6,6.765666666666672
275,6.1,6.16,6.19,97.0,34.0,2,2,6.0,4.9,4.9,5.822000000000002
276,7.1,7.05,7.14,90.0,73.0,3,3,3.0,7.4,7.4,7.30500000000002
277,6.98,7.02,7.07,94.0,69.0,10,3,3.0,7.5,7.5,7.3586666666666645
278,5.8,6.21,5.59,101.0,34.0,2,0,9.0,5.8,5.8,5.749333333333314
279,6.24,6.07,5.99,118.0,32.0,0,2,8.0,5.7,5.7,5.703333333333348
280,6.47,6.38,6.32,93.0,57.0,10,2,1.0,6.6,6.6,6.464666666666669
281,5.7,6.56,5.66,160.0,37.0,4,0,9.0,6.1,6.1,5.972999999999986
282,6.2,6.26,6.34,90.0,57.0,2,2,2.0,6.9,6.9,6.690333333333358
283,6.59,5.98,6.37,93.0,53.0,2,1,12.0,6.2,6.2,6.316000000000023
284,5.12,5.1,5.85,100.0,45.0,2,2,3.0,4.5,4.5,5.299999999999996
285,5.32,5.64,6.27,105.0,36.0,2,1,12.0,6.0,6.0,5.835333333333335
286,6.66,6.46,6.48,125.0,84.0,4,3,10.0,7.4,7.4,6.900000000000001
287,3.98,4.85,4.48,92.0,49.0,6,2,12.0,3.5,3.5,3.651333333333333
288,6.58,6.82,6.57,98.0,91.0,4,3,7.0,6.9,6.9,6.863333333333353
289,7.0,7.0,6.48,92.0,73.0,2,0,3.0,6.8,6.8,6.917666666666652
290,7.02,7.3,6.39,71.0,86.0,2,3,6.0,7.3,7.3,7.253
291,7.0,7.0,6.97,99.0,75.0,3,3,12.0,7.0,7.0,7.210333333333328
292,7.36,7.16,7.43,90.0,64.0,3,0,4.0,7.5,7.5,7.4726666666666715
293,7.29,7.29,5.95,84.0,63.0,10,0,8.0,6.6,6.6,6.962333333333328
294,5.75,5.1,5.29,106.0,40.0,2,2,3.0,6.1,6.1,5.752999999999983
295,7.64,8.21,6.99,96.0,88.0,2,1,5.0,8.3,8.3,8.196666666666665
296,5.6,6.05,6.19,107.0,55.0,2,2,4.0,6.1,6.1,6.031999999999979
297,5.61,6.27,5.53,92.0,33.0,4,2,2.0,5.4,5.4,5.405333333333351
298,5.87,6.29,6.34,149.0,81.0,10,3,11.0,7.4,7.4,7.166000000000028
299,4.46,3.83,4.92,91.0,44.0,6,0,4.0,3.8,3.8,3.991333333333316
300,7.18,6.9,7.0,100.0,56.0,3,3,10.0,6.2,6.2,6.564666666666685
301,6.98,6.68,6.27,94.0,87.0,4,0,12.0,6.9,6.9,7.031333333333361
