,ProductionBudget,Director_Avg_Rating,OMDB_Runtime,ReleaseMonth,Writer_Avg_Rating,OMDB_imdbRating,orig_index,actual,predictions
0,460000000,7.91,192.0,12.0,7.33,7.6,0,7.6,8.34035
1,400000000,7.18,181.0,4.0,7.16,8.4,1,8.4,7.5455494
2,379000000,6.58,136.0,5.0,6.81,6.6,2,6.6,6.5989213
3,365000000,7.78,141.0,5.0,6.71,7.3,3,7.3,6.9473953
4,340000000,6.31,141.0,5.0,5.97,5.8,4,5.8,5.8581285
5,300000000,7.18,149.0,4.0,7.16,8.4,5,8.4,7.0952563
6,300000000,6.84,169.0,5.0,6.81,7.1,6,7.1,6.9405155
7,300000000,6.82,120.0,11.0,6.12,6.1,7,6.1,6.2450404
8,300000000,7.21,154.0,6.0,6.77,6.7,8,6.7,6.9256487
9,290000000,7.3,163.0,7.0,7.11,7.8,9,7.8,7.2018156
10,275000000,6.84,135.0,5.0,6.92,6.9,11,6.9,6.7129607
11,274800000,6.0,105.0,11.0,6.0,6.0,12,6.0,5.6747637
12,263700000,7.52,132.0,3.0,7.16,6.6,13,6.6,7.2716875
13,263000000,6.82,151.0,3.0,6.34,6.5,14,6.5,6.220299
14,260000000,7.06,88.0,6.0,7.43,8.5,15,8.5,7.1354613
15,260000000,7.56,100.0,11.0,6.56,7.7,16,7.7,6.6910295
16,258000000,7.01,139.0,5.0,6.77,6.3,17,6.3,6.7280445
17,250000000,7.28,161.0,11.0,7.09,6.7,18,6.7,7.1930428
18,250000000,7.18,147.0,5.0,7.29,7.8,19,7.8,7.271244
19,250000000,7.32,150.0,5.0,7.27,7.9,20,7.9,7.309503
20,250000000,7.45,118.0,7.0,6.86,6.2,21,6.2,6.9774804
21,250000000,6.87,153.0,7.0,7.3,7.6,22,7.6,7.1510215
22,250000000,7.51,83.0,11.0,7.43,7.6,23,7.6,7.334042
23,250000000,7.72,161.0,12.0,7.48,7.8,24,7.8,7.53409
24,250000000,7.72,144.0,12.0,7.48,7.4,25,7.4,7.5121365
25,250000000,6.74,136.0,4.0,6.41,6.6,26,6.6,6.2286663
26,250000000,7.5,163.0,10.0,7.14,7.3,27,7.3,7.238536
27,245000000,7.51,148.0,11.0,6.94,6.8,28,6.8,7.055242
28,237000000,7.91,162.0,12.0,7.69,7.9,29,7.9,7.7847223
29,232000000,7.25,154.0,6.0,6.56,6.1,30,6.1,6.7702904
30,230000000,8.19,164.0,7.0,7.85,8.4,31,8.4,8.08462
31,230000000,6.18,129.0,5.0,6.85,6.5,32,6.5,6.4283867
32,230000000,7.1,106.0,11.0,7.17,6.6,33,6.6,7.0566683
33,225000000,7.78,143.0,5.0,6.91,8.0,34,8.0,7.2342787
34,225000000,6.84,151.0,7.0,6.81,7.4,35,7.4,6.810257
35,225000000,6.82,143.0,6.0,7.01,7.1,36,7.1,6.957412
36,225000000,7.1,150.0,5.0,7.01,6.5,37,6.5,7.078469
37,225000000,6.84,150.0,7.0,6.82,6.4,38,6.4,6.8165483
38,220000000,7.03,136.0,7.0,6.77,6.9,39,6.9,6.836598
39,220000000,6.73,131.0,5.0,5.99,5.8,40,5.8,5.900093
40,217000000,6.41,154.0,6.0,6.25,5.2,41,5.2,6.151849
41,215000000,6.5,124.0,6.0,6.83,6.9,42,6.9,6.6098394
42,215000000,6.47,106.0,5.0,6.4,6.8,43,6.8,6.0527945
43,210000000,6.41,149.0,6.0,6.59,6.0,44,6.0,6.4823093
44,210000000,6.41,165.0,6.0,6.05,5.6,45,5.6,6.0959024
45,210000000,6.57,104.0,5.0,6.47,6.6,46,6.6,6.1772127
46,210000000,6.95,140.0,5.0,6.55,6.6,47,6.6,6.644297
47,207000000,7.72,187.0,12.0,7.48,7.2,48,7.2,7.643297
48,205000000,6.31,113.0,12.0,6.51,6.1,49,6.1,6.28759
49,205000000,8.19,150.0,9.0,8.18,7.3,50,7.3,8.334895
50,200000000,7.32,148.0,12.0,7.19,8.2,52,8.2,7.2437844
51,200000000,7.28,134.0,2.0,7.09,7.3,53,7.3,7.221397
52,200000000,7.91,194.0,12.0,7.69,7.9,54,7.9,7.8911247
53,200000000,7.57,118.0,6.0,7.64,7.6,55,7.6,7.674569
54,200000000,6.82,133.0,12.0,7.24,7.8,56,7.8,7.0853605
55,200000000,7.08,97.0,6.0,7.47,7.2,57,7.2,7.3293514
56,200000000,7.7,100.0,6.0,7.66,7.7,58,7.7,7.685464
57,200000000,8.18,103.0,6.0,7.88,8.3,59,8.3,8.01745
58,200000000,7.01,126.0,5.0,7.09,6.9,60,6.9,7.1012635
59,200000000,6.88,130.0,5.0,6.93,7.1,61,7.1,6.9489164
60,200000000,7.32,136.0,5.0,7.15,7.6,62,7.6,7.2754827
61,200000000,7.01,127.0,6.0,6.81,7.5,63,7.5,6.8914375
62,200000000,6.98,176.0,3.0,6.7,7.8,64,7.8,6.9043264
63,200000000,6.93,108.0,3.0,6.81,6.4,65,6.4,6.7085857
64,200000000,7.51,143.0,11.0,6.94,7.8,66,7.8,7.127933
65,200000000,7.72,169.0,12.0,7.48,7.8,67,7.8,7.6323633
66,200000000,7.3,104.0,6.0,7.34,7.2,68,7.2,7.323706
67,200000000,7.01,130.0,3.0,6.42,6.3,69,6.3,6.4854155
68,200000000,7.25,132.0,5.0,6.94,7.9,70,7.9,7.084689
69,200000000,6.52,124.0,2.0,6.43,6.1,71,6.1,6.1977377
70,200000000,7.03,142.0,5.0,6.65,6.6,72,6.6,6.8143697
71,200000000,6.78,106.0,6.0,6.85,6.2,73,6.2,6.719846
72,200000000,6.5,134.0,7.0,6.9,6.7,74,6.7,6.780179
73,200000000,7.1,137.0,8.0,6.55,6.5,75,6.5,6.7181134
74,200000000,6.4,143.0,6.0,5.55,5.2,76,5.2,5.4524035
75,200000000,7.43,125.0,12.0,6.83,6.8,77,6.8,6.980051
76,200000000,6.41,125.0,10.0,6.19,6.2,78,6.2,6.0661697
77,200000000,6.17,158.0,11.0,5.71,5.8,79,5.8,5.9984293
78,200000000,6.8,156.0,11.0,6.45,6.3,80,6.3,6.5677576
79,200000000,6.87,134.0,11.0,7.29,6.5,81,6.5,7.1551766
80,200000000,6.85,101.0,6.0,7.0,7.0,82,7.0,6.8751554
81,200000000,6.01,115.0,5.0,6.3,6.5,83,6.5,5.8228254
82,200000000,6.65,105.0,6.0,6.7,6.1,84,6.1,6.5014935
83,200000000,6.41,127.0,7.0,6.4,6.6,85,6.6,6.2261696
84,200000000,6.73,114.0,6.0,6.15,5.5,86,5.5,6.0491405
85,200000000,6.68,144.0,6.0,6.32,6.7,87,6.7,6.356702
86,200000000,6.87,142.0,4.0,7.3,6.2,88,6.2,7.256859
87,200000000,5.65,113.0,6.0,6.36,5.7,89,5.7,5.710091
88,200000000,7.59,206.0,10.0,7.55,8.1,90,8.1,7.713044
89,200000000,7.3,102.0,3.0,7.15,7.4,91,7.4,7.171029
90,200000000,6.7,151.0,12.0,6.31,5.4,92,5.4,6.472661
91,200000000,7.65,102.0,12.0,7.05,7.8,93,7.8,7.1950254
92,200000000,7.24,87.0,6.0,7.46,7.6,94,7.6,7.3488097
93,200000000,6.77,138.0,7.0,6.2,6.6,95,6.6,6.2697935
94,200000000,7.18,122.0,7.0,6.97,6.5,96,6.5,7.0513487
95,195000000,6.41,154.0,6.0,6.05,6.2,97,6.2,6.0269957
96,195000000,6.6,127.0,6.0,6.16,6.1,98,6.1,6.0818844
97,195000000,6.39,124.0,5.0,6.85,7.1,99,7.1,6.620834
98,195000000,7.25,114.0,3.0,6.59,6.3,100,6.3,6.7013836
99,190000000,7.38,132.0,5.0,6.91,7.7,102,7.7,7.1135683
100,190000000,7.1,116.0,6.0,7.03,7.0,103,7.0,7.06503
101,190000000,7.0,143.0,5.0,7.12,7.2,104,7.2,7.1731076
102,190000000,6.99,131.0,7.0,6.5,6.9,105,6.9,6.6640263
103,190000000,6.8,148.0,12.0,6.38,5.7,106,5.7,6.476439
104,187500000,6.85,93.0,11.0,7.04,6.7,107,6.7,6.915416
105,186000000,7.03,126.0,5.0,7.33,7.9,108,7.9,7.2986603
106,185000000,8.19,152.0,7.0,7.85,9.0,109,9.0,8.136085
107,185000000,7.49,122.0,5.0,6.9,6.2,110,6.2,7.1204386
108,185000000,7.12,93.0,6.0,7.22,7.1,111,7.1,7.157349
109,185000000,6.7,118.0,3.0,6.43,6.7,112,6.7,6.3233347
110,185000000,6.4,122.0,7.0,6.96,7.0,113,7.0,6.794647
111,185000000,6.27,119.0,10.0,7.03,6.6,114,6.6,6.765606
112,185000000,7.9,164.0,10.0,7.37,8.0,115,8.0,7.6584253
113,185000000,7.1,128.0,11.0,6.51,6.2,116,6.2,6.663793
114,185000000,7.32,132.0,8.0,6.83,7.2,117,7.2,7.028209
115,182000000,7.51,90.0,11.0,7.33,8.0,118,8.0,7.3482757
116,180000000,7.45,130.0,11.0,7.21,7.9,119,7.9,7.329809
117,180000000,6.9,97.0,5.0,7.03,6.9,120,6.9,6.942483
118,180000000,6.87,132.0,11.0,7.29,7.2,121,7.2,7.1877704
119,180000000,7.52,98.0,6.0,7.99,8.4,122,8.4,7.883234
120,180000000,6.57,91.0,8.0,6.66,6.2,123,6.2,6.4492626
121,180000000,6.87,110.0,7.0,6.37,6.2,124,6.2,6.398901
122,180000000,7.59,126.0,11.0,7.17,7.5,125,7.5,7.3438644
123,180000000,6.86,136.0,7.0,6.42,6.4,126,6.4,6.581403
124,179000000,6.88,127.0,2.0,6.93,5.3,127,5.3,6.95123
125,178000000,7.3,147.0,7.0,7.38,7.7,128,7.7,7.481243
126,178000000,7.25,144.0,5.0,6.47,6.9,129,6.9,6.78259
127,178000000,6.44,113.0,8.0,5.87,5.6,130,5.6,5.733449
128,178000000,6.85,113.0,6.0,6.99,7.9,131,7.9,6.9538
129,175000000,6.98,123.0,3.0,6.85,6.8,132,6.8,6.9181952
130,175000000,7.03,106.0,4.0,6.78,7.4,133,7.4,6.8194213
131,175000000,8.13,95.0,6.0,8.13,8.1,134,8.1,8.186914
132,175000000,7.32,133.0,7.0,6.71,7.4,135,7.4,6.9526105
133,175000000,6.44,123.0,8.0,6.24,5.9,136,5.9,6.162882
134,175000000,8.23,96.0,5.0,7.77,8.3,137,8.3,7.956751
135,175000000,8.29,105.0,11.0,8.0,8.4,138,8.4,8.153649
136,175000000,7.28,112.0,11.0,6.96,7.0,139,7.0,7.058612
137,175000000,6.34,94.0,3.0,6.39,6.4,140,6.4,6.0045247
138,175000000,6.7,102.0,6.0,6.65,6.7,141,6.7,6.5427933
139,175000000,6.39,118.0,8.0,6.25,5.7,142,5.7,6.1201997
140,175000000,6.47,106.0,6.0,6.18,4.9,143,4.9,5.986619
141,175000000,5.58,112.0,8.0,6.18,5.2,144,5.2,5.612869
142,175000000,6.48,96.0,6.0,5.97,5.4,145,5.4,5.7296834
143,175000000,6.72,177.0,7.0,6.38,6.3,146,6.3,6.563264
144,175000000,5.77,101.0,1.0,5.8,5.6,147,5.6,4.982544
145,175000000,7.06,126.0,5.0,6.73,6.7,148,6.7,6.8689313
146,175000000,6.2,128.0,12.0,6.3,6.2,149,6.2,6.1906977
147,175000000,7.0,100.0,3.0,7.0,7.0,150,7.0,6.9635315
148,170000000,7.43,130.0,5.0,6.48,8.3,151,8.3,6.8196077
149,170000000,7.0,128.0,6.0,6.23,6.1,152,6.1,6.438579
150,170000000,7.32,121.0,8.0,7.29,8.0,153,8.0,7.355652
151,170000000,7.03,124.0,5.0,6.71,6.9,154,6.9,6.8418794
152,170000000,7.18,136.0,4.0,7.29,7.8,155,7.8,7.360943
153,170000000,6.98,130.0,7.0,6.96,7.6,156,7.6,7.0226164
154,170000000,7.27,100.0,11.0,6.81,6.6,157,6.6,6.9156513
155,170000000,6.2,127.0,6.0,6.3,6.1,158,6.1,6.1017075
156,170000000,6.55,109.0,7.0,6.13,6.3,159,6.3,6.029612
157,170000000,6.39,131.0,5.0,6.36,6.1,160,6.1,6.2586107
158,170000000,6.1,132.0,5.0,6.27,6.0,161,6.0,6.030314
159,170000000,7.57,130.0,5.0,7.02,6.4,162,6.4,7.269896
160,170000000,6.5,122.0,2.0,7.28,7.3,163,7.3,7.08426
161,170000000,6.45,113.0,5.0,6.81,6.2,164,6.2,6.6329694
162,165000000,6.5,147.0,6.0,6.0,5.6,165,5.6,6.0827117
163,165000000,5.94,95.0,5.0,6.48,6.3,166,6.3,5.9699664
164,165000000,6.37,115.0,11.0,6.58,7.5,167,7.5,6.4768887
165,165000000,7.17,102.0,11.0,7.51,7.8,168,7.8,7.4150476
166,165000000,7.49,98.0,3.0,7.28,8.1,169,8.1,7.3638716
167,165000000,7.57,101.0,11.0,7.47,7.7,170,7.7,7.5155315
168,165000000,8.19,169.0,11.0,8.39,8.7,171,8.7,8.56318
169,165000000,7.9,155.0,10.0,7.45,8.0,172,8.0,7.7426386
170,165000000,6.17,120.0,6.0,5.51,5.2,173,5.2,5.2458625
171,160000000,7.48,84.0,11.0,7.55,8.0,174,8.0,7.504792
172,160000000,7.32,129.0,7.0,7.19,7.4,175,7.4,7.3130927
173,160000000,6.22,93.0,5.0,6.62,6.1,177,6.1,6.2534313
174,160000000,8.19,148.0,7.0,8.18,8.8,178,8.8,8.392497
175,160000000,6.9,137.0,11.0,6.87,6.5,179,6.5,6.921564
176,160000000,6.82,123.0,5.0,6.5,6.4,180,6.4,6.6005335
177,160000000,7.27,131.0,6.0,6.81,7.7,181,7.7,7.0207214
178,160000000,7.9,166.0,12.0,7.19,7.8,182,7.8,7.542663
179,160000000,6.44,109.0,7.0,5.97,6.1,183,6.1,5.849739
180,160000000,6.83,98.0,5.0,6.42,5.7,184,5.7,6.389146
181,160000000,7.33,123.0,6.0,7.12,6.7,185,6.7,7.251429
182,159000000,7.59,209.0,11.0,7.61,7.8,186,7.8,7.8216085
183,157750000,6.15,123.0,7.0,5.8,6.1,187,6.1,5.621539
184,156000000,6.73,107.0,9.0,6.88,7.1,188,7.1,6.8243337
185,155000000,5.62,113.0,3.0,6.45,6.3,189,6.3,5.8735304
186,155000000,6.47,126.0,7.0,6.69,6.3,190,6.3,6.6527615
187,155000000,5.6,111.0,3.0,5.6,5.6,191,5.6,4.860097
188,155000000,7.0,175.0,11.0,6.68,5.6,192,5.6,6.87076
189,152000000,6.98,140.0,7.0,6.76,7.4,193,7.4,6.9138985
190,151500000,6.41,183.0,5.0,6.78,6.2,194,6.2,6.8317533
191,151000000,7.5,114.0,7.0,7.32,7.0,195,7.0,7.4380083
192,151000000,6.41,144.0,7.0,6.61,7.0,196,7.0,6.6235175
193,150000000,7.07,103.0,11.0,6.8,6.8,197,6.8,6.8657045
194,150000000,6.7,141.0,6.0,6.84,7.4,198,7.4,6.8879514
195,150000000,7.07,102.0,11.0,6.8,7.4,199,7.4,6.863078
196,150000000,7.53,108.0,3.0,7.59,8.0,200,8.0,7.647335
197,150000000,6.87,138.0,7.0,7.39,7.5,201,7.5,7.344701
198,150000000,6.9,157.0,11.0,7.3,7.7,202,7.7,7.2910213
199,150000000,6.88,138.0,5.0,6.93,7.2,203,7.2,7.0103264
200,150000000,6.9,101.0,12.0,6.48,7.2,204,7.2,6.561559
201,150000000,7.36,107.0,11.0,7.54,7.6,205,7.6,7.5259137
202,150000000,6.73,92.0,7.0,6.08,6.4,206,6.4,6.042518
203,150000000,7.5,132.0,9.0,6.89,7.4,207,7.4,7.158395
204,150000000,6.93,115.0,7.0,6.41,6.7,208,6.7,6.565013
205,150000000,7.84,111.0,6.0,7.95,8.1,209,8.1,8.01813
206,150000000,6.47,112.0,11.0,6.94,6.8,210,6.8,6.794494
207,150000000,8.19,140.0,6.0,7.14,8.2,211,8.2,7.60511
208,150000000,7.3,131.0,7.0,7.2,7.4,212,7.4,7.3272505
209,150000000,8.19,106.0,7.0,8.18,7.8,213,7.8,8.2902355
210,150000000,6.75,115.0,5.0,6.38,7.0,214,7.0,6.436067
211,150000000,6.73,89.0,11.0,6.54,6.6,215,6.6,6.519225
212,150000000,6.88,107.0,5.0,6.53,6.5,216,6.5,6.604894
213,150000000,6.15,105.0,5.0,5.77,6.0,217,6.0,5.4682226
214,150000000,6.67,90.0,5.0,6.27,7.2,218,7.2,6.1500816
215,150000000,6.53,120.0,5.0,7.6,8.1,219,8.1,7.347574
216,150000000,6.02,104.0,5.0,6.43,6.5,220,6.5,6.059491
217,150000000,6.88,129.0,11.0,6.93,6.7,221,6.7,6.967237
218,150000000,7.49,140.0,3.0,7.0,7.4,222,7.4,7.276988
219,150000000,6.67,81.0,10.0,5.91,5.7,223,5.7,5.8423805
220,150000000,7.38,126.0,5.0,6.84,6.9,224,6.9,7.0777836
221,150000000,6.84,138.0,5.0,6.46,6.7,225,6.7,6.645628
222,150000000,6.83,163.0,5.0,7.24,7.3,226,7.3,7.29115
223,150000000,6.17,103.0,7.0,6.17,4.0,227,4.0,5.9114876
224,150000000,6.5,91.0,11.0,6.1,6.1,228,6.1,6.018847
225,150000000,5.1,88.0,7.0,5.53,5.1,229,5.1,4.425664
226,150000000,7.36,96.0,11.0,6.95,6.8,230,6.8,7.0558996
227,150000000,7.41,102.0,11.0,7.47,7.2,231,7.2,7.4770694
228,150000000,6.77,134.0,3.0,6.86,7.3,232,7.3,6.917107
229,150000000,5.63,99.0,3.0,5.89,5.7,233,5.7,5.1666417
230,150000000,7.27,115.0,11.0,6.88,6.3,234,6.3,7.023552
231,150000000,6.93,113.0,5.0,6.3,6.2,235,6.2,6.4363146
232,150000000,6.17,131.0,6.0,6.49,6.3,236,6.3,6.361553
233,150000000,5.75,115.0,7.0,5.83,4.5,237,4.5,5.432342
234,150000000,6.26,103.0,2.0,6.44,5.8,238,5.8,6.126026
235,150000000,7.1,103.0,2.0,6.38,5.9,239,5.9,6.4872656
236,150000000,6.81,111.0,10.0,6.39,5.7,240,5.7,6.496833
237,150000000,6.2,88.0,3.0,5.4,5.4,241,5.4,4.833987
238,150000000,6.17,130.0,2.0,5.62,5.1,242,5.1,5.3917394
239,150000000,6.28,118.0,11.0,6.28,6.3,243,6.3,6.234681
240,150000000,6.41,128.0,12.0,6.86,6.1,244,6.1,6.7336044
241,149000000,6.28,85.0,11.0,6.86,6.6,245,6.6,6.5972586
242,145000000,6.7,93.0,6.0,6.87,6.8,246,6.8,6.771673
243,145000000,7.57,132.0,12.0,6.75,7.4,247,7.4,7.071711
244,145000000,7.65,102.0,6.0,7.62,7.8,248,7.8,7.688616
245,145000000,6.72,88.0,6.0,7.17,7.3,249,7.3,7.0003695
246,145000000,6.59,92.0,3.0,5.89,6.8,250,6.8,5.7244396
247,145000000,7.2,97.0,11.0,6.75,7.2,251,7.2,6.859829
248,145000000,6.13,124.0,4.0,5.25,6.0,252,6.0,4.94691
249,144000000,6.45,105.0,6.0,7.49,7.8,253,7.8,7.2010584
250,142000000,6.06,133.0,11.0,6.83,6.1,254,6.1,6.6204267
251,140000000,7.38,127.0,5.0,6.88,7.9,255,7.9,7.118395
252,140000000,6.41,151.0,7.0,6.85,6.7,256,6.7,6.8302307
253,140000000,6.26,124.0,7.0,7.29,6.9,257,6.9,7.0383825
254,140000000,6.88,95.0,1.0,6.27,7.1,258,7.1,6.238282
255,140000000,6.69,127.0,7.0,6.55,6.6,259,6.6,6.635995
256,140000000,5.58,110.0,3.0,6.86,5.7,260,5.7,6.2902064
257,140000000,7.16,154.0,12.0,6.84,7.8,261,7.8,7.0350523
258,140000000,6.24,90.0,12.0,6.25,6.2,262,6.2,6.0831547
259,140000000,6.95,150.0,12.0,6.04,6.0,263,6.0,6.348975
260,140000000,7.49,117.0,7.0,6.8,6.3,264,6.3,7.062671
261,140000000,6.94,117.0,10.0,6.59,5.7,265,5.7,6.7134356
262,140000000,6.57,127.0,2.0,5.72,5.4,266,5.4,5.7366323
263,140000000,3.5,89.0,8.0,3.5,3.5,267,3.5,2.742219
264,139000000,7.01,121.0,5.0,6.98,7.4,268,7.4,7.055164
265,138000000,6.82,162.0,3.0,6.91,7.6,269,7.6,7.0543866
266,138000000,5.58,121.0,7.0,6.27,5.1,270,5.1,5.853201
267,137500000,6.31,112.0,6.0,6.5,6.6,271,6.6,6.3779387
268,137000000,6.94,138.0,6.0,6.49,5.6,272,5.6,6.7087045
269,137000000,6.4,106.0,7.0,6.52,6.4,273,6.4,6.430613
270,136200000,6.33,115.0,11.0,5.25,5.5,274,5.5,5.2736335
271,135000000,6.56,98.0,3.0,6.89,7.2,275,7.2,6.7539883
272,135000000,7.72,156.0,1.0,7.47,8.0,276,8.0,7.765241
273,135000000,6.58,128.0,11.0,6.81,6.4,277,6.4,6.7880316
274,135000000,6.84,107.0,3.0,7.08,7.2,278,7.2,7.039379
275,135000000,7.57,138.0,11.0,7.17,7.5,279,7.5,7.4126763
276,135000000,6.3,96.0,7.0,6.57,6.4,280,6.4,6.3813725
277,135000000,5.8,112.0,6.0,6.14,5.9,281,5.9,5.7762213
278,135000000,6.04,100.0,11.0,6.06,5.8,282,5.8,5.8479958
279,135000000,6.89,132.0,7.0,6.47,6.0,283,6.0,6.6598663
280,135000000,6.38,102.0,11.0,5.7,5.7,284,5.7,5.6744404
281,132900000,6.55,99.0,11.0,5.6,5.6,285,5.6,5.6513667
282,132000000,7.49,116.0,6.0,6.17,6.5,286,6.5,6.597947
283,132000000,6.52,92.0,11.0,6.6,6.6,287,6.6,6.5189176
284,130000000,6.9,146.0,11.0,7.08,7.5,288,7.5,7.1451807
285,130000000,7.8,142.0,6.0,7.3,7.9,289,7.9,7.6164536
286,130000000,7.33,115.0,8.0,6.95,8.0,290,8.0,7.1213264
287,130000000,6.52,118.0,7.0,7.13,7.0,291,7.0,6.9975348
288,130000000,7.02,92.0,6.0,6.27,7.6,292,7.6,6.421183
289,130000000,6.52,117.0,7.0,7.0,7.3,293,7.3,6.8977127
290,130000000,6.57,94.0,3.0,6.3,6.5,294,6.5,6.178639
291,130000000,6.58,130.0,12.0,6.95,6.7,295,6.7,6.8988867
292,130000000,6.35,90.0,10.0,6.63,6.6,296,6.6,6.4749026
293,130000000,6.78,95.0,11.0,7.3,7.3,297,7.3,7.138233
294,130000000,6.41,147.0,7.0,5.88,6.6,298,6.6,6.0536165
295,130000000,6.79,101.0,4.0,6.08,6.3,299,6.3,6.1297927
296,130000000,6.72,100.0,7.0,6.24,6.4,300,6.4,6.3048244
297,130000000,7.3,138.0,3.0,6.77,5.8,301,5.8,7.052747
298,130000000,7.49,107.0,12.0,7.34,7.3,302,7.3,7.432661
299,130000000,6.17,100.0,5.0,5.59,4.8,303,4.8,5.3040047
300,130000000,7.0,165.0,11.0,6.83,6.6,304,6.6,7.0155525
301,130000000,6.44,96.0,7.0,6.15,5.6,305,5.6,6.054018
302,129000000,7.65,104.0,2.0,7.62,7.4,306,7.4,7.7192354
303,129000000,6.05,116.0,8.0,5.87,5.1,307,5.1,5.7156134
304,127500000,6.33,117.0,11.0,5.25,4.9,308,4.9,5.313193
305,127500000,6.4,82.0,5.0,6.5,6.4,309,6.4,6.271409
306,127000000,7.21,137.0,3.0,7.12,8.1,310,8.1,7.284292
307,127000000,6.15,98.0,12.0,6.1,6.2,311,6.2,5.9770117
308,125000000,6.9,123.0,11.0,6.87,6.6,312,6.6,6.934248
309,125000000,6.72,152.0,11.0,7.3,7.6,313,7.6,7.2648273
310,125000000,6.31,123.0,12.0,6.44,6.7,314,6.7,6.413446
311,125000000,6.84,149.0,5.0,6.4,6.6,315,6.6,6.6498637
312,125000000,6.4,130.0,4.0,6.41,7.3,316,7.3,6.4357643
313,125000000,5.63,101.0,8.0,6.27,5.8,317,5.8,5.83014
314,125000000,7.06,129.0,12.0,6.94,7.4,318,7.4,7.0524426
315,125000000,6.17,124.0,5.0,6.39,6.5,319,6.5,6.28725
316,125000000,6.78,97.0,3.0,6.26,6.3,320,6.3,6.277235
317,125000000,6.31,106.0,4.0,6.04,5.8,321,5.8,5.8941016
318,125000000,6.17,92.0,11.0,6.17,6.4,322,6.4,6.0102324
319,125000000,6.82,123.0,5.0,6.5,6.4,323,6.4,6.645691
320,125000000,6.95,124.0,6.0,6.82,7.0,324,7.0,6.9316683
321,125000000,6.63,135.0,8.0,6.97,6.6,325,6.6,6.960081
322,125000000,6.33,125.0,6.0,6.38,3.8,326,3.8,6.3822737
323,125000000,6.28,102.0,7.0,6.28,5.8,327,5.8,6.1514654
324,125000000,7.32,100.0,2.0,6.74,6.7,328,6.7,6.925978
325,125000000,6.93,113.0,6.0,6.54,7.5,329,7.5,6.686128
326,125000000,6.45,130.0,3.0,6.37,6.0,330,6.0,6.402068
327,125000000,5.6,115.0,12.0,5.62,5.6,331,5.6,5.3289475
328,125000000,6.55,104.0,1.0,6.18,5.7,332,5.7,6.0832214
329,125000000,6.62,102.0,8.0,6.66,6.6,333,6.6,6.63763
330,123000000,6.84,104.0,11.0,6.11,6.3,335,6.3,6.2977786
331,120000000,6.83,130.0,6.0,6.75,6.5,337,6.5,6.8592296
332,120000000,7.33,123.0,7.0,6.92,6.6,338,6.6,7.1311026
333,120000000,6.66,116.0,2.0,6.08,6.3,339,6.3,6.141488
334,120000000,6.17,92.0,6.0,5.92,5.6,340,5.6,5.6837897
335,120000000,6.94,127.0,11.0,7.68,7.9,341,7.9,7.5676956
336,120000000,5.8,110.0,2.0,5.5,5.3,342,5.3,4.9748683
337,120000000,5.5,107.0,4.0,6.09,6.1,343,6.1,5.5599346
338,120000000,6.01,106.0,6.0,5.4,4.9,344,4.9,5.0903215
339,120000000,7.1,109.0,8.0,7.1,6.6,345,6.6,7.149305
340,120000000,7.43,124.0,4.0,6.8,7.0,346,7.0,7.0865955
341,120000000,6.1,124.0,3.0,5.98,5.9,347,5.9,5.826048
342,120000000,6.1,127.0,8.0,5.95,6.1,348,6.1,5.909527
343,120000000,6.59,77.0,7.0,5.9,5.5,349,5.5,5.811027
344,120000000,6.93,102.0,7.0,6.54,7.6,350,7.6,6.656747
345,120000000,6.62,119.0,6.0,6.6,6.6,351,6.6,6.64794
346,120000000,3.8,90.0,5.0,4.74,3.8,352,3.8,3.307963
347,120000000,6.88,135.0,5.0,6.65,6.1,353,6.1,6.817337
348,120000000,6.41,136.0,7.0,6.8,6.8,354,6.8,6.769597
349,120000000,7.25,121.0,11.0,6.9,6.9,355,6.9,7.071852
350,120000000,6.78,132.0,12.0,5.68,6.2,356,6.2,6.027775
351,117000000,7.21,109.0,6.0,6.3,6.3,357,6.3,6.5918093
352,116000000,6.66,112.0,10.0,6.23,6.6,358,6.6,6.3574214
353,115000000,8.02,92.0,11.0,7.94,8.1,359,8.1,8.033321
354,115000000,7.21,126.0,7.0,6.78,6.7,360,6.7,6.998447
355,115000000,6.63,108.0,2.0,5.75,6.0,361,6.0,5.7737164
356,115000000,6.1,114.0,4.0,5.83,6.1,362,6.1,5.658943
357,115000000,6.65,134.0,6.0,6.1,6.1,363,6.1,6.3191853
358,115000000,6.88,125.0,3.0,7.03,6.5,364,6.5,7.085433
359,112000000,6.02,85.0,12.0,5.73,4.9,365,4.9,5.525092
360,111000000,6.79,108.0,12.0,6.67,6.7,366,6.7,6.7169294
361,110000000,7.1,119.0,5.0,7.11,7.6,367,7.6,7.2004614
362,110000000,7.8,91.0,10.0,7.73,7.7,368,7.7,7.8076763
363,110000000,6.15,108.0,12.0,6.01,6.5,369,6.5,5.999158
364,110000000,5.9,97.0,10.0,6.03,5.9,370,5.9,5.7946153
365,110000000,5.5,114.0,5.0,5.72,6.1,371,6.1,5.2349625
366,110000000,4.89,103.0,7.0,5.38,5.4,372,5.4,4.398881
367,110000000,6.93,128.0,6.0,6.94,7.1,373,7.1,7.0373626
368,110000000,6.44,119.0,3.0,6.37,6.2,374,6.2,6.385764
369,110000000,6.61,125.0,12.0,6.91,6.5,375,6.5,6.881978
