,ProductionBudget,Director_Avg_Rating,OMDB_Runtime,ReleaseMonth,Writer_Avg_Rating,OMDB_imdbRating,orig_index,actual,predictions
1310,47000000,7.02,132.0,10.0,6.5,6.5,1328,6.5,6.7872877
1311,47000000,4.77,87.0,1.0,4.95,4.5,1329,4.5,4.4707055
1312,47000000,5.77,81.0,6.0,5.43,4.7,1330,4.7,5.1504784
1313,47000000,7.03,108.0,2.0,6.43,5.8,1331,5.8,6.690428
1314,46500000,7.59,161.0,1.0,7.4,7.2,1332,7.2,7.754305
1315,46500000,7.7,141.0,9.0,7.7,7.7,1333,7.7,7.9377584
1316,46000000,6.3,105.0,6.0,6.51,6.3,1334,6.3,6.4942856
1317,46000000,5.55,102.0,7.0,5.9,5.7,1335,5.7,5.671027
1318,46000000,5.87,111.0,11.0,7.09,7.6,1336,7.6,6.788505
1319,46000000,6.8,85.0,11.0,6.6,6.8,1337,6.8,6.6631145
1320,46000000,8.19,118.0,5.0,7.1,7.2,1338,7.2,7.6045322
1321,46000000,7.9,153.0,9.0,7.25,8.1,1339,8.1,7.6997538
1322,46000000,7.16,116.0,7.0,6.95,6.6,1340,6.6,7.1383905
1323,46000000,6.3,93.0,8.0,6.3,6.3,1341,6.3,6.2921786
1324,46000000,2.8,140.0,9.0,2.8,2.8,1342,2.8,2.9387918
1325,45000000,6.48,86.0,3.0,6.55,6.9,1343,6.9,6.513848
1326,45000000,7.44,95.0,11.0,7.49,7.2,1344,7.2,7.5684323
1327,45000000,6.18,92.0,10.0,6.58,6.2,1345,6.2,6.4642925
1328,45000000,4.95,91.0,5.0,5.31,5.0,1346,5.0,4.7437477
1329,45000000,5.34,84.0,10.0,5.32,5.5,1347,5.5,4.8812547
1330,45000000,5.83,109.0,12.0,6.15,6.3,1348,6.3,6.0648537
1331,45000000,5.8,93.0,12.0,6.27,5.8,1349,5.8,6.102561
1332,45000000,5.2,93.0,7.0,5.96,5.8,1350,5.8,5.5087533
1333,45000000,6.4,141.0,12.0,6.65,6.6,1351,6.6,6.712299
1334,45000000,6.06,113.0,8.0,5.46,5.8,1352,5.8,5.5758324
1335,45000000,6.84,97.0,1.0,6.27,7.4,1353,7.4,6.453033
1336,45000000,6.33,119.0,7.0,6.57,6.7,1354,6.7,6.586961
1337,45000000,6.45,103.0,11.0,6.38,7.1,1355,7.1,6.430338
1338,45000000,6.72,117.0,6.0,6.93,6.8,1356,6.8,6.9836626
1339,45000000,5.96,101.0,5.0,5.55,5.5,1357,5.5,5.490516
1340,45000000,6.78,122.0,10.0,6.59,7.7,1358,7.7,6.75011
1341,45000000,6.78,112.0,10.0,6.5,6.5,1359,6.5,6.6565495
1342,45000000,6.24,102.0,12.0,7.0,7.4,1360,7.4,6.818311
1343,45000000,5.54,83.0,7.0,5.16,5.3,1361,5.3,4.897143
1344,45000000,6.45,120.0,8.0,6.77,7.1,1362,7.1,6.7759132
1345,45000000,6.7,136.0,1.0,6.45,7.3,1363,7.3,6.6836042
1346,45000000,6.33,110.0,3.0,5.4,5.5,1364,5.5,5.5387917
1347,45000000,6.82,98.0,4.0,6.5,6.5,1365,6.5,6.6443424
1348,45000000,5.25,89.0,4.0,5.91,4.9,1366,4.9,5.360606
1349,45000000,6.93,106.0,1.0,6.38,6.7,1367,6.7,6.6054125
1350,45000000,7.03,109.0,11.0,7.0,7.2,1368,7.2,7.10252
1351,45000000,5.1,100.0,8.0,5.97,5.7,1369,5.7,5.526389
1352,45000000,7.57,135.0,11.0,7.05,7.6,1370,7.6,7.387783
1353,45000000,6.38,113.0,8.0,5.91,5.8,1371,5.8,6.0824904
1354,45000000,5.25,110.0,10.0,5.6,5.6,1372,5.6,5.330533
1355,45000000,6.1,105.0,12.0,6.23,5.9,1373,5.9,6.203944
1356,45000000,5.68,135.0,8.0,6.06,6.4,1374,6.4,6.024917
1357,45000000,7.12,96.0,10.0,6.93,6.7,1375,6.7,7.0490704
1358,45000000,7.07,109.0,4.0,6.64,6.7,1376,6.7,6.868437
1359,45000000,6.08,94.0,9.0,5.89,6.2,1377,6.2,5.893782
1360,45000000,6.55,103.0,6.0,6.02,6.4,1378,6.4,6.1888704
1361,45000000,5.5,93.0,12.0,4.4,4.4,1379,4.4,4.3800907
1362,45000000,7.0,131.0,7.0,6.4,6.4,1380,6.4,6.71419
1363,45000000,6.71,111.0,9.0,6.5,6.5,1381,6.5,6.6337543
1364,45000000,5.88,117.0,5.0,6.52,6.5,1382,6.5,6.3889537
1365,45000000,5.8,139.0,6.0,5.9,5.9,1383,5.9,5.947478
1366,45000000,6.58,93.0,6.0,6.36,6.2,1384,6.2,6.4353743
1367,45000000,6.08,112.0,1.0,6.4,6.5,1385,6.5,6.3328414
1368,45000000,6.69,102.0,3.0,6.62,6.6,1386,6.6,6.7028856
1369,45000000,6.59,96.0,7.0,6.4,6.0,1387,6.0,6.485443
1370,45000000,5.4,93.0,3.0,6.7,5.4,1388,5.4,6.260733
1371,45000000,5.82,94.0,9.0,6.59,6.5,1389,6.5,6.3569946
1372,45000000,6.48,152.0,11.0,6.59,7.3,1390,7.3,6.726052
1373,45000000,5.95,88.0,7.0,5.88,5.8,1391,5.8,5.7777348
1374,45000000,6.2,87.0,7.0,6.83,6.2,1392,6.2,6.65405
1375,45000000,7.9,155.0,10.0,7.45,8.0,1393,8.0,7.8522367
1376,45000000,5.0,86.0,7.0,6.03,5.4,1394,5.4,5.428239
1377,45000000,6.63,133.0,10.0,6.76,7.3,1395,7.3,6.856228
1378,45000000,7.51,119.0,1.0,6.96,7.3,1396,7.3,7.2896056
1379,45000000,5.65,90.0,8.0,5.77,5.5,1397,5.5,5.549536
1380,45000000,7.11,131.0,12.0,7.24,7.5,1398,7.5,7.3632483
1381,45000000,5.4,91.0,10.0,6.23,5.4,1399,5.4,5.910247
1382,45000000,6.4,87.0,5.0,5.48,5.1,1400,5.1,5.564693
1383,45000000,6.52,117.0,7.0,6.16,6.1,1401,6.1,6.3383517
1384,45000000,7.45,124.0,1.0,6.8,6.8,1402,6.8,7.163164
1385,45000000,6.0,98.0,7.0,6.08,5.7,1403,5.7,6.022438
1386,45000000,5.76,100.0,6.0,5.99,5.0,1404,5.0,5.837764
1387,45000000,5.31,86.0,7.0,5.47,5.1,1405,5.1,4.9809527
1388,45000000,7.05,128.0,3.0,6.98,7.2,1406,7.2,7.169013
1389,45000000,6.9,116.0,12.0,6.7,5.8,1407,5.8,6.850274
1390,45000000,5.3,99.0,9.0,5.44,5.3,1408,5.3,5.0583377
1391,45000000,7.0,192.0,1.0,6.71,7.1,1409,7.1,7.124878
1392,45000000,6.15,118.0,8.0,6.44,6.1,1410,6.1,6.424171
1393,45000000,6.85,95.0,9.0,6.73,7.1,1411,7.1,6.810236
1394,45000000,6.1,119.0,10.0,6.63,6.1,1412,6.1,6.5460043
1395,45000000,6.39,106.0,1.0,6.36,6.1,1413,6.1,6.3926697
1396,45000000,7.27,116.0,12.0,7.08,6.2,1414,6.2,7.2574234
1397,45000000,5.7,109.0,3.0,5.93,5.7,1415,5.7,5.7402277
1398,45000000,4.7,99.0,10.0,5.95,4.7,1416,4.7,5.339622
1399,45000000,6.5,101.0,10.0,6.48,6.3,1417,6.3,6.5195856
1400,45000000,6.71,160.0,9.0,6.1,6.1,1418,6.1,6.4634247
1401,45000000,6.47,85.0,4.0,6.3,6.4,1419,6.4,6.311292
1402,45000000,6.9,139.0,11.0,6.65,6.4,1420,6.4,6.8764267
1403,45000000,6.25,103.0,1.0,5.37,4.9,1421,4.9,5.3648
1404,45000000,1.3,91.0,2.0,2.07,1.3,1422,1.3,1.8098172
1405,45000000,6.84,116.0,11.0,6.71,6.7,1423,6.7,6.840908
1406,44500000,7.3,120.0,10.0,7.43,7.7,1424,7.7,7.5462103
1407,44000000,6.56,130.0,8.0,6.89,7.8,1425,7.8,6.929291
1408,44000000,6.25,96.0,5.0,6.71,6.5,1426,6.5,6.6019573
1409,44000000,6.49,147.0,10.0,7.22,7.5,1427,7.5,7.1911798
1410,44000000,6.38,99.0,7.0,6.58,6.4,1428,6.4,6.5593286
1411,44000000,6.5,118.0,2.0,6.26,5.7,1429,5.7,6.400627
1412,44000000,6.55,112.0,12.0,6.58,6.5,1430,6.5,6.634465
1413,44000000,6.7,219.0,4.0,6.7,6.7,1431,6.7,7.0800505
1414,43000000,6.4,117.0,6.0,5.8,6.6,1432,6.6,6.0107408
1415,43000000,7.16,136.0,1.0,7.02,7.3,1433,7.3,7.264352
1416,43000000,5.35,103.0,4.0,6.53,6.1,1434,6.1,6.1491094
1417,43000000,5.3,84.0,4.0,5.2,5.2,1435,5.2,4.857467
1418,43000000,6.3,115.0,11.0,6.38,6.1,1436,6.1,6.4135976
1419,43000000,7.45,116.0,10.0,7.51,7.0,1437,7.0,7.6466074
1420,43000000,7.0,108.0,1.0,6.98,7.4,1438,7.4,7.1076784
1421,42500000,5.99,93.0,1.0,6.36,6.5,1439,6.5,6.190577
1422,42000000,6.6,154.0,6.0,6.73,6.8,1440,6.8,6.893855
1423,42000000,7.2,109.0,3.0,7.0,7.2,1441,7.2,7.1863556
1424,42000000,6.82,124.0,5.0,7.05,7.2,1442,7.2,7.130559
1425,42000000,7.5,135.0,12.0,7.64,7.8,1443,7.8,7.8049335
1426,42000000,6.9,84.0,6.0,6.89,7.1,1444,7.1,6.9293423
1427,42000000,6.25,90.0,1.0,6.17,6.0,1445,6.0,6.118614
1428,42000000,5.85,117.0,7.0,5.3,5.6,1446,5.6,5.3256474
1429,42000000,6.52,81.0,7.0,6.44,5.9,1447,5.9,6.4420705
1430,42000000,6.39,90.0,5.0,5.8,4.7,1448,4.7,5.901338
1431,42000000,5.88,105.0,10.0,5.83,6.4,1449,6.4,5.81938
1432,42000000,6.6,115.0,4.0,6.27,6.4,1450,6.4,6.4445024
1433,42000000,6.67,126.0,11.0,6.64,6.6,1451,6.6,6.7607355
1434,42000000,6.8,119.0,1.0,6.18,6.4,1453,6.4,6.4481087
1435,42000000,6.56,133.0,7.0,6.56,6.6,1454,6.6,6.695173
1436,42000000,4.95,90.0,12.0,6.14,3.9,1455,3.9,5.650867
1437,42000000,5.65,91.0,1.0,5.3,5.3,1456,5.3,5.096022
1438,42000000,5.5,120.0,3.0,5.5,6.1,1457,6.1,5.237688
1439,42000000,7.33,122.0,9.0,7.52,7.6,1458,7.6,7.6338596
1440,42000000,4.1,104.0,5.0,5.25,4.1,1459,4.1,4.357869
1441,42000000,7.1,120.0,8.0,7.7,7.9,1460,7.9,7.689807
1442,42000000,6.6,102.0,1.0,6.6,6.6,1461,6.6,6.649748
1443,42000000,6.2,100.0,12.0,6.2,6.2,1462,6.2,6.2040567
1444,42000000,4.5,108.0,4.0,4.5,4.5,1463,4.5,4.088941
1445,42000000,6.77,105.0,6.0,7.05,7.1,1464,7.1,7.0609055
1446,41000000,6.71,110.0,11.0,7.52,7.2,1465,7.2,7.390744
1447,41000000,7.3,121.0,5.0,6.25,7.3,1466,7.3,6.684984
1448,41000000,6.73,132.0,5.0,6.71,6.9,1467,6.9,6.868253
1449,41000000,5.2,88.0,8.0,5.2,5.2,1468,5.2,4.795348
1450,41000000,6.64,100.0,10.0,6.25,6.2,1469,6.2,6.3947864
1451,40500000,6.3,98.0,1.0,5.66,5.2,1470,5.2,5.6900806
1452,40000000,6.17,107.0,8.0,6.17,8.2,1471,8.2,6.1976347
1453,40000000,6.7,119.0,7.0,7.0,7.0,1472,7.0,7.035531
1454,40000000,7.3,126.0,6.0,6.69,7.3,1473,7.3,7.0247855
1455,40000000,5.65,125.0,2.0,5.3,4.2,1474,4.2,5.099343
1456,40000000,7.3,130.0,11.0,7.3,7.9,1475,7.9,7.475813
1457,40000000,6.1,108.0,6.0,6.67,6.7,1476,6.7,6.563491
1458,40000000,6.64,138.0,12.0,6.97,7.2,1477,7.2,7.027516
1459,40000000,6.15,98.0,12.0,5.75,5.9,1478,5.9,5.8392954
1460,40000000,6.86,89.0,7.0,6.47,6.4,1479,6.4,6.613668
1461,40000000,6.73,121.0,1.0,7.3,7.5,1480,7.5,7.2937174
1462,40000000,7.27,108.0,11.0,7.6,7.8,1481,7.8,7.6323338
1463,40000000,7.18,105.0,9.0,6.73,6.5,1482,6.5,6.950286
1464,40000000,6.33,149.0,7.0,6.5,7.5,1483,7.5,6.617479
1465,40000000,7.02,128.0,7.0,6.96,7.3,1484,7.3,7.135684
1466,40000000,7.9,120.0,10.0,7.3,7.8,1485,7.8,7.652177
1467,40000000,5.63,123.0,8.0,6.69,7.0,1486,7.0,6.455336
1468,40000000,6.2,129.0,2.0,6.21,6.4,1487,6.4,6.294983
1469,40000000,6.17,102.0,1.0,5.89,5.9,1488,5.9,5.875295
1470,40000000,5.34,83.0,4.0,5.87,5.1,1489,5.1,5.3423543
1471,40000000,4.95,100.0,3.0,6.08,6.0,1490,6.0,5.455468
1472,40000000,6.23,116.0,2.0,6.18,5.6,1491,5.6,6.2359285
1473,40000000,7.27,118.0,5.0,7.6,7.4,1492,7.4,7.677265
1474,40000000,7.0,128.0,10.0,7.35,7.3,1493,7.3,7.4112873
1475,40000000,6.24,109.0,11.0,6.23,5.6,1494,5.6,6.2681575
1476,40000000,7.05,109.0,4.0,6.0,6.0,1495,6.0,6.3742995
1477,40000000,6.38,128.0,11.0,6.74,7.4,1496,7.4,6.745933
1478,40000000,6.55,120.0,2.0,7.3,7.3,1497,7.3,7.228122
1479,40000000,7.33,139.0,12.0,6.86,7.4,1498,7.4,7.1773562
1480,40000000,6.72,121.0,9.0,6.68,7.1,1499,7.1,6.801968
1481,40000000,6.89,112.0,9.0,7.28,7.7,1500,7.7,7.2834473
1482,40000000,6.75,152.0,10.0,7.7,7.7,1501,7.7,7.6528816
1483,40000000,6.99,124.0,4.0,5.98,8.0,1502,8.0,6.3896546
1484,40000000,7.49,142.0,10.0,7.38,7.6,1503,7.6,7.633444
1485,40000000,6.85,90.0,2.0,6.1,6.6,1504,6.6,6.3059664
1486,40000000,6.25,105.0,3.0,5.93,7.0,1505,7.0,6.0088634
1487,40000000,6.24,114.0,11.0,5.84,6.0,1506,6.0,5.989709
1488,40000000,7.0,189.0,12.0,7.68,8.0,1507,8.0,7.81205
1489,40000000,4.94,99.0,1.0,5.13,4.8,1508,4.8,4.699959
1490,40000000,6.26,121.0,8.0,6.58,6.4,1509,6.4,6.5773425
1491,40000000,5.89,105.0,9.0,5.62,6.1,1510,6.1,5.6401014
1492,40000000,7.85,139.0,11.0,7.55,8.1,1511,8.1,7.869269
1493,40000000,6.84,123.0,3.0,6.25,6.1,1512,6.1,6.5427527
1494,40000000,5.82,82.0,8.0,6.12,5.1,1513,5.1,5.941619
1495,40000000,5.75,112.0,6.0,5.69,6.3,1514,6.3,5.6196146
1496,40000000,6.38,102.0,4.0,6.0,6.4,1515,6.4,6.1053123
1497,40000000,6.41,113.0,2.0,6.71,6.8,1516,6.8,6.7133574
1498,40000000,6.4,109.0,6.0,6.2,6.3,1517,6.3,6.3046446
1499,40000000,5.65,98.0,11.0,5.4,5.8,1518,5.8,5.303327
1500,40000000,5.75,106.0,11.0,6.31,6.4,1519,6.4,6.157142
1501,40000000,6.63,118.0,3.0,6.82,7.3,1520,7.3,6.8874884
1502,40000000,7.7,136.0,7.0,7.7,7.7,1521,7.7,7.9360933
1503,40000000,7.0,105.0,8.0,7.0,7.0,1522,7.0,7.0954037
1504,40000000,5.85,89.0,2.0,5.76,5.8,1523,5.8,5.5128074
1505,40000000,6.43,110.0,7.0,6.21,6.2,1524,6.2,6.3310003
1506,40000000,5.2,96.0,8.0,5.15,5.2,1525,5.2,4.7686543
1507,40000000,6.3,108.0,11.0,6.43,6.3,1526,6.3,6.4350142
1508,40000000,6.72,131.0,1.0,6.93,7.7,1527,7.7,7.0400314
1509,40000000,8.19,130.0,10.0,8.43,8.5,1528,8.5,8.619733
1510,40000000,6.8,99.0,6.0,6.78,6.8,1529,6.8,6.854869
1511,40000000,6.4,107.0,7.0,6.26,6.4,1530,6.4,6.349289
1512,40000000,6.77,105.0,8.0,6.81,6.6,1531,6.6,6.8768654
1513,40000000,6.56,130.0,7.0,6.56,6.7,1532,6.7,6.6889067
1514,40000000,7.85,139.0,12.0,7.5,7.8,1533,7.8,7.8287764
1515,40000000,5.83,104.0,2.0,5.86,6.5,1534,6.5,5.705903
1516,40000000,6.45,116.0,6.0,6.11,6.0,1535,6.0,6.2759376
1517,40000000,6.42,96.0,3.0,6.64,6.5,1536,6.5,6.6048603
1518,40000000,6.67,104.0,8.0,6.05,6.5,1537,6.5,6.272768
1519,40000000,7.11,134.0,6.0,6.8,6.8,1538,6.8,7.0648613
1520,40000000,5.8,101.0,5.0,5.95,5.8,1539,5.8,5.820976
1521,40000000,6.38,135.0,11.0,6.98,7.2,1540,7.2,6.9437594
1522,40000000,6.65,106.0,2.0,5.97,6.0,1541,6.0,6.186162
1523,40000000,7.49,155.0,12.0,7.37,7.3,1542,7.3,7.653901
1524,40000000,6.43,116.0,5.0,6.43,6.1,1543,6.1,6.5179214
1525,40000000,5.85,92.0,8.0,6.15,5.9,1544,5.9,6.0119076
1526,40000000,6.24,104.0,4.0,6.5,6.2,1546,6.2,6.459927
1527,40000000,4.55,94.0,12.0,6.05,4.6,1547,4.6,5.3905964
1528,40000000,6.31,94.0,7.0,5.87,5.1,1549,5.1,5.9595456
1529,40000000,6.23,111.0,4.0,6.31,6.2,1550,6.2,6.329644
1530,40000000,5.6,103.0,8.0,6.08,5.6,1551,5.6,5.903986
1531,40000000,6.8,104.0,3.0,7.03,6.9,1552,6.9,7.064247
1532,40000000,6.1,95.0,12.0,6.3,5.8,1553,5.8,6.234047
1533,40000000,6.18,108.0,8.0,6.58,6.4,1554,6.4,6.5165863
1534,40000000,6.33,123.0,2.0,7.07,6.6,1555,6.6,6.990884
1535,40000000,6.41,104.0,1.0,6.23,6.3,1556,6.3,6.2949452
1536,40000000,4.8,94.0,2.0,5.72,4.8,1557,4.8,4.9861627
1537,40000000,7.0,140.0,3.0,7.12,7.2,1558,7.2,7.2926226
1538,40000000,5.9,102.0,8.0,5.9,5.9,1559,5.9,5.8662977
1539,40000000,6.0,117.0,8.0,6.28,6.0,1560,6.0,6.256077
1540,40000000,6.62,123.0,10.0,7.04,7.2,1561,7.2,7.040013
1541,40000000,5.7,110.0,4.0,6.19,5.7,1562,5.7,6.037293
1542,40000000,5.38,110.0,3.0,6.13,5.7,1563,5.7,5.7990637
1543,40000000,6.73,133.0,1.0,6.95,7.3,1564,7.3,7.0635643
1544,40000000,6.08,108.0,7.0,6.29,6.0,1565,6.0,6.2601233
1545,40000000,6.18,104.0,11.0,6.58,6.1,1566,6.1,6.4967475
1546,40000000,6.82,107.0,11.0,6.2,6.5,1567,6.5,6.4333496
1547,40000000,6.4,117.0,11.0,6.63,5.4,1568,5.4,6.6414433
1548,40000000,6.39,125.0,5.0,6.82,6.8,1569,6.8,6.819848
1549,40000000,5.05,117.0,8.0,5.7,5.7,1570,5.7,5.3452954
1550,40000000,6.19,113.0,12.0,6.55,6.4,1571,6.4,6.4981785
1551,40000000,5.95,107.0,8.0,5.5,5.1,1572,5.1,5.5435915
1552,40000000,6.72,135.0,11.0,7.17,6.8,1573,6.8,7.1988783
1553,40000000,5.48,90.0,4.0,5.68,5.5,1574,5.5,5.251634
1554,40000000,5.85,91.0,8.0,5.73,5.5,1575,5.5,5.6321225
1555,40000000,5.17,96.0,8.0,5.18,4.5,1576,4.5,4.773608
1556,40000000,7.06,119.0,5.0,6.79,7.1,1577,7.1,7.0044594
1557,40000000,5.28,104.0,9.0,5.8,4.7,1578,4.7,5.506693
1558,40000000,5.86,107.0,1.0,5.89,5.5,1579,5.5,5.7476773
1559,40000000,6.67,115.0,2.0,7.06,6.7,1580,6.7,7.075455
1560,40000000,5.6,88.0,6.0,5.9,5.6,1581,5.6,5.619396
1561,40000000,6.7,119.0,2.0,6.57,6.7,1582,6.7,6.728718
1562,40000000,6.0,99.0,4.0,5.63,5.6,1583,5.6,5.575456
1563,40000000,5.98,95.0,1.0,5.97,5.4,1584,5.4,5.8205185
1564,40000000,7.02,128.0,6.0,6.2,6.2,1585,6.2,6.570578
1565,40000000,5.7,86.0,5.0,6.06,6.2,1586,6.2,5.796775
1566,40000000,5.95,108.0,9.0,6.18,6.1,1587,6.1,6.1328797
1567,40000000,6.52,128.0,1.0,6.45,6.0,1588,6.0,6.595457
1568,40000000,5.7,98.0,8.0,5.82,5.7,1589,5.7,5.6842546
1569,40000000,4.85,84.0,1.0,5.6,4.1,1590,4.1,4.950488
1570,40000000,7.59,87.0,11.0,7.38,7.9,1591,7.9,7.5190945
1571,40000000,6.6,91.0,8.0,5.5,5.5,1592,5.5,5.763583
1572,40000000,6.93,128.0,9.0,5.02,5.0,1593,5.0,5.6362867
1573,40000000,6.28,111.0,2.0,6.8,6.2,1594,6.2,6.7306294
1574,40000000,6.2,107.0,2.0,6.42,6.5,1595,6.5,6.3844004
1575,40000000,7.0,114.0,1.0,7.5,7.5,1596,7.5,7.5146437
1576,40000000,5.58,91.0,3.0,5.59,5.8,1597,5.8,5.2384124
1577,40000000,7.41,133.0,12.0,7.41,7.1,1598,7.1,7.5994062
1578,40000000,7.22,143.0,8.0,7.18,7.3,1599,7.3,7.4029737
1579,40000000,6.8,123.0,10.0,6.8,6.5,1600,6.5,6.920434
1580,40000000,6.6,121.0,10.0,6.42,6.6,1601,6.6,6.5645633
1581,40000000,4.93,102.0,10.0,6.05,5.1,1602,5.1,5.586168
1582,40000000,6.0,101.0,4.0,6.3,5.9,1603,5.9,6.2024083
1583,40000000,6.8,105.0,10.0,5.75,5.9,1604,5.9,6.0881104
1584,40000000,6.14,103.0,4.0,6.02,5.7,1605,5.7,6.037332
1585,40000000,4.6,107.0,5.0,5.57,4.6,1606,4.6,4.778164
1586,40000000,6.79,99.0,2.0,5.92,6.0,1607,6.0,6.17252
1587,40000000,6.71,111.0,10.0,6.04,5.8,1608,5.8,6.290764
1588,40000000,6.06,109.0,10.0,6.2,5.8,1609,5.8,6.1889806
1589,40000000,5.57,91.0,5.0,5.39,4.9,1610,4.9,5.0986104
1590,40000000,6.3,106.0,3.0,6.28,6.3,1611,6.3,6.3096137
1591,40000000,6.2,103.0,11.0,6.2,6.2,1612,6.2,6.2166634
1592,40000000,4.47,101.0,8.0,3.4,3.4,1614,3.4,3.4082122
1593,40000000,5.75,100.0,11.0,6.25,6.4,1615,6.4,6.0952473
1594,40000000,6.62,115.0,3.0,5.8,5.8,1616,5.8,6.0755277
1595,40000000,6.45,108.0,9.0,6.7,6.7,1617,6.7,6.692981
1596,40000000,6.45,89.0,9.0,5.67,5.9,1618,5.9,5.841242
1597,40000000,5.96,106.0,8.0,6.2,5.6,1619,5.6,6.14147
1598,40000000,5.25,115.0,8.0,5.25,5.1,1620,5.1,4.9051905
1599,40000000,8.1,159.0,7.0,8.1,8.0,1621,8.0,8.4285965
1600,40000000,5.58,103.0,3.0,4.83,5.1,1622,5.1,4.778133
1601,40000000,6.62,95.0,1.0,6.55,6.1,1623,6.1,6.5946517
1602,40000000,6.6,110.0,11.0,5.91,5.9,1624,5.9,6.1512523
1603,40000000,6.95,149.0,9.0,6.34,6.4,1625,6.4,6.6978116
1604,40000000,5.05,93.0,11.0,4.67,4.4,1626,4.4,4.3953676
1605,40000000,5.7,88.0,4.0,5.88,5.7,1627,5.7,5.6111217
1606,40000000,7.1,126.0,7.0,7.1,7.1,1628,7.1,7.2617044
1607,40000000,7.31,107.0,7.0,7.14,7.2,1629,7.2,7.311528
1608,40000000,7.28,111.0,3.0,7.18,7.2,1630,7.2,7.354406
1609,40000000,6.94,113.0,11.0,6.2,6.2,1631,6.2,6.4890175
1610,40000000,7.05,121.0,7.0,6.37,6.0,1632,6.0,6.6861553
1611,40000000,4.3,94.0,12.0,4.3,4.3,1633,4.3,3.8429976
1612,40000000,6.53,101.0,9.0,6.67,6.8,1634,6.8,6.6787643
1613,40000000,6.65,148.0,12.0,7.3,7.3,1635,7.3,7.3038383
1614,40000000,5.7,93.0,11.0,6.19,5.7,1636,5.7,6.00439
1615,40000000,6.8,96.0,11.0,6.8,6.8,1637,6.8,6.846391
1616,40000000,6.1,104.0,8.0,6.14,6.1,1638,6.1,6.137578
1617,40000000,6.4,117.0,7.0,6.4,6.4,1639,6.4,6.4819226
1618,40000000,5.03,128.0,10.0,5.3,5.3,1640,5.3,4.998911
1619,40000000,6.3,88.0,7.0,6.3,6.3,1641,6.3,6.2773876
1620,40000000,8.2,96.0,11.0,8.1,8.2,1642,8.2,8.2839
1621,40000000,5.62,101.0,8.0,5.17,4.6,1643,4.6,4.9584417
1622,40000000,6.81,100.0,5.0,6.06,5.7,1644,5.7,6.3066673
1623,40000000,7.18,142.0,3.0,6.6,6.6,1645,6.6,6.9689555
1624,40000000,7.28,99.0,2.0,6.69,6.0,1646,6.0,6.9596405
1625,40000000,6.1,103.0,9.0,6.15,6.0,1648,6.0,6.145912
1626,39000000,6.44,107.0,8.0,6.78,7.1,1649,7.1,6.7507586
1627,39000000,5.9,125.0,6.0,5.48,5.0,1650,5.0,5.5625844
1628,39000000,5.63,102.0,2.0,6.05,5.6,1651,5.6,5.7853007
1629,39000000,6.93,87.0,10.0,6.9,6.9,1652,6.9,6.94466
1630,39000000,6.7,93.0,3.0,5.95,5.8,1653,5.8,6.147414
1631,39000000,7.78,119.0,9.0,7.22,7.8,1654,7.8,7.55375
1632,39000000,6.6,86.0,9.0,6.6,6.6,1655,6.6,6.611108
1633,39000000,5.3,111.0,2.0,5.52,5.3,1656,5.3,5.079955
1634,38000000,5.58,106.0,6.0,6.68,6.8,1657,6.8,6.380053
1635,38000000,6.33,108.0,9.0,6.25,6.2,1658,6.2,6.318248
1636,38000000,5.96,96.0,7.0,6.39,6.4,1659,6.4,6.255849
1637,38000000,6.6,118.0,11.0,6.76,6.6,1660,6.6,6.8093896
1638,38000000,6.3,89.0,6.0,6.18,6.2,1661,6.2,6.183653
1639,38000000,5.77,94.0,4.0,5.15,4.4,1662,4.4,5.064094
1640,38000000,6.25,111.0,12.0,6.36,6.2,1663,6.2,6.3724384
1641,38000000,6.9,120.0,4.0,6.81,6.9,1664,6.9,6.9735584
1642,38000000,6.97,114.0,10.0,6.5,6.5,1665,6.5,6.730643
1643,38000000,6.37,146.0,1.0,7.6,7.6,1666,7.6,7.4655914
1644,38000000,6.62,119.0,9.0,6.6,6.4,1667,6.4,6.7052627
1645,38000000,6.2,123.0,3.0,6.43,6.2,1668,6.2,6.4552655
1646,38000000,6.58,115.0,5.0,6.53,5.7,1669,5.7,6.641556
1647,38000000,5.95,112.0,1.0,6.35,5.2,1670,5.2,6.253586
1648,38000000,6.6,111.0,2.0,6.1,6.1,1671,6.1,6.291563
1649,38000000,6.84,123.0,9.0,7.41,8.1,1672,8.1,7.3945293
1650,38000000,6.0,102.0,5.0,6.12,5.7,1673,5.7,6.068661
1651,38000000,6.0,98.0,12.0,5.6,5.5,1674,5.5,5.667343
1652,38000000,6.35,110.0,11.0,6.67,6.6,1675,6.6,6.637947
1653,38000000,5.53,94.0,10.0,6.0,5.6,1676,5.6,5.7929025
1654,38000000,7.05,133.0,3.0,6.58,6.7,1677,6.7,6.8887434
1655,38000000,7.43,134.0,10.0,7.18,7.6,1678,7.6,7.444559
1656,38000000,6.58,118.0,9.0,6.6,6.2,1679,6.2,6.689334
1657,38000000,6.79,109.0,6.0,8.2,8.2,1680,8.2,7.9410973
1658,38000000,6.14,105.0,9.0,6.0,6.3,1681,6.3,6.0502925
1659,38000000,7.33,118.0,12.0,7.07,6.8,1682,6.8,7.280808
1660,38000000,5.6,102.0,8.0,5.82,5.6,1683,5.6,5.6627874
1661,38000000,6.95,129.0,2.0,6.54,6.6,1684,6.6,6.818184
