Writer,Instances,Total_Box_Office,Total_Production_Budget,Total_Metascore,Total_IMDB_Rating,Average_Box_Office,Average_IMDB_Rating,Success_Metric
Chuck Palahniuk,2,39956667.0,68400000,114.0,15.200000000000001,19978333.5,7.6000000000000005,7.99956667
Robert Thom,1,36316032.0,65000000,43.0,6.4,36316032.0,6.4,7.12632064
Charles B. Griffith,2,75348033.0,95000000,124.0,13.5,37674016.5,6.75,7.50348033
William Prochnau,1,32598931.0,65000000,45.0,6.3,32598931.0,6.3,6.95197862
Thomas Hargrove,1,32598931.0,65000000,45.0,6.3,32598931.0,6.3,6.95197862
John Kamps,4,85521528.0,149000000,nan,25.3,21380382.0,6.325,6.75260764
Thomas Eidson,1,27011180.0,65000000,55.0,6.5,27011180.0,6.5,7.0402236
Osamu Tezuka,1,19551067.0,65000000,53.0,6.2,19551067.0,6.2,6.59102134
David Bowers,2,40289791.0,87000000,92.0,10.5,20144895.5,5.25,5.65289791
Kevin Grevioux,4,163718828.0,167000000,131.0,24.5,40929707.0,6.125,6.94359414
Mary Shelley,2,24850366.0,105000000,66.0,11.0,12425183.0,5.5,5.74850366
Bruce Willis,1,17218080.0,65000000,17.0,5.7,17218080.0,5.7,6.0443616
Robert Kraft,1,17218080.0,65000000,17.0,5.7,17218080.0,5.7,6.0443616
Adam Resnick,2,18407207.0,115000000,69.0,11.399999999999999,9203603.5,5.699999999999999,5.884072069999999
Charles Dickens,5,93253857.0,134600000,315.0,34.9,18650771.4,6.9799999999999995,7.353015427999999
Ping Chen,1,nan,65000000,nan,3.2,nan,3.2,nan
Ande Parks,1,nan,65000000,56.0,6.8,nan,6.8,nan
Anthony Russo,2,nan,77000000,117.0,13.1,nan,6.55,nan
Patrick Aison,1,nan,65000000,71.0,7.1,nan,7.1,nan
Dan Trachtenberg,1,nan,65000000,71.0,7.1,nan,7.1,nan
Keenen Ivory Wayans,5,189760002.0,119100000,nan,26.699999999999996,37952000.4,5.339999999999999,6.099040007999999
Shawn Wayans,7,525486739.0,238000000,244.0,34.400000000000006,75069534.14285715,4.9142857142857155,6.4156763971428585
Marlon Wayans,8,452525844.0,184500000,249.0,38.6,56565730.5,4.825,5.95631461
David Ronn,3,134793429.0,128000000,122.0,17.1,44931143.0,5.7,6.59862286
Warren Adler,1,31502583.0,64000000,38.0,5.3,31502583.0,5.3,5.93005166
Darryl Ponicsan,2,67358636.0,78000000,87.0,12.0,33679318.0,6.0,6.67358636
Kurt Luedtke,1,31502583.0,64000000,38.0,5.3,31502583.0,5.3,5.93005166
Andrew Birkin,2,16499610.0,113700000,110.0,13.9,8249805.0,6.95,7.1149961
Bernd Eichinger,1,2223293.0,63700000,56.0,7.5,2223293.0,7.5,7.54446586
Mike Myers,5,627192839.0,198000000,253.0,30.6,125438567.8,6.12,8.628771356
Stephen Schiff,2,50148323.0,103000000,90.0,12.5,25074161.5,6.25,6.75148323
Dan Gordon,3,77104823.0,116000000,nan,17.3,25701607.666666668,5.766666666666667,6.28069882
Donald E. Stewart,4,357371061.0,187000000,261.0,28.400000000000002,89342765.25,7.1000000000000005,8.886855305000001
Jonathan Mostow,3,158893475.0,104900000,166.0,19.1,52964491.666666664,6.366666666666667,7.425956500000001
Sam Montgomery,2,127281559.0,98000000,135.0,13.6,63640779.5,6.8,8.07281559
Graham Gordy,1,32235793.0,62000000,24.0,3.8,32235793.0,3.8,4.44471586
Richard Recco,1,15749959.0,62000000,21.0,5.9,15749959.0,5.9,6.21499918
Demian Lichtenstein,1,15749959.0,62000000,21.0,5.9,15749959.0,5.9,6.21499918
Kevin Bernhardt,3,20641373.0,74500000,98.0,18.400000000000002,6880457.666666667,6.133333333333334,6.270942486666667
Gillian Flynn,2,210169821.0,101000000,163.0,14.899999999999999,105084910.5,7.449999999999999,9.55169821
John Krasinski,3,355694520.0,93000000,208.0,21.299999999999997,118564840.0,7.099999999999999,9.4712968
Bryan Woods,3,380159526.0,123000000,193.0,20.1,126719842.0,6.7,9.23439684
Scott Beck,3,380159526.0,123000000,193.0,20.1,126719842.0,6.7,9.23439684
Craig Cox,1,118594548.0,61000000,64.0,6.3,118594548.0,6.3,8.671890959999999
Jeff Cox,1,118594548.0,61000000,64.0,6.3,118594548.0,6.3,8.671890959999999
Busy Philipps,1,118594548.0,61000000,64.0,6.3,118594548.0,6.3,8.671890959999999
T.S. Nowlin,4,245757643.0,158800000,183.0,24.6,61439410.75,6.15,7.378788215
James Dashner,2,139729635.0,122000000,93.0,12.5,69864817.5,6.25,7.6472963499999995
Blake Masters,1,75612460.0,61000000,55.0,6.7,75612460.0,6.7,8.2122492
Steven Grant,1,75612460.0,61000000,55.0,6.7,75612460.0,6.7,8.2122492
W. Bruce Cameron,3,129295337.0,102000000,136.0,21.3,43098445.666666664,7.1000000000000005,7.961968913333334
Cathryn Michon,3,129295337.0,102000000,136.0,21.3,43098445.666666664,7.1000000000000005,7.961968913333334
Mary Ruth Clarke,2,445505205.0,115000000,114.0,13.3,222752602.5,6.65,11.105052050000001
Jim Herzfeld,3,449861421.0,139000000,nan,17.3,149953807.0,5.766666666666667,8.765742806666667
Michael B. Gordon,1,210629101.0,60000000,52.0,7.6,210629101.0,7.6,11.81258202
Don Roos,2,179959039.0,95000000,105.0,12.8,89979519.5,6.4,8.199590390000001
John Grogan,1,143153751.0,60000000,53.0,7.0,143153751.0,7.0,9.86307502
Frank Darabont,4,235956742.0,103000000,250.0,31.6,58989185.5,7.9,9.079783710000001
Todd Komarnicki,2,nan,85000000,101.0,14.600000000000001,nan,7.300000000000001,nan
Chesley Sullenberger,1,125070033.0,60000000,74.0,7.4,125070033.0,7.4,9.90140066
Jeffrey Zaslow,1,125070033.0,60000000,74.0,7.4,125070033.0,7.4,9.90140066
William Blake Herron,2,188955953.0,88000000,129.0,14.6,94477976.5,7.3,9.18955953
Jon Favreau,3,119073265.0,65200000,156.0,19.0,39691088.333333336,6.333333333333333,7.1271550999999995
Vince Vaughn,3,272580984.0,170000000,110.0,17.6,90860328.0,5.866666666666667,7.683873226666667
Troy Kennedy Martin,2,149442491.0,120000000,123.0,13.6,74721245.5,6.8,8.29442491
Donna Powers,3,200160879.0,130000000,140.0,17.8,66720293.0,5.933333333333334,7.267739193333334
Wayne Powers,3,200160879.0,130000000,140.0,17.8,66720293.0,5.933333333333334,7.267739193333334
Geoff Rodkey,3,178655897.0,126000000,95.0,13.2,59551965.666666664,4.3999999999999995,5.591039313333333
Philip LaZebnik,2,242992961.0,115000000,122.0,13.9,121496480.5,6.95,9.37992961
Nicholas Meyer,2,151495180.0,90000000,nan,13.4,75747590.0,6.7,8.2149518
Marc Lawrence,5,308859314.0,243000000,204.0,29.3,61771862.8,5.86,7.095437256
Todd Alcott,1,90757863.0,60000000,72.0,6.5,90757863.0,6.5,8.31515726
Paul Weitz,4,157625867.0,143000000,226.0,24.3,39406466.75,6.075,6.863129335
Jonathan Hales,1,91047077.0,60000000,45.0,5.5,91047077.0,5.5,7.32094154
William Osborne,2,202985465.0,75000000,98.0,11.6,101492732.5,5.8,7.82985465
William Blinn,1,88237754.0,60000000,55.0,6.1,88237754.0,6.1,7.86475508
Stevie Long,1,88237754.0,60000000,55.0,6.1,88237754.0,6.1,7.86475508
John O'Brien,4,235250256.0,142000000,206.0,24.5,58812564.0,6.125,7.30125128
Robert Towne,3,241796523.0,127000000,189.0,20.099999999999998,80598841.0,6.699999999999999,8.31197682
Tom Cruise,1,82670733.0,60000000,60.0,6.1,82670733.0,6.1,7.75341466
Sam Harper,2,138698335.0,79000000,62.0,11.0,69349167.5,5.5,6.8869833499999995
Frank B. Gilbreth Jr.,2,221185717.0,100000000,80.0,11.4,110592858.5,5.7,7.91185717
Ryan Murphy,3,99459235.0,81000000,150.0,17.5,33153078.333333332,5.833333333333333,6.496394899999999
Jennifer Salt,1,80574010.0,60000000,50.0,5.8,80574010.0,5.8,7.4114802
Elizabeth Gilbert,1,80574010.0,60000000,50.0,5.8,80574010.0,5.8,7.4114802
Lee Child,1,80070736.0,60000000,50.0,7.0,80070736.0,7.0,8.60141472
A.J. Quinnell,1,77911774.0,60000000,47.0,7.7,77911774.0,7.7,9.25823548
Nick Evans,1,75383563.0,60000000,65.0,6.7,75383563.0,6.7,8.20767126
Henry Selick,1,82435595.0,60000000,80.0,7.7,82435595.0,7.7,9.3487119
Lewis Colick,5,170592200.0,217000000,nan,31.9,34118440.0,6.38,7.0623688
Duncan Kennedy,2,nan,95000000,nan,11.100000000000001,nan,5.550000000000001,nan
Ol Parker,5,nan,88400000,nan,33.5,nan,6.7,nan
Daniel Pipski,1,68275985.0,60000000,50.0,6.1,68275985.0,6.1,7.4655197
Steve Bing,1,66934963.0,60000000,16.0,4.5,66934963.0,4.5,5.83869926
Barry O'Brien,1,66934963.0,60000000,16.0,4.5,66934963.0,4.5,5.83869926
Christian Gudegast,3,134207980.0,126000000,113.0,18.9,44735993.333333336,6.3,7.1947198666666665
Jim Webb,1,61335230.0,60000000,45.0,6.4,61335230.0,6.4,7.6267046
Randy Kornfield,2,77914995.0,90000000,87.0,11.2,38957497.5,5.6,6.3791499499999995
Peter Briggs,2,119247916.0,110000000,144.0,13.6,59623958.0,6.8,7.99247916
Michael Berk,1,58060186.0,60000000,37.0,5.5,58060186.0,5.5,6.66120372
Douglas Schwartz,2,101913610.0,78000000,90.0,12.5,50956805.0,6.25,7.2691361
Gregory J. Bonann,1,58060186.0,60000000,37.0,5.5,58060186.0,5.5,6.66120372
Roy Huggins,2,241043165.0,104000000,134.0,14.3,120521582.5,7.15,9.56043165
Jonathan Harr,1,56709981.0,60000000,68.0,6.6,56709981.0,6.6,7.73419962
Annie Mumolo,2,225557957.0,92500000,131.0,13.399999999999999,112778978.5,6.699999999999999,8.95557957
Chris Butler,2,104026139.0,115000000,156.0,14.7,52013069.5,7.35,8.39026139
Kenneth Ross,1,54930280.0,60000000,36.0,6.4,54930280.0,6.4,7.4986056
Joan Didion,1,51088705.0,60000000,nan,6.1,51088705.0,6.1,7.1217741
John Gregory Dunne,1,51088705.0,60000000,nan,6.1,51088705.0,6.1,7.1217741
Alanna Nash,1,51088705.0,60000000,nan,6.1,51088705.0,6.1,7.1217741
Kate DiCamillo,2,83524187.0,75000000,107.0,12.399999999999999,41762093.5,6.199999999999999,7.035241869999999
Will McRobb,3,328224226.0,128000000,126.0,16.4,109408075.33333333,5.466666666666666,7.654828173333332
Adam Pava,1,50837305.0,60000000,61.0,6.8,50837305.0,6.8,7.8167461
Alan Snow,1,50837305.0,60000000,61.0,6.8,50837305.0,6.8,7.8167461
Richard Hatem,2,85770453.0,102000000,104.0,11.9,42885226.5,5.95,6.8077045300000005
J.F. Lawton,3,228911164.0,104000000,141.0,17.4,76303721.33333333,5.8,7.326074426666667
Stephen Hunter,1,47003582.0,60000000,53.0,7.1,47003582.0,7.1,8.040071639999999
Alice Hoffman,2,65330223.0,72000000,97.0,11.7,32665111.5,5.85,6.503302229999999
Paul Lieberman,1,46000903.0,60000000,40.0,6.7,46000903.0,6.7,7.6200180600000005
Stacey Harman,1,45020282.0,60000000,40.0,6.0,45020282.0,6.0,6.90040564
Peyo,1,45020282.0,60000000,40.0,6.0,45020282.0,6.0,6.90040564
Josh Singer,3,171895779.0,130000000,260.0,22.6,57298593.0,7.533333333333334,8.679305193333335
James R. Hansen,1,44936545.0,60000000,84.0,7.3,44936545.0,7.3,8.1987309
Gene Stupnitsky,4,277222723.0,144000000,nan,23.6,69305680.75,5.9,7.2861136150000005
Lee Eisenberg,3,226770441.0,99000000,nan,17.200000000000003,75590147.0,5.733333333333334,7.245136273333334
Andrew Bovell,2,60551745.0,75000000,128.0,13.3,30275872.5,6.65,7.25551745
Gregg Chabot,1,43061982.0,60000000,39.0,6.2,43061982.0,6.2,7.06123964
Kevin Peterka,1,43061982.0,60000000,39.0,6.2,43061982.0,6.2,7.06123964
Javier Abad,1,42194060.0,60000000,39.0,6.0,42194060.0,6.0,6.8438812
Jorge Blanco,1,42194060.0,60000000,39.0,6.0,42194060.0,6.0,6.8438812
Russell Gewirtz,2,128594905.0,110000000,112.0,13.6,64297452.5,6.8,8.08594905
John L. Greene,1,36850101.0,60000000,33.0,5.1,36850101.0,5.1,5.83700202
Sherri Stoner,2,137178295.0,115000000,82.0,11.2,68589147.5,5.6,6.97178295
Deanna Oliver,2,137178295.0,115000000,82.0,11.2,68589147.5,5.6,6.97178295
Gerald Petievich,1,36280697.0,60000000,49.0,6.1,36280697.0,6.1,6.825613939999999
Randy Brown,2,97468260.0,73000000,102.0,13.899999999999999,48734130.0,6.949999999999999,7.924682599999999
Robert Ramsey,4,74377032.0,195000000,202.0,24.5,18594258.0,6.125,6.49688516
Matthew Stone,3,54677326.0,145000000,167.0,19.1,18225775.333333332,6.366666666666667,6.731182173333334
John Romano,2,93336828.0,100000000,134.0,13.6,46668414.0,6.8,7.73336828
Douglas Preston,1,33956608.0,60000000,55.0,5.8,33956608.0,5.8,6.47913216
Lincoln Child,1,33956608.0,60000000,55.0,5.8,33956608.0,5.8,6.47913216
Amy Holden Jones,2,46749821.0,66000000,115.0,12.1,23374910.5,6.05,6.517498209999999
Ryne Douglas Pearson,2,112892923.0,110000000,78.0,12.3,56446461.5,6.15,7.27892923
Frank Baldwin,1,32138862.0,60000000,57.0,6.2,32138862.0,6.2,6.84277724
Kim Fupz Aakeson,1,32138862.0,60000000,57.0,6.2,32138862.0,6.2,6.84277724
Peter Tolan,6,317291695.0,240500000,263.0,36.6,52881949.166666664,6.1000000000000005,7.157638983333333
Susannah Grant,6,436688182.0,272000000,337.0,39.2,72781363.66666667,6.533333333333334,7.988960606666668
Steve Lopez,1,31720158.0,60000000,61.0,6.7,31720158.0,6.7,7.33440316
Jessica Postigo,1,31165421.0,60000000,33.0,5.8,31165421.0,5.8,6.42330842
Cassandra Clare,1,31165421.0,60000000,33.0,5.8,31165421.0,5.8,6.42330842
Steven Pressfield,2,35630388.0,70000000,79.0,10.6,17815194.0,5.3,5.656303879999999
Brandon Camp,4,nan,84500000,164.0,24.400000000000002,nan,6.1000000000000005,nan
Mike Thompson,2,53288510.0,78000000,58.0,11.8,26644255.0,5.9,6.4328851
David Seltzer,1,30323400.0,60000000,25.0,6.1,30323400.0,6.1,6.706467999999999
Min-Woo Hyung,1,29137000.0,60000000,41.0,5.7,29137000.0,5.7,6.28274
Joel Cohen,2,69349366.0,85000000,nan,11.2,34674683.0,5.6,6.293493659999999
Alec Sokolow,2,69349366.0,85000000,nan,11.2,34674683.0,5.6,6.293493659999999
Jim Davis,1,28426747.0,60000000,37.0,5.0,28426747.0,5.0,5.56853494
Philip Eisner,1,26673242.0,60000000,35.0,6.6,26673242.0,6.6,7.133464839999999
Kôji Suzuki,3,230832734.0,158000000,153.0,18.1,76944244.66666667,6.033333333333334,7.572218226666667
Hideo Nakata,1,25473352.0,60000000,52.0,5.6,25473352.0,5.6,6.109467039999999
Takashige Ichise,1,25473352.0,60000000,52.0,5.6,25473352.0,5.6,6.109467039999999
James Ellroy,4,122830988.0,130000000,252.0,27.199999999999996,30707747.0,6.799999999999999,7.414154939999999
Émile Gaudreault,2,28684923.0,65500000,89.0,12.8,14342461.5,6.4,6.68684923
Sylvie Bouchard,1,22431897.0,60000000,48.0,6.1,22431897.0,6.1,6.54863794
Will Eisner,1,19806188.0,60000000,30.0,4.7,19806188.0,4.7,5.09612376
Cornelia Funke,1,17303424.0,60000000,49.0,6.1,17303424.0,6.1,6.446068479999999
Kaname Fujioka,1,15162470.0,60000000,47.0,5.2,15162470.0,5.2,5.5032494000000005
William Malone,2,nan,63000000,nan,9.2,nan,4.6,nan
Daniel Chuba,1,14230455.0,60000000,19.0,4.8,14230455.0,4.8,5.0846091
David C. Wilson,1,14230455.0,60000000,19.0,4.8,14230455.0,4.8,5.0846091
Phil Sears,1,13090630.0,60000000,47.0,6.5,13090630.0,6.5,6.7618126
Blake T. Evans,1,13090630.0,60000000,47.0,6.5,13090630.0,6.5,6.7618126
David S. Ward,2,62887778.0,71000000,109.0,13.7,31443889.0,6.85,7.4788777799999995
Mark Helprin,1,12600231.0,60000000,31.0,6.1,12600231.0,6.1,6.35200462
Tom Schulman,5,171504463.0,145400000,211.0,29.699999999999996,34300892.6,5.9399999999999995,6.6260178519999995
Rob Greenberg,1,11803254.0,60000000,43.0,5.1,11803254.0,5.1,5.33606508
Bill Corbett,1,11803254.0,60000000,43.0,5.1,11803254.0,5.1,5.33606508
Kim Morgan,1,11338107.0,60000000,70.0,7.0,11338107.0,7.0,7.22676214
William Lindsay Gresham,1,11338107.0,60000000,70.0,7.0,11338107.0,7.0,7.22676214
William B. Breuer,1,10167373.0,60000000,48.0,6.6,10167373.0,6.6,6.8033474599999995
Hampton Sides,1,10167373.0,60000000,48.0,6.6,10167373.0,6.6,6.8033474599999995
Kurt Voelker,2,34708649.0,100000000,75.0,12.600000000000001,17354324.5,6.300000000000001,6.64708649
Jun Zheng,1,9420546.0,60000000,48.0,5.9,9420546.0,5.9,6.08841092
Augusta Gore,1,8286741.0,60000000,60.0,6.7,8286741.0,6.7,6.86573482
A.S. Byatt,1,8286741.0,60000000,60.0,6.7,8286741.0,6.7,6.86573482
Eric Aronson,1,7696134.0,60000000,27.0,5.5,7696134.0,5.5,5.65392268
Kyril Bonfiglioli,1,7696134.0,60000000,27.0,5.5,7696134.0,5.5,5.65392268
Tim Hill,1,4810790.0,60000000,65.0,5.9,4810790.0,5.9,5.996215800000001
Doug Taylor,2,21785826.0,90000000,81.0,9.6,10892913.0,4.8,5.01785826
Jason Rappaport,1,4775656.0,60000000,15.0,3.8,4775656.0,3.8,3.89551312
Dan Stroncak,1,4775656.0,60000000,15.0,3.8,4775656.0,3.8,3.89551312
Josh Campbell,2,73173153.0,75000000,111.0,11.600000000000001,36586576.5,5.800000000000001,6.531731530000001
Matt Stuecken,2,73173153.0,75000000,111.0,11.600000000000001,36586576.5,5.800000000000001,6.531731530000001
Kiel Murray,1,1090155.0,60000000,35.0,4.4,1090155.0,4.4,4.4218031
Matt Cook,4,113856554.0,160000000,227.0,26.6,28464138.5,6.65,7.21928277
Rowan Joffe,5,68017862.0,128000000,298.0,31.8,13603572.4,6.36,6.6320714480000005
Andrea Di Stefano,2,496252.0,77000000,117.0,13.1,248126.0,6.55,6.55496252
Eddie Murphy,5,nan,166000000,188.0,28.1,nan,5.62,nan
David Sheffield,4,nan,184000000,190.0,20.0,nan,5.0,nan
Ben Zazove,1,43242871.0,59000000,36.0,5.2,43242871.0,5.2,6.06485742
Andy Riley,1,43242871.0,59000000,36.0,5.2,43242871.0,5.2,6.06485742
Kevin Cecil,1,43242871.0,59000000,36.0,5.2,43242871.0,5.2,6.06485742
Jason Hall,3,367083974.0,118000000,172.0,19.5,122361324.66666667,6.5,8.947226493333334
Chris Kyle,1,350159020.0,58000000,72.0,7.3,350159020.0,7.3,14.303180399999999
Scott McEwen,1,350159020.0,58000000,72.0,7.3,350159020.0,7.3,14.303180399999999
Scott Alexander,7,262008600.0,197500000,362.0,46.0,37429800.0,6.571428571428571,7.320024571428571
Larry Karaszewski,6,214070270.0,172500000,321.0,40.9,35678378.333333336,6.816666666666666,7.530234233333333
David Morrell,4,294098052.0,163500000,190.0,27.0,73524513.0,6.75,8.22049026
Sheldon Lettich,5,141564073.0,101500000,nan,31.3,28312814.6,6.26,6.826256292
John Ridley,5,206631245.0,156000000,359.0,32.7,41326249.0,6.540000000000001,7.366524980000001
Aaron McGruder,1,49876377.0,58000000,46.0,5.9,49876377.0,5.9,6.8975275400000005
John B. Holway,1,49876377.0,58000000,46.0,5.9,49876377.0,5.9,6.8975275400000005
Marc Lévy,1,48318130.0,58000000,47.0,6.7,48318130.0,6.7,7.6663626
Joseph Barbera,2,119507407.0,83000000,61.0,8.9,59753703.5,4.45,5.64507407
Deborah Kaplan,5,147075959.0,149000000,196.0,28.0,29415191.8,5.6,6.188303835999999
Duncan Brantley,1,31373938.0,58000000,56.0,6.0,31373938.0,6.0,6.62747876
Rick Reilly,1,31373938.0,58000000,56.0,6.0,31373938.0,6.0,6.62747876
David Caspe,1,36931089.0,57500000,31.0,5.5,36931089.0,5.5,6.23862178
Andrew Neiderman,1,60944660.0,57000000,60.0,7.5,60944660.0,7.5,8.7188932
Scott M. Gimple,1,51774002.0,57000000,34.0,4.3,51774002.0,4.3,5.33548004
Seth Hoffman,1,51774002.0,57000000,34.0,4.3,51774002.0,4.3,5.33548004
Patrick Read Johnson,2,66736948.0,60000000,87.0,11.7,33368474.0,5.85,6.517369479999999
Charles Edward Pogue,1,51367375.0,57000000,49.0,6.4,51367375.0,6.4,7.427347500000001
Paul Zbyszewski,1,28331233.0,57000000,38.0,6.2,28331233.0,6.2,6.76662466
Craig Rosenberg,1,28331233.0,57000000,38.0,6.2,28331233.0,6.2,6.76662466
Shawn Slovo,2,29843668.0,71000000,98.0,12.600000000000001,14921834.0,6.300000000000001,6.598436680000001
Louis de Bernières,2,nan,66100000,nan,13.2,nan,6.6,nan
James Lapine,1,128002372.0,56200000,69.0,5.9,128002372.0,5.9,8.46004744
Stephen Sondheim,1,128002372.0,56200000,69.0,5.9,128002372.0,5.9,8.46004744
David Dorfman,2,151196428.0,70000000,67.0,10.9,75598214.0,5.45,6.96196428
Mort Briskin,1,46437717.0,56000000,44.0,6.3,46437717.0,6.3,7.22875434
David Klass,2,106965590.0,83000000,90.0,12.899999999999999,53482795.0,6.449999999999999,7.519655899999999
Channing Gibson,2,81150064.0,81000000,80.0,12.1,40575032.0,6.05,6.86150064
Winston Groom,1,330455270.0,55000000,82.0,8.8,330455270.0,8.8,15.409105400000001
Chris Viscardi,2,277347081.0,68000000,73.0,10.3,138673540.5,5.15,7.92347081
Anthony McCarten,3,309029989.0,100000000,195.0,23.0,103009996.33333333,7.666666666666667,9.726866593333334
Peter Morgan,8,396297855.0,239400000,554.0,59.300000000000004,49537231.875,7.4125000000000005,8.4032446375
Kevin Bisch,1,179495555.0,55000000,58.0,6.6,179495555.0,6.6,10.1899111
Carl Binder,1,141579773.0,55000000,58.0,6.7,141579773.0,6.7,9.53159546
Bill Richmond,1,128814019.0,55000000,62.0,5.7,128814019.0,5.7,8.27628038
Niall Leonard,2,214989010.0,110000000,64.0,9.1,107494505.0,4.55,6.699890099999999
E.L. James,3,381156240.0,150000000,110.0,13.3,127052080.0,4.433333333333334,6.974374933333333
Richard Phillips,1,107100855.0,55000000,82.0,7.8,107100855.0,7.8,9.9420171
Stephan Talty,1,107100855.0,55000000,82.0,7.8,107100855.0,7.8,9.9420171
Dana Olsen,2,119621290.0,95000000,101.0,11.5,59810645.0,5.75,6.9462129
Audrey Wells,5,333750285.0,143000000,273.0,33.300000000000004,66750057.0,6.660000000000001,7.995001140000001
Adam Herz,4,409241234.0,147000000,193.0,26.4,102310308.5,6.6,8.64620617
Joseph Oriolo,1,100328194.0,55000000,49.0,6.1,100328194.0,6.1,8.10656388
Michael Schiffer,3,150956501.0,140000000,158.0,19.8,50318833.666666664,6.6000000000000005,7.606376673333334
Richard P. Henrick,1,91387195.0,55000000,66.0,7.3,91387195.0,7.3,9.1277439
Peter A. Dowling,2,111762612.0,67000000,107.0,12.7,55881306.0,6.35,7.467626119999999
Wim Wenders,1,78685114.0,55000000,54.0,6.7,78685114.0,6.7,8.27370228
Peter Handke,1,78685114.0,55000000,54.0,6.7,78685114.0,6.7,8.27370228
Richard Reitinger,1,78685114.0,55000000,54.0,6.7,78685114.0,6.7,8.27370228
Michael Bond,1,76271832.0,55000000,77.0,7.3,76271832.0,7.3,8.82543664
Randy Feldman,1,63408614.0,55000000,41.0,6.4,63408614.0,6.4,7.66817228
Martin Donovan,1,58422650.0,55000000,56.0,6.6,58422650.0,6.6,7.768452999999999
Scott Mosier,1,55750480.0,55000000,38.0,5.8,55750480.0,5.8,6.915009599999999
Jimmy Hayward,1,55750480.0,55000000,38.0,5.8,55750480.0,5.8,6.915009599999999
David I. Stern,2,nan,60000000,nan,11.8,nan,5.9,nan
Gaston Leroux,1,51293931.0,55000000,40.0,7.2,51293931.0,7.2,8.22587862
Joel Schumacher,3,113495272.0,75000000,129.0,19.3,37831757.333333336,6.433333333333334,7.18996848
James Bobin,1,51183113.0,55000000,61.0,6.4,51183113.0,6.4,7.42366226
Jim Henson,2,139814350.0,100000000,136.0,13.5,69907175.0,6.75,8.1481435
Tim Rice,1,50047179.0,55000000,45.0,6.3,50047179.0,6.3,7.30094358
Alan Parker,2,63089291.0,80000000,99.0,13.6,31544645.5,6.8,7.43089291
Marc Haimes,1,48023088.0,55000000,84.0,7.7,48023088.0,7.7,8.66046176
Shannon Tindle,1,48023088.0,55000000,84.0,7.7,48023088.0,7.7,8.66046176
Greg Russo,2,84652062.0,75000000,88.0,12.0,42326031.0,6.0,6.84652062
J.D. Zeik,1,41616262.0,55000000,67.0,7.2,41616262.0,7.2,8.03232524
