tconst,averagerating,numvotes
tt0081759,4.8,915
tt0081760,6.8,1195
tt0081763,4.3,245
tt0081764,5.1,4538
tt0081765,6.7,727
tt0081766,7.0,2107
tt0081767,6.3,56
tt0081773,6.3,98
tt0081775,6.9,30
tt0081776,5.0,14
tt0081777,5.3,14993
tt0081778,6.9,127
tt0081779,6.4,141
tt0081780,5.9,96
tt0081782,6.4,611
tt0081783,5.1,21
tt0081784,6.6,45
tt0081786,6.5,16
tt0081787,6.2,179
tt0081789,6.3,159
tt0081790,5.5,441
tt0081792,7.2,79
tt0081793,5.5,8026
tt0081796,6.8,1209
tt0081797,6.1,115
tt0081799,7.0,43
tt0081800,5.9,90
tt0081803,6.3,120
tt0081804,4.1,16
tt0081805,6.4,16
tt0081806,7.4,19
tt0081807,5.7,457
tt0081809,6.3,5652
tt0081810,3.8,8
tt0081811,2.8,17
tt0081812,5.9,22
tt0081813,4.7,58
tt0081816,6.1,23
tt0081817,4.8,18
tt0081820,6.3,455
tt0081821,6.7,387
tt0081822,5.0,44
tt0081823,5.0,220
tt0081824,6.5,34
tt0081881,7.1,722
tt0081964,6.4,2340
tt0081965,4.5,78
tt0081967,6.3,132
tt0081968,7.6,427
tt0081969,5.5,8
tt0081971,7.4,220
tt0081972,4.2,15
tt0081973,5.9,100
tt0081974,6.9,14375
tt0081976,6.2,18
tt0081978,6.6,17
tt0081981,5.5,51
tt0081986,6.7,96
tt0081987,5.0,164
tt0081988,6.7,32
tt0081989,4.8,594
tt0081991,7.0,1659
tt0081992,6.6,229
tt0081993,6.1,51
tt0081995,6.3,83
tt0081996,4.2,33
tt0081998,6.9,114
tt0081999,5.8,60
tt0082000,5.1,5154
tt0082001,5.5,1958
tt0082002,5.7,130
tt0082003,6.8,24
tt0082004,6.2,378
tt0082005,5.8,886
tt0082007,6.0,116
tt0082009,7.1,5375
tt0082010,7.5,117427
tt0082011,6.4,309
tt0082013,6.1,39
tt0082014,5.1,52
tt0082015,6.1,11
tt0082016,6.3,93
tt0082017,6.4,558
tt0082020,8.0,144
tt0082021,6.5,25
tt0082022,5.8,427
tt0082025,6.1,810
tt0082028,4.6,18
tt0082031,6.9,30643
tt0082032,5.4,183
tt0082033,4.7,64
tt0082034,6.4,2178
tt0082037,6.4,88
tt0082039,2.9,125
tt0082041,5.3,649
tt0082042,5.7,1049
tt0082043,6.5,411
tt0082044,6.3,414
tt0082045,6.3,8690
tt0082047,6.0,85
tt0082048,6.4,664
tt0082049,4.7,33
tt0082052,4.5,138
tt0082053,7.0,3703
tt0082054,6.9,3565
tt0082055,7.0,149
tt0082057,3.3,123
tt0082058,6.2,24
tt0082060,6.3,128
tt0082061,7.1,66
tt0082063,4.2,27
tt0082066,7.3,64
tt0082069,7.0,36
tt0082071,7.5,81
tt0082072,6.6,268
tt0082073,7.4,4128
tt0082076,5.7,52
tt0082078,5.3,40
tt0082079,6.0,116
tt0082080,5.4,68
tt0082081,7.3,2519
tt0082082,6.1,151
tt0082083,4.5,2776
tt0082084,5.7,5485
tt0082085,7.4,60339
tt0082086,6.2,36
tt0082087,8.1,1002
tt0082088,7.5,1900
tt0082089,7.4,39259
tt0082090,4.5,383
tt0082091,5.8,21
tt0082092,7.5,70
tt0082093,7.6,105
tt0082094,5.5,3001
tt0082095,7.1,683
tt0082096,8.4,260153
tt0082100,6.7,10184
tt0082102,4.1,69
tt0082103,4.6,17
tt0082106,7.5,976
tt0082107,4.8,227
tt0082108,6.0,38
tt0082109,5.3,21
tt0082110,3.7,133
tt0082111,6.5,5085
tt0082112,7.0,113
tt0082113,4.9,99
tt0082115,4.8,86
tt0082116,4.8,357
tt0082117,6.8,188
tt0082118,6.3,21638
tt0082119,6.9,18
tt0082120,4.8,98
tt0082121,6.0,3638
tt0082122,4.7,1517
tt0082123,5.9,132
tt0082124,6.8,45
tt0082125,6.6,57
tt0082126,5.0,252
tt0082128,6.1,473
tt0082131,4.6,159
tt0082133,4.5,1119
tt0082135,4.6,72
tt0082136,6.2,39017
tt0082137,3.5,35
tt0082138,5.6,3151
tt0082139,6.0,57
tt0082141,5.3,81
tt0082144,7.9,19
tt0082145,6.1,885
tt0082146,5.8,8423
tt0082148,3.3,35
tt0082150,6.7,184
tt0082151,6.0,37
tt0082153,7.1,770
tt0082154,7.3,189
tt0082155,6.5,66
tt0082156,5.8,326
tt0082158,7.1,64583
tt0082159,4.0,1386
tt0082161,7.3,8
tt0082162,7.9,2610
tt0082163,6.1,7992
tt0082164,3.6,228
tt0082166,4.6,114
tt0082167,4.1,18
tt0082168,7.0,17
tt0082172,4.3,349
tt0082173,6.9,1975
tt0082174,6.2,467
tt0082175,7.2,2358
tt0082176,7.5,28234
tt0082177,4.2,349
tt0082180,4.1,130
tt0082181,7.4,29
tt0082182,7.2,427
tt0082183,7.3,10264
tt0082186,6.9,46853
tt0082189,7.2,67
tt0082190,6.0,8
tt0082192,6.6,23
tt0082193,5.2,623
tt0082194,5.5,25
tt0082196,6.2,79
tt0082197,4.2,34
tt0082198,6.9,159080
tt0082199,5.7,5290
tt0082200,6.2,5534
tt0082203,5.9,592
tt0082204,5.8,54
tt0082205,5.0,160
tt0082206,7.4,6555
tt0082210,7.3,1814
tt0082213,3.5,1821
tt0082214,6.4,76
tt0082216,7.3,306
tt0082217,6.1,82
tt0082218,6.9,17
tt0082219,5.5,11
tt0082220,6.8,7417
tt0082222,7.3,3690
tt0082223,6.5,48
tt0082224,2.8,15
tt0082225,6.8,281
tt0082226,7.3,656
tt0082229,5.7,164
tt0082230,6.9,699
tt0082232,6.7,115
tt0082233,3.3,259
tt0082234,4.6,149
tt0082236,6.3,8
tt0082237,3.8,1246
tt0082241,7.8,953
tt0082242,6.5,14464
tt0082243,5.6,2347
tt0082244,5.6,769
tt0082245,5.5,6797
tt0082246,4.9,60
tt0082247,6.9,8123
tt0082250,6.0,17482
tt0082252,7.5,4692
tt0082253,6.2,266
tt0082254,7.0,51
tt0082255,6.2,250
tt0082256,5.9,474
tt0082257,4.7,1725
tt0082259,7.0,1692
tt0082260,4.4,40
tt0082261,4.7,51
tt0082262,4.8,83
tt0082263,5.0,1416
tt0082264,3.8,96
tt0082266,6.7,21
tt0082267,6.0,12
tt0082268,5.2,294
tt0082269,7.2,14059
tt0082271,6.1,44
tt0082272,6.1,1435
tt0082273,3.1,490
tt0082274,6.5,24
tt0082275,7.0,1196
tt0082278,3.4,202
tt0082279,4.9,2357
tt0082280,7.9,1005
tt0082281,4.2,6
tt0082282,5.2,14
tt0082284,3.8,178
tt0082285,4.7,54
tt0082286,6.2,19
tt0082287,5.6,291
tt0082288,6.6,19489
tt0082291,7.6,68
tt0082293,4.6,62
tt0082294,6.9,506
tt0082299,6.0,139
tt0082300,7.4,597
tt0082301,6.0,68
tt0082303,6.1,51
tt0082304,6.8,39
tt0082307,6.6,24782
tt0082308,4.3,196
tt0082309,6.7,1041
tt0082311,6.0,451
tt0082312,6.3,20
tt0082313,6.8,680
tt0082314,7.3,1268
tt0082315,6.4,44
tt0082317,8.2,1749
tt0082318,7.5,553
tt0082319,4.3,238
tt0082320,7.1,662
tt0082322,8.2,28
tt0082323,5.4,146
tt0082324,6.8,24
tt0082325,4.9,11
tt0082327,6.2,37
tt0082328,5.9,1758
tt0082329,4.9,9323
tt0082330,6.6,83
tt0082331,6.7,21
tt0082332,5.2,5294
tt0082334,6.7,17905
tt0082336,5.5,30
tt0082337,5.1,222
tt0082338,5.9,4138
tt0082340,7.1,153035
tt0082341,3.5,9
tt0082342,6.6,1036
tt0082343,6.1,663
tt0082345,5.2,217
tt0082346,5.6,4733
tt0082348,7.3,65700
tt0082350,5.5,4366
tt0082351,7.1,11507
tt0082352,5.9,3091
tt0082353,5.9,5604
tt0082354,5.2,19
tt0082355,5.8,92
tt0082356,7.6,1085
tt0082361,6.7,1854
tt0082362,5.7,2777
tt0082363,3.0,364
tt0082364,6.7,798
tt0082367,4.6,1664
tt0082368,5.1,75
tt0082369,6.2,52
tt0082370,7.2,8564
tt0082371,5.8,203
tt0082374,6.8,278
tt0082376,4.6,56
tt0082377,5.5,21829
tt0082378,4.6,4477
tt0082379,5.2,3598
tt0082381,3.5,325
tt0082382,6.4,1631
tt0082385,6.9,63
tt0082387,6.7,33
tt0082388,7.3,43
tt0082394,7.6,10
tt0082395,4.5,118
tt0082396,4.9,101
tt0082398,6.7,106350
tt0082399,5.0,543
tt0082400,7.4,16
tt0082401,6.3,61
tt0082402,6.7,6776
tt0082404,7.0,1975
tt0082405,6.8,5350
tt0082406,7.2,99557
tt0082407,6.7,1806
tt0082408,7.1,586
tt0082410,2.0,1278
tt0082411,6.0,127
tt0082414,5.9,359
tt0082416,6.9,14511
tt0082418,6.1,76031
tt0082419,5.3,20
tt0082420,6.6,80
tt0082421,6.2,74
tt0082422,5.4,1614
tt0082423,6.4,426
tt0082424,6.5,186
tt0082425,4.8,1587
tt0082426,7.4,180
tt0082427,5.9,15909
tt0082428,6.9,117
tt0082429,7.1,944
tt0082430,5.8,19
tt0082431,5.0,8542
tt0082432,7.4,41407
tt0082433,6.1,188
tt0082434,6.5,225
tt0082436,7.6,5169
tt0082439,6.4,207
tt0082440,3.2,377
tt0082441,6.6,43
tt0082442,7.2,29
tt0082443,7.3,656
tt0082447,7.3,32
tt0082449,6.3,9664
tt0082450,6.4,87
tt0082451,6.0,551
tt0082452,6.5,223
tt0082455,4.4,121
tt0082456,4.9,16
tt0082457,4.0,959
tt0082462,6.1,50
tt0082463,5.4,8
tt0082464,6.8,1288
tt0082465,5.1,33
tt0082466,5.9,482
tt0082467,4.8,4733
tt0082469,5.5,17
tt0082471,5.7,751
tt0082472,6.5,40
tt0082474,7.1,16370
tt0082476,5.5,971
tt0082477,7.1,9282
tt0082478,6.8,204
tt0082479,5.3,6773
tt0082480,5.1,59
tt0082481,6.5,532
tt0082484,7.3,23567
tt0082485,6.1,196
tt0082486,6.4,1316
tt0082488,4.2,72
tt0082490,5.8,4294
tt0082491,6.5,10
tt0082492,6.4,41
tt0082493,5.7,9
tt0082494,7.1,77
tt0082495,6.5,99885
tt0082497,5.5,6585
tt0082498,6.0,10883
tt0082499,5.6,800
tt0082500,5.7,69
tt0082501,4.7,921
tt0082503,6.0,364
tt0082504,5.4,40
tt0082506,5.9,196
tt0082507,4.2,1635
tt0082509,6.6,37368
tt0082510,6.0,183
tt0082511,5.6,8493
tt0082514,4.6,34
tt0082515,5.4,132
tt0082516,5.6,1257
tt0082517,6.8,54335
tt0082518,5.8,468
tt0082519,2.5,373
tt0082520,6.9,15
tt0082521,5.0,30
tt0082522,3.5,852
tt0082523,4.8,31
tt0082524,5.0,534
tt0082525,5.2,1144
tt0082526,6.2,163
tt0082527,4.9,3211
tt0082528,5.7,1972
tt0082530,5.0,163
tt0082532,5.6,157
tt0082533,6.5,39339
tt0082534,6.5,283
tt0082535,5.5,115
tt0082536,5.6,20
tt0082537,4.8,2141
tt0082538,7.0,34
tt0082539,6.4,1097
tt0082540,6.1,156
tt0082545,8.0,20
tt0082546,5.8,55
tt0082547,7.1,304
tt0082548,6.5,7
tt0082550,7.0,146
tt0082552,5.9,175
tt0082557,5.3,52
tt0082558,5.5,5057
tt0082559,4.8,5763
tt0082562,6.9,4073
tt0082563,5.1,17
tt0082564,4.5,59
tt0082566,3.3,73
tt0082567,5.5,364
tt0082574,5.5,37
tt0082576,7.1,476
tt0082577,6.7,44
tt0082578,5.3,30
tt0082580,4.0,914
tt0082582,6.7,218
tt0082583,5.3,327
tt0082592,6.0,6995
tt0082593,5.8,42
tt0082594,6.7,1659
tt0082595,7.1,21
tt0082596,7.0,770
tt0082597,3.6,72
tt0082598,3.4,81
tt0082599,6.7,352
tt0082600,6.3,34
tt0082601,6.9,776
tt0082602,7.3,1091
tt0082605,4.4,7
tt0082606,6.4,58
tt0082607,6.4,9
tt0082609,7.5,20
tt0082610,3.9,116
tt0082611,4.8,615
tt0082612,4.8,744
tt0082614,6.6,108
tt0082619,5.4,534
tt0082620,3.7,330
tt0082622,6.3,5309
tt0082623,5.9,47
tt0082626,5.2,75
tt0082627,7.5,620
tt0082628,5.1,44
tt0082629,7.4,44
tt0082630,6.0,25
tt0082633,7.2,1814
tt0082634,5.3,30
tt0082637,4.6,36
tt0082639,6.7,2959
tt0082640,5.1,3215
tt0082641,7.3,635
tt0082642,4.3,1171
tt0082644,7.0,2468
tt0082645,3.2,84
tt0082648,4.9,2444
tt0082650,6.6,30
tt0082651,7.9,58
tt0082653,6.4,45
tt0082654,3.8,15
tt0082655,4.9,223
tt0082656,5.8,724
tt0082659,6.8,45
tt0082661,7.1,4224
tt0082662,6.6,15
tt0082666,7.1,1373
tt0082668,6.1,133
tt0082669,2.9,486
tt0082671,7.4,6690
tt0082673,6.3,101
tt0082674,7.1,91
tt0082675,6.2,20
tt0082676,4.8,128
tt0082677,6.1,6016
tt0082678,6.9,481
tt0082679,7.1,2531
tt0082680,5.9,107
tt0082681,7.2,263
tt0082682,8.1,19
tt0082683,5.8,77
tt0082684,5.7,44
tt0082685,4.1,395
tt0082687,5.8,88
tt0082689,6.4,158
tt0082690,5.5,496
tt0082693,4.8,14
tt0082694,7.6,189652
tt0082696,5.1,6508
tt0082699,6.5,1111
tt0082700,5.1,10574
tt0082701,6.5,934
tt0082702,6.9,51
tt0082704,7.4,379
tt0082705,5.1,21
tt0082707,6.5,176
tt0082708,6.5,49
tt0082710,6.9,81
tt0082711,7.4,35
tt0082712,7.0,64
tt0082714,7.7,3767
tt0082716,5.0,75
tt0082717,7.4,13
tt0082718,5.2,9
tt0082721,3.5,6
tt0082722,7.1,70
tt0082723,6.6,15
tt0082725,8.6,5
tt0082726,5.9,1123
tt0082728,8.5,221
tt0082729,7.6,1490
tt0082731,6.8,849
tt0082733,5.4,358
tt0082736,7.7,11378
tt0082740,4.4,15
tt0082741,5.0,171
tt0082742,4.7,190
tt0082743,6.0,740
tt0082744,4.9,1201
tt0082747,4.9,377
tt0082748,6.0,12351
tt0082749,7.0,927
tt0082751,5.9,49
tt0082752,7.2,270
tt0082755,8.2,6473
tt0082760,6.6,86
tt0082761,6.9,497
tt0082762,5.3,148
tt0082763,5.0,5735
tt0082764,7.0,4444
tt0082766,6.6,17769
tt0082769,3.8,1004
tt0082770,6.6,2095
tt0082772,2.4,20
tt0082774,5.8,27
tt0082776,6.8,12044
tt0082777,5.3,113
tt0082782,6.2,24313
tt0082783,7.7,24807
tt0082786,5.6,148
tt0082787,7.9,19
tt0082788,6.9,91
tt0082789,5.0,28
tt0082790,6.0,54
tt0082791,5.7,76
tt0082793,6.3,8
tt0082794,5.7,9
tt0082795,5.3,55
tt0082796,7.4,1144
tt0082797,7.1,1849
tt0082799,3.2,1264
tt0082800,6.3,156
tt0082801,5.5,8426
tt0082802,6.2,185
tt0082804,4.9,1597
tt0082805,4.5,46
tt0082806,4.9,3623
tt0082807,7.4,62
tt0082810,6.5,1553
tt0082811,6.7,373
tt0082812,5.6,3154
tt0082813,6.3,4542
tt0082814,6.3,16
tt0082815,2.6,737
tt0082816,5.9,1099
tt0082817,6.3,21206
tt0082818,5.6,4261
tt0082819,7.7,62
tt0082822,4.5,261
tt0082823,5.8,44
tt0082824,6.0,241
tt0082825,5.7,40
tt0082827,4.0,50
tt0082830,6.3,309
tt0082833,3.8,116
tt0082834,6.6,42
tt0082835,6.4,3547
tt0082836,6.8,71
tt0082841,5.2,786
tt0082842,6.8,1707
tt0082843,6.7,1572
tt0082844,5.2,57
tt0082845,7.1,9
tt0082846,7.6,34047
tt0082848,4.6,67
tt0082849,5.4,562
tt0082850,5.5,82
tt0082851,6.0,23
tt0082852,6.8,20
tt0082853,6.4,1590
tt0082854,5.4,220
tt0082855,3.9,29
tt0082857,4.9,49
tt0082865,6.8,95
tt0082866,6.5,80
tt0082869,6.6,31753
tt0082870,5.6,127
tt0082871,6.8,26
tt0082873,6.8,6
tt0082874,7.3,42
tt0082875,4.5,211
tt0082876,6.7,319
tt0082877,4.8,10
tt0082879,6.4,244
tt0082880,6.7,477
tt0082882,6.5,8
tt0082883,7.2,997
tt0082886,4.9,1087
tt0082888,7.0,956
tt0082889,6.0,98
tt0082892,7.0,943
tt0082893,6.6,1247
tt0082894,6.5,6040
tt0082896,6.5,18
tt0082897,8.0,16
tt0082898,6.8,100
tt0082899,3.7,15
tt0082902,4.3,442
tt0082903,5.2,27
tt0082904,4.8,505
tt0082905,4.5,204
tt0082908,4.3,42
tt0082910,3.8,9597
tt0082911,5.0,1228
tt0082912,7.9,8863
tt0082914,4.1,423
tt0082915,3.5,36
tt0082917,6.7,138
tt0082919,8.0,474
tt0082920,6.3,21
tt0082921,6.9,42
tt0082923,4.4,279
tt0082924,6.3,7989
tt0082925,6.2,19
tt0082926,7.0,8793
tt0082927,6.8,1297
tt0082929,3.8,127
tt0082930,4.4,64
tt0082931,6.4,89
tt0082932,7.4,38
tt0082933,7.3,40144
tt0082934,6.6,25291
tt0082935,6.4,1998
tt0082936,5.8,101
tt0082937,7.2,220
tt0082938,7.4,38
tt0082940,6.1,499
tt0082942,4.6,12
tt0082943,4.1,21
tt0082945,7.4,9222
tt0082947,5.2,32
tt0082948,5.1,4138
tt0082949,7.4,16829
tt0082950,6.6,123
tt0082951,5.9,12649
tt0082952,5.9,27
tt0082953,3.6,26
tt0082954,6.5,69
tt0082956,5.9,1627
tt0082957,4.2,24
tt0082958,5.5,1370
tt0082962,4.3,296
tt0082963,5.6,108
tt0082964,6.2,1778
tt0082965,7.5,96
tt0082966,6.1,15874
tt0082967,4.6,79
tt0082968,5.6,1076
tt0082969,6.7,1778
tt0082970,7.3,10354
tt0082971,8.4,1018259
tt0082972,4.8,41
tt0082973,6.7,2478
tt0082974,5.3,21
tt0082977,6.0,33
tt0082979,7.3,24285
tt0082980,6.1,10
tt0082982,7.7,69
tt0082983,5.2,193
tt0082984,4.7,245
tt0082985,7.5,41
tt0082986,6.8,155
tt0082988,7.2,185
tt0082991,5.1,45
tt0082992,5.8,1974
tt0082993,5.6,256
tt0082996,6.8,53
tt0082997,7.2,315
tt0082998,7.8,599
tt0083000,6.6,8672
tt0083001,6.1,4427
tt0083002,5.6,159
tt0083003,7.6,16
tt0083004,7.4,1537
tt0083005,3.8,175
tt0083006,5.4,1411
tt0083007,6.5,342
tt0083009,5.9,15
tt0083010,5.2,16
tt0083011,5.5,12
tt0083012,6.3,291
tt0083013,4.4,143
tt0083015,6.4,6371
tt0083016,5.4,624
tt0083019,4.7,1138
tt0083020,5.2,14
tt0083021,6.3,847
tt0083022,7.2,569
tt0083024,5.5,1055
tt0083025,6.0,104
tt0083027,7.2,132
tt0083028,7.2,475
tt0083029,7.4,96
tt0083030,5.3,47
tt0083031,3.6,630
tt0083032,6.5,200
tt0083033,4.6,4916
tt0083034,5.7,566
tt0083041,4.6,235
tt0083046,4.6,74
tt0083047,6.1,169
tt0083049,7.3,57
tt0083052,4.7,249
tt0083053,7.0,1643
tt0083055,6.3,274
tt0083057,5.2,15
tt0083058,4.2,256
tt0083059,6.1,149
tt0083060,6.6,34
tt0083061,6.1,199
tt0083062,7.0,996
tt0083063,5.7,31
tt0083064,6.3,6570
tt0083065,7.1,33
tt0083067,5.7,5306
tt0083071,6.7,25
tt0083072,5.8,131
tt0083079,6.4,265
tt0083080,4.9,155
tt0083081,7.2,3060
tt0083082,7.4,334
tt0083083,5.8,86
tt0083084,7.5,11
tt0083086,5.3,22
tt0083089,7.5,6669
tt0083092,6.2,51
tt0083096,7.0,1135
tt0083097,3.5,358
tt0083098,4.5,25
tt0083099,5.0,1228
tt0083101,5.2,62
tt0083102,6.9,1261
tt0083103,6.7,179
tt0083105,7.0,265
tt0083107,5.8,1699
tt0083109,6.5,9259
tt0083110,4.8,1575
tt0083111,7.1,21131
tt0083113,5.1,1674
tt0083117,6.1,662
tt0083120,6.3,60
tt0083124,7.0,275
tt0083127,7.8,16
tt0083129,7.2,56
tt0083131,6.8,78344
tt0083133,5.4,5227
tt0083137,7.4,28
tt0083138,5.9,154
tt0083139,5.3,57
tt0083143,5.5,77
tt0083144,5.1,1293
tt0083145,6.8,44
tt0083146,5.1,2237
tt0083147,7.3,112
tt0083149,6.2,101
tt0083151,6.4,550
tt0083152,3.6,7
tt0083153,7.1,205
tt0083154,6.5,57
tt0083156,5.2,2683
tt0083157,4.8,167
tt0083159,4.6,40
tt0083160,6.2,266
tt0083161,4.3,138
tt0083162,7.2,1357
tt0083163,4.9,919
tt0083164,5.8,235
tt0083165,7.7,16
tt0083167,5.2,14
tt0083168,4.1,428
tt0083169,6.7,19711
tt0083170,3.4,6095
tt0083178,5.2,854
tt0083179,5.8,81
tt0083180,7.3,47
tt0083183,6.3,283
tt0083185,2.5,971
tt0083186,4.1,232
tt0083188,6.4,175
tt0083189,6.3,2914
tt0083190,7.4,37142
tt0083193,7.6,1613
tt0083197,6.0,523
tt0083199,7.4,1008
tt0083201,6.9,861
tt0083202,6.9,17
tt0083203,7.8,1262
tt0083204,6.8,69
tt0083205,5.2,183
tt0083206,8.4,16
tt0083213,5.4,9
tt0083215,3.8,677
tt0083216,4.2,64
tt0083217,5.0,145
tt0083219,6.1,866
tt0083220,6.7,8
tt0083221,2.5,94
tt0083222,5.8,61
tt0083224,4.4,30
tt0083226,7.1,1755
tt0083229,4.2,15
tt0083230,5.5,646
tt0083232,6.3,8647
tt0083234,5.1,22
tt0083235,6.5,22
tt0083236,4.3,64
tt0083237,6.6,104
tt0083238,5.9,1040
tt0083239,6.0,158
tt0083242,5.7,257
tt0083245,4.7,92
tt0083246,4.7,166
tt0083247,5.9,112
tt0083248,7.7,1097
tt0083249,5.8,128
tt0083250,5.9,124
tt0083252,4.9,33
tt0083254,5.3,2955
tt0083255,6.3,245
tt0083256,6.1,15
tt0083257,6.8,574
tt0083258,7.4,885
tt0083260,7.3,2686
tt0083261,5.2,2218
tt0083262,6.0,33
tt0083263,5.9,294
tt0083264,5.8,635
tt0083266,5.0,90
tt0083267,6.5,345
tt0083268,5.6,865
tt0083269,5.4,50
tt0083270,6.3,15
tt0083271,7.9,4831
tt0083272,5.4,70
tt0083273,6.1,35
tt0083274,7.1,159
tt0083275,8.1,2943
tt0083276,6.3,4304
tt0083277,7.4,45
tt0083279,5.5,39
tt0083283,6.7,67
tt0083284,6.6,32682
tt0083285,7.3,44
tt0083286,7.0,68
tt0083287,6.3,1442
tt0083289,5.5,25
tt0083290,5.0,8
tt0083291,5.2,996
tt0083295,3.9,21
tt0083296,5.7,4648
tt0083297,4.7,7
tt0083299,7.1,94
tt0083300,6.4,584
tt0083304,5.1,24
tt0083306,7.8,49
tt0083307,6.1,185
tt0083308,6.7,102
tt0083309,6.5,45
tt0083310,4.9,1379
tt0083312,4.1,600
tt0083313,6.9,501
tt0083314,5.6,300
tt0083315,7.8,5
tt0083318,6.5,47
tt0083319,6.4,36
tt0083320,6.4,66
tt0083324,5.5,131
tt0083326,7.3,3510
tt0083327,7.3,183
tt0083328,5.1,28
tt0083329,6.7,159
tt0083331,6.3,356
tt0083332,7.8,6
tt0083335,6.9,780
tt0083336,6.3,11237
tt0083339,6.0,83
tt0083342,7.7,38
tt0083343,7.0,602
tt0083345,5.7,40
tt0083346,6.3,39
tt0083347,6.3,306
tt0083348,6.0,654
tt0083349,7.0,1925
tt0083350,6.3,23
tt0083351,7.1,86
tt0083352,7.2,985
tt0083353,5.9,24
tt0083354,6.8,36
tt0083355,5.8,16
tt0083356,5.3,199
tt0083357,4.5,16
tt0083358,4.9,11
tt0083359,5.1,33
tt0083361,4.9,282
tt0083362,5.6,45
tt0083364,6.1,23
tt0083365,6.7,1321
tt0083366,6.2,4738
tt0083367,6.7,180
tt0083373,5.4,105
tt0083374,6.6,46
tt0083375,5.3,421
tt0083381,6.5,101
tt0083449,6.2,2554
tt0083506,3.4,531
tt0083507,6.1,118
tt0083509,3.5,174
tt0083510,3.8,32
tt0083511,6.9,83255
tt0083512,6.9,79
tt0083513,5.9,73
tt0083514,6.2,11
tt0083517,6.4,158
tt0083518,4.9,63
tt0083519,6.3,447
tt0083520,4.3,355
tt0083521,5.6,71
tt0083522,7.5,70
tt0083524,5.1,129
tt0083525,6.6,61
tt0083526,4.4,973
tt0083527,5.5,34
tt0083528,4.5,167
tt0083529,5.6,24
tt0083530,6.1,55608
tt0083532,5.2,31
tt0083533,4.8,13
tt0083537,5.3,151
tt0083539,7.4,37
tt0083540,6.8,91
tt0083541,5.3,999
tt0083542,6.0,6803
tt0083543,6.2,345
tt0083544,5.3,17
tt0083545,4.1,86
tt0083547,4.6,239
tt0083548,4.8,114
tt0083549,7.6,3224
tt0083550,5.6,12578
tt0083551,6.2,20
tt0083552,5.8,1324
tt0083555,7.1,137
tt0083556,6.1,10
tt0083557,5.8,2539
tt0083558,6.7,90
tt0083559,7.2,603
tt0083560,6.3,955
tt0083561,5.3,178
tt0083563,5.1,285
tt0083564,6.6,48286
tt0083565,4.5,791
tt0083567,5.9,396
tt0083568,5.1,19
tt0083569,6.2,18
tt0083570,6.6,19
tt0083571,7.0,427
tt0083572,4.2,416
tt0083573,4.4,164
tt0083575,7.7,85
tt0083577,6.6,480
tt0083578,7.8,1538
tt0083579,7.3,1247
tt0083580,6.6,4031
tt0083581,5.1,83
tt0083582,6.1,71
tt0083583,5.0,120
tt0083584,6.4,172
tt0083585,4.4,642
tt0083588,6.1,37
tt0083590,7.6,4451
tt0083591,5.4,2637
tt0083592,7.5,156
tt0083594,7.4,166
tt0083598,6.2,5666
tt0083599,4.0,59
tt0083601,4.5,26
tt0083602,4.2,41
tt0083604,6.8,38
tt0083605,6.0,141
tt0083606,6.1,203
tt0083607,5.0,37
tt0083608,5.0,78
tt0083609,6.0,836
tt0083611,6.6,1283
tt0083612,6.2,171
tt0083614,6.2,45
tt0083617,8.4,9
tt0083618,5.9,1738
tt0083619,6.4,1982
tt0083624,6.1,21151
tt0083625,6.3,1281
tt0083628,4.9,1752
tt0083629,5.6,4363
tt0083630,6.2,24646
tt0083631,7.9,31
tt0083632,5.0,98
tt0083633,6.3,129
tt0083634,5.4,675
tt0083635,7.5,24
tt0083636,6.9,496
tt0083637,6.1,98
tt0083638,7.7,50
tt0083640,6.2,100
tt0083641,5.5,3129
tt0083642,6.0,13037
tt0083643,4.6,101
tt0083647,5.6,167
tt0083648,4.8,252
tt0083649,4.3,43
tt0083650,3.9,84
tt0083652,8.1,3651
tt0083653,6.1,59
tt0083654,5.1,20
tt0083655,6.0,2151
tt0083657,7.9,170
tt0083658,8.1,805370
tt0083659,5.5,486
tt0083660,4.8,582
tt0083661,4.3,2557
tt0083667,6.0,162
tt0083670,3.7,989
tt0083671,7.2,19
tt0083673,5.5,459
tt0083674,6.5,54
tt0083675,6.2,4328
tt0083676,5.6,535
tt0083678,6.4,6978
tt0083680,6.9,2500
tt0083682,7.5,71
tt0083684,5.6,164
tt0083686,6.2,5001
tt0083690,4.7,519
tt0083691,6.4,49
tt0083692,7.6,26
tt0083693,6.4,1562
tt0083694,6.2,2872
tt0083695,6.3,63
tt0083697,5.8,96
tt0083699,6.5,373
tt0083700,4.5,153
tt0083701,7.0,2160
tt0083702,7.9,7888
tt0083703,7.9,703
tt0083704,5.7,28
tt0083705,6.0,46
tt0083706,5.3,63
tt0083707,6.2,963
tt0083708,5.7,53
tt0083709,5.6,32
tt0083710,3.6,697
tt0083711,4.8,40
tt0083713,7.2,155
tt0083715,5.6,2098
tt0083716,7.4,78
tt0083717,6.6,4064
tt0083719,4.7,93
tt0083721,6.2,60
tt0083722,6.2,23406
tt0083723,5.0,82
tt0083724,3.3,58
tt0083725,6.0,180
tt0083726,6.2,2565
tt0083728,7.1,1767
tt0083731,3.2,285
tt0083732,7.0,252
tt0083733,4.5,39
tt0083734,5.7,1022
tt0083735,6.2,144
