Actor,Instances,Total_Box_Office,Total_Production_Budget,Total_Metascore,Total_IMDB_Rating,Average_Box_Office,Average_IMDB_Rating,Success_Metric
Susie Celek,1,nan,20000000,22.0,2.7,nan,2.7,nan
Miesha Tate,1,nan,20000000,22.0,2.7,nan,2.7,nan
Erin O'Brien,1,nan,20000000,22.0,2.7,nan,2.7,nan
Nancy Sorel,1,nan,20000000,36.0,5.0,nan,5.0,nan
Cassi Davis,1,nan,20000000,42.0,5.7,nan,5.7,nan
David Mann,1,nan,20000000,42.0,5.7,nan,5.7,nan
Ludivine Sagnier,3,16390898.0,39900000,188.0,21.0,5463632.666666667,7.0,7.109272653333333
Raad Rawi,1,1361512.0,19100000,52.0,7.1,1361512.0,7.1,7.127230239999999
Mary McDonnell,2,185687341.0,23500000,160.0,16.0,92843670.5,8.0,9.85687341
Graham Greene,3,218258911.0,35000000,202.0,22.7,72752970.33333333,7.566666666666666,9.021726073333333
Jon Abrahams,1,157019771.0,19000000,48.0,6.2,157019771.0,6.2,9.34039542
Christian Kane,2,57191616.0,29000000,65.0,11.8,28595808.0,5.9,6.47191616
Adam Rodriguez,2,nan,29100000,86.0,9.9,nan,4.95,nan
Danny Lloyd,1,45634352.0,19000000,66.0,8.4,45634352.0,8.4,9.31268704
Gilbert Adler,1,nan,19000000,nan,nan,nan,nan,nan
Danielle Panabaker,1,39123589.0,19000000,56.0,6.5,39123589.0,6.5,7.28247178
Jessica Tandy,3,228503772.0,37500000,231.0,22.3,76167924.0,7.433333333333334,8.956691813333334
Adam Scott,5,nan,45100000,nan,29.700000000000003,nan,5.94,nan
Cody McMains,1,15933506.0,19000000,19.0,4.2,15933506.0,4.2,4.51867012
Jennifer Carpenter,3,nan,35000000,168.0,18.9,nan,6.3,nan
Josh Zuckerman,1,8402485.0,19000000,49.0,6.5,8402485.0,6.5,6.6680497
Clark Duke,2,20717136.0,33000000,78.0,11.5,10358568.0,5.75,5.95717136
Amanda Crew,1,8402485.0,19000000,49.0,6.5,8402485.0,6.5,6.6680497
Howie Long,1,8165212.0,19000000,nan,4.8,8165212.0,4.8,4.963304239999999
Eleanor Worthington-Cox,1,5059608.0,19000000,36.0,5.1,5059608.0,5.1,5.20119216
Chris Pontius,5,201622728.0,49000000,285.0,31.799999999999997,40324545.6,6.359999999999999,7.1664909119999995
Darci Kistler,1,2119994.0,19000000,nan,5.8,2119994.0,5.8,5.842399879999999
Damian Woetzel,1,2119994.0,19000000,nan,5.8,2119994.0,5.8,5.842399879999999
Kyra Nichols,1,2119994.0,19000000,nan,5.8,2119994.0,5.8,5.842399879999999
Harry Belafonte,1,1356329.0,19000000,57.0,6.3,1356329.0,6.3,6.32712658
Cassi Thomson,3,nan,34750000,nan,11.8,nan,3.9333333333333336,nan
Mads Mikkelsen,3,688849.0,37900000,202.0,21.0,229616.33333333334,7.0,7.004592326666667
Thomas Bo Larsen,1,613308.0,18200000,77.0,8.3,613308.0,8.3,8.31226616
Annika Wedderkopp,1,613308.0,18200000,77.0,8.3,613308.0,8.3,8.31226616
Ken Davitian,1,128505958.0,18000000,89.0,7.4,128505958.0,7.4,9.97011916
Luenell,1,128505958.0,18000000,89.0,7.4,128505958.0,7.4,9.97011916
Peter Riegert,1,119938730.0,18000000,56.0,6.9,119938730.0,6.9,9.2987746
Robert Loggia,3,nan,22200000,nan,15.8,nan,5.266666666666667,nan
Jonathan Bennett,1,86058055.0,18000000,66.0,7.1,86058055.0,7.1,8.8211611
Eve,2,140893382.0,30000000,125.0,12.0,70446691.0,6.0,7.40893382
Carl Weathers,2,79992523.0,25000000,83.0,13.3,39996261.5,6.65,7.449925230000001
Michael Constantine,2,301127813.0,23000000,99.0,12.6,150563906.5,6.3,9.31127813
Tom Hulce,1,51973029.0,18000000,87.0,8.4,51973029.0,8.4,9.43946058
Elizabeth Berridge,1,51973029.0,18000000,87.0,8.4,51973029.0,8.4,9.43946058
Tenoch Huerta,1,44539245.0,18000000,53.0,5.4,44539245.0,5.4,6.2907849
Jessica Stroup,1,43869350.0,18000000,17.0,3.9,43869350.0,3.9,4.777387
Raoul Bova,1,43610723.0,18000000,52.0,6.7,43610723.0,6.7,7.5722144600000005
Kyrie Irving,1,42469946.0,18000000,57.0,5.8,42469946.0,5.8,6.649398919999999
Lil Rel Howery,1,42469946.0,18000000,57.0,5.8,42469946.0,5.8,6.649398919999999
Shaquille O'Neal,2,44180918.0,34000000,85.0,8.8,22090459.0,4.4,4.84180918
Kathleen Turner,3,76454265.0,44000000,145.0,15.7,25484755.0,5.233333333333333,5.7430284333333335
Barry Miller,1,41382841.0,18000000,75.0,6.4,41382841.0,6.4,7.22765682
Maggie Smith,8,188592207.0,77000000,525.0,54.900000000000006,23574025.875,6.862500000000001,7.333980517500001
Michael Gambon,4,69777738.0,53500000,292.0,28.3,17444434.5,7.075,7.42388869
Schuyler Fisk,2,101096125.0,31000000,82.0,11.3,50548062.5,5.65,6.660961250000001
Gedde Watanabe,1,36611610.0,18000000,48.0,6.3,36611610.0,6.3,7.0322322
George Wendt,1,36611610.0,18000000,48.0,6.3,36611610.0,6.3,7.0322322
David Alan Basche,1,31483450.0,18000000,90.0,7.6,31483450.0,7.6,8.229669
Liza Colón-Zayas,1,31483450.0,18000000,90.0,7.6,31483450.0,7.6,8.229669
Romeo Miller,2,30787012.0,19900000,nan,11.899999999999999,15393506.0,5.949999999999999,6.25787012
Adrienne Barbeau,3,63926319.0,27100000,169.0,20.4,21308773.0,6.8,7.226175459999999
Janet Leigh,2,42897564.0,19100000,110.0,13.6,21448782.0,6.8,7.22897564
Charles Durning,2,nan,19200000,nan,8.5,nan,4.25,nan
Mamie Gummer,1,26822144.0,18000000,54.0,6.0,26822144.0,6.0,6.53644288
Jackie Minns,1,26395642.0,18000000,43.0,7.5,26395642.0,7.5,8.02791284
Grace Jones,1,31042035.0,18000000,53.0,5.9,31042035.0,5.9,6.520840700000001
Olivia d'Abo,1,31042035.0,18000000,53.0,5.9,31042035.0,5.9,6.520840700000001
Eddie Barth,1,21202829.0,18000000,58.0,6.6,21202829.0,6.6,7.02405658
Irene Cara,1,21202829.0,18000000,58.0,6.6,21202829.0,6.6,7.02405658
Lee Curreri,1,21202829.0,18000000,58.0,6.6,21202829.0,6.6,7.02405658
Daniel Zovatto,1,20009380.0,18000000,45.0,6.1,20009380.0,6.1,6.500187599999999
Alexandra Essoe,1,20009380.0,18000000,45.0,6.1,20009380.0,6.1,6.500187599999999
Nicholas Rowe,1,19739575.0,18000000,65.0,6.8,19739575.0,6.8,7.1947915
Alan Cox,1,19739575.0,18000000,65.0,6.8,19739575.0,6.8,7.1947915
Sophie Ward,1,19739575.0,18000000,65.0,6.8,19739575.0,6.8,7.1947915
Kate Mara,5,nan,28650000,nan,29.8,nan,5.96,nan
Tracey Ullman,1,17266359.0,18000000,69.0,6.6,17266359.0,6.6,6.94532718
Amanda Schull,2,nan,36000000,nan,12.100000000000001,nan,6.050000000000001,nan
Ethan Stiefel,1,17200925.0,18000000,52.0,6.7,17200925.0,6.7,7.0440185
Sascha Radetsky,1,17200925.0,18000000,52.0,6.7,17200925.0,6.7,7.0440185
Ken Jeong,1,17062499.0,18000000,21.0,3.4,17062499.0,3.4,3.74124998
Sam Robards,1,16703799.0,18000000,33.0,5.2,16703799.0,5.2,5.53407598
Portia Doubleday,1,15281286.0,18000000,63.0,6.4,15281286.0,6.4,6.7056257200000005
Sterling Jerins,1,15160801.0,18000000,38.0,5.9,15160801.0,5.9,6.20321602
Paul Rust,1,14800725.0,18000000,32.0,5.3,14800725.0,5.3,5.5960145
Jack Carpenter,1,14800725.0,18000000,32.0,5.3,14800725.0,5.3,5.5960145
Klinton Spilsbury,1,12617845.0,18000000,nan,4.9,12617845.0,4.9,5.1523569
Michael Horse,1,12617845.0,18000000,nan,4.9,12617845.0,4.9,5.1523569
Gattlin Griffith,1,13371528.0,18000000,52.0,6.9,13371528.0,6.9,7.167430560000001
Shelley Long,1,8508843.0,18000000,32.0,5.8,8508843.0,5.8,5.97017686
Betty Thomas,1,8508843.0,18000000,32.0,5.8,8508843.0,5.8,5.97017686
Summer Brielle,1,nan,18000000,nan,nan,nan,nan,nan
James Deen,2,nan,18250000,nan,nan,nan,nan,nan
Tyler Nixon,1,nan,18000000,nan,nan,nan,nan,nan
Seth Gamble,1,nan,18000000,nan,nan,nan,nan,nan
Peter MacNicol,1,14110013.0,18000000,68.0,6.6,14110013.0,6.6,6.882200259999999
Caitlin Clarke,1,14110013.0,18000000,68.0,6.6,14110013.0,6.6,6.882200259999999
Ralph Richardson,1,14110013.0,18000000,68.0,6.6,14110013.0,6.6,6.882200259999999
Tadanobu Asano,1,5705761.0,18000000,74.0,7.2,5705761.0,7.2,7.314115220000001
Amadu Mamadakov,1,5705761.0,18000000,74.0,7.2,5705761.0,7.2,7.314115220000001
Khulan Chuluun,1,5705761.0,18000000,74.0,7.2,5705761.0,7.2,7.314115220000001
Barry Bostwick,2,nan,18300000,nan,9.9,nan,4.95,nan
Michael Beck,1,5675599.0,18000000,18.0,3.6,5675599.0,3.6,3.7135119800000003
Persis Khambatta,1,5675599.0,18000000,18.0,3.6,5675599.0,3.6,3.7135119800000003
Chi Cao,1,4817770.0,18000000,55.0,7.3,4817770.0,7.3,7.3963554
Derek Jacobi,3,19577411.0,29000000,nan,22.9,6525803.666666667,7.633333333333333,7.763849406666666
James Hetfield,1,3419967.0,18000000,61.0,7.1,3419967.0,7.1,7.16839934
Lars Ulrich,1,3419967.0,18000000,61.0,7.1,3419967.0,7.1,7.16839934
Geoff Stults,3,24165323.0,37000000,116.0,15.399999999999999,8055107.666666667,5.133333333333333,5.294435486666666
Alexandra Paul,1,1305114.0,18000000,29.0,5.7,1305114.0,5.7,5.72610228
Julian Adams,1,1034589.0,18000000,40.0,5.9,1034589.0,5.9,5.92069178
Joaquim de Almeida,2,25645512.0,25000000,79.0,13.1,12822756.0,6.55,6.80645512
Daniela Romo,1,240067.0,18000000,24.0,6.0,240067.0,6.0,6.00480134
Carlos Santana,1,419902.0,18000000,nan,8.2,419902.0,8.2,8.208398039999999
Parisa Fitz-Henley,1,nan,18000000,46.0,6.3,nan,6.3,nan
Nu Yên-Khê Tran,1,nan,18000000,nan,5.3,nan,5.3,nan
Lee Byung-hun,2,nan,26600000,nan,12.399999999999999,nan,6.199999999999999,nan
Julia Greer,1,nan,18000000,94.0,7.9,nan,7.9,nan
Christopher Meloni,1,nan,18000000,nan,5.4,nan,5.4,nan
Stephen McHattie,2,16004.0,19500000,91.0,11.8,8002.0,5.9,5.90016004
John Pyper-Ferguson,1,12139.0,18000000,37.0,5.3,12139.0,5.3,5.30024278
Lori Cardille,2,10000000.0,21500000,120.0,14.2,5000000.0,7.1,7.199999999999999
Terry Alexander,2,10000000.0,21500000,120.0,14.2,5000000.0,7.1,7.199999999999999
Joseph Pilato,2,10000000.0,21500000,120.0,14.2,5000000.0,7.1,7.199999999999999
Esther Purves-Smith,1,nan,18000000,55.0,6.4,nan,6.4,nan
Sandahl Bergman,1,6948633.0,17900000,35.0,5.1,6948633.0,5.1,5.23897266
Jun-ho Jeong,1,nan,17700000,nan,5.7,nan,5.7,nan
Hyeong-jin Kong,1,nan,17700000,nan,5.7,nan,5.7,nan
Hyeon-kyeong Ryu,1,nan,17700000,nan,5.7,nan,5.7,nan
Keshia Knight Pulliam,1,90508336.0,17500000,50.0,4.5,90508336.0,4.5,6.31016672
Briana Evigan,2,69983065.0,30000000,74.0,11.3,34991532.5,5.65,6.34983065
Cassie Ventura,2,67687304.0,22500000,91.0,11.100000000000001,33843652.0,5.550000000000001,6.226873040000001
Sophie Okonedo,2,31643306.0,27500000,157.0,15.399999999999999,15821653.0,7.699999999999999,8.016433059999999
Jay Chandrasekhar,4,73296650.0,40700000,180.0,24.799999999999997,18324162.5,6.199999999999999,6.566483249999999
Kevin Heffernan,4,73296650.0,40700000,180.0,24.799999999999997,18324162.5,6.199999999999999,6.566483249999999
Steve Lemme,2,49802580.0,31000000,87.0,12.2,24901290.0,6.1,6.598025799999999
Jennifer Hudson,3,44868985.0,43500000,142.0,18.099999999999998,14956328.333333334,6.033333333333332,6.332459899999999
Samy Naceri,1,nan,17500000,nan,5.5,nan,5.5,nan
Frédéric Diefenthal,1,nan,17500000,nan,5.5,nan,5.5,nan
Bernard Farcy,1,nan,17500000,nan,5.5,nan,5.5,nan
Nazanin Boniadi,2,9806882.0,21300000,111.0,13.8,4903441.0,6.9,6.99806882
Sosie Bacon,1,105935048.0,17000000,68.0,6.5,105935048.0,6.5,8.61870096
Jessie T. Usher,1,105935048.0,17000000,68.0,6.5,105935048.0,6.5,8.61870096
Fionnula Flanagan,3,130381697.0,21000000,211.0,22.299999999999997,43460565.666666664,7.433333333333333,8.302544646666666
Carrie Henn,1,85160248.0,17000000,84.0,8.4,85160248.0,8.4,10.103204960000001
Damon Wayans Jr.,1,82390774.0,17000000,30.0,6.4,82390774.0,6.4,8.04781548
Monica Calhoun,1,70525195.0,17000000,59.0,6.6,70525195.0,6.6,8.0105039
Melissa De Sousa,1,70525195.0,17000000,59.0,6.6,70525195.0,6.6,8.0105039
Betsy Palmer,3,101231978.0,18800000,70.0,18.9,33743992.666666664,6.3,6.974879853333333
Adrienne King,2,79509202.0,17550000,44.0,12.8,39754601.0,6.4,7.195092020000001
Jeannine Taylor,2,79509202.0,17550000,44.0,12.8,39754601.0,6.4,7.195092020000001
Shiloh Fernandez,2,nan,18000000,nan,12.7,nan,6.35,nan
Tobin Bell,7,362351753.0,81800000,nan,41.800000000000004,51764536.14285714,5.971428571428572,7.006719294285715
Costas Mandylor,3,130150239.0,38800000,74.0,17.3,43383413.0,5.766666666666667,6.634334926666667
Betsy Russell,1,45710178.0,17000000,24.0,5.5,45710178.0,5.5,6.41420356
Ramiro Rodriguez,1,44482410.0,17000000,60.0,7.4,44482410.0,7.4,8.2896482
Kimberly Elise,4,129908016.0,40500000,211.0,25.9,32477004.0,6.475,7.124540079999999
Ted Levine,2,nan,17950000,114.0,11.8,nan,5.9,nan
Dan Byrd,1,41778863.0,17000000,52.0,6.4,41778863.0,6.4,7.23557726
Morfydd Clark,1,39014193.0,17000000,60.0,6.1,39014193.0,6.1,6.88028386
Paulo Costanzo,1,37950822.0,17000000,53.0,5.6,37950822.0,5.6,6.3590164399999995
Chris Kattan,2,54311469.0,28000000,46.0,10.9,27155734.5,5.45,5.9931146900000005
Raquel Gardner,1,30331165.0,17000000,26.0,6.2,30331165.0,6.2,6.8066233
Bruce Boxleitner,1,33000000.0,17000000,58.0,6.7,33000000.0,6.7,7.36
Naturi Naughton,1,24719879.0,17000000,50.0,5.0,24719879.0,5.0,5.49439758
Alyssa Milano,3,nan,26400000,nan,17.1,nan,5.7,nan
Tip 'T.I.' Harris,1,21170563.0,17000000,63.0,6.1,21170563.0,6.1,6.52341126
Lauren London,1,21170563.0,17000000,63.0,6.1,21170563.0,6.1,6.52341126
Evan Ross,2,21539692.0,18500000,111.0,12.7,10769846.0,6.35,6.5653969199999995
Fred Ward,3,58126738.0,35000000,172.0,19.7,19375579.333333332,6.566666666666666,6.954178253333333
David Koechner,3,73528250.0,42000000,109.0,15.3,24509416.666666668,5.1000000000000005,5.590188333333334
Michael Papajohn,1,15680099.0,17000000,21.0,3.4,15680099.0,3.4,3.71360198
Laura Regan,2,13687546.0,22000000,40.0,9.1,6843773.0,4.55,4.6868754599999995
Ethan Embry,4,56755831.0,36100000,210.0,25.0,14188957.75,6.25,6.533779155
Kevin Clash,1,11683047.0,17000000,59.0,5.8,11683047.0,5.8,6.03366094
Mandy Patinkin,3,82759760.0,44000000,204.0,20.4,27586586.666666668,6.8,7.351731733333333
Rachel Dratch,2,9571872.0,17500000,111.0,13.100000000000001,4785936.0,6.550000000000001,6.6457187200000005
Rutina Wesley,1,7070641.0,17000000,63.0,3.6,7070641.0,3.6,3.74141282
Tre Armstrong,1,7070641.0,17000000,63.0,3.6,7070641.0,3.6,3.74141282
Brennan Gademans,1,7070641.0,17000000,63.0,3.6,7070641.0,3.6,3.74141282
Ashley Greene,2,nan,28000000,nan,8.5,nan,4.25,nan
Jean-Claude Brialy,1,nan,17000000,nan,nan,nan,nan,nan
Corinne Le Poulain,1,nan,17000000,nan,nan,nan,nan,nan
Alain Feydeau,1,nan,17000000,nan,nan,nan,nan,nan
Tippi Hedren,1,110048.0,17000000,65.0,6.1,110048.0,6.1,6.102200959999999
Noel Marshall,1,110048.0,17000000,65.0,6.1,110048.0,6.1,6.102200959999999
Melanie Griffith,4,12202474.0,52000000,237.0,25.3,3050618.5,6.325,6.38601237
Brenda Fricker,1,1571504.0,17000000,55.0,6.8,1571504.0,6.8,6.83143008
Sophia Lillis,2,15970742.0,22000000,119.0,11.2,7985371.0,5.6,5.75970742
Zoe Renee,1,623088.0,17000000,55.0,5.7,623088.0,5.7,5.71246176
Mackenzie Graham,1,623088.0,17000000,55.0,5.7,623088.0,5.7,5.71246176
Claudia Traisac,1,195792.0,17000000,56.0,6.5,195792.0,6.5,6.50391584
Dan Ewing,2,nan,21600000,nan,9.2,nan,4.6,nan
Temuera Morrison,2,nan,21600000,nan,9.2,nan,4.6,nan
Daniel Gillies,1,nan,17000000,nan,4.7,nan,4.7,nan
Kingsley Ben-Adir,1,nan,16937665,83.0,7.1,nan,7.1,nan
Eli Goree,2,nan,21937665,139.0,14.2,nan,7.1,nan
Adam Greaves-Neal,1,6490401.0,16800000,33.0,5.7,6490401.0,5.7,5.82980802
Vincent Walsh,1,6490401.0,16800000,33.0,5.7,6490401.0,5.7,5.82980802
Sara Lazzaro,1,6490401.0,16800000,33.0,5.7,6490401.0,5.7,5.82980802
Anna Chlumsky,1,59489799.0,16500000,56.0,6.9,59489799.0,6.9,8.08979598
Tamara Tunie,1,43848069.0,16500000,56.0,7.3,43848069.0,7.3,8.17696138
James Fleet,2,95883608.0,21000000,165.0,14.8,47941804.0,7.4,8.35883608
Matt Long,1,11892415.0,16500000,45.0,6.2,11892415.0,6.2,6.437848300000001
Robert Sean Leonard,1,95860116.0,16400000,79.0,8.1,95860116.0,8.1,10.017202319999999
Garry Bushell,1,nan,16066830,nan,2.5,nan,2.5,nan
Bobby George,1,nan,16066830,nan,2.5,nan,2.5,nan
Willie Thorne,1,nan,16066830,nan,2.5,nan,2.5,nan
Charlotte Rampling,2,64107358.0,23800000,147.0,14.4,32053679.0,7.2,7.84107358
Jack Warden,3,66166169.0,36000000,139.0,20.3,22055389.666666668,6.766666666666667,7.2077744599999996
Jared Gilman,1,45512466.0,16000000,84.0,7.8,45512466.0,7.8,8.710249319999999
Kara Hayward,2,45519336.0,17000000,144.0,13.899999999999999,22759668.0,6.949999999999999,7.405193359999999
Jean Dujardin,1,44671682.0,16000000,89.0,7.9,44671682.0,7.9,8.79343364
Bérénice Bejo,1,44671682.0,16000000,89.0,7.9,44671682.0,7.9,8.79343364
Jennifer Esposito,1,40388794.0,16000000,12.0,3.3,40388794.0,3.3,4.10777588
Harold Gould,1,40388794.0,16000000,12.0,3.3,40388794.0,3.3,4.10777588
Matt Bomer,2,105530820.0,30500000,90.0,11.399999999999999,52765410.0,5.699999999999999,6.755308199999999
Diora Baird,1,39517763.0,16000000,30.0,5.8,39517763.0,5.8,6.59035526
Álex Angulo,1,nan,16000000,nan,7.5,nan,7.5,nan
Ivana Baquero,1,nan,16000000,nan,7.5,nan,7.5,nan
Eugenio Caballero,1,nan,16000000,nan,7.5,nan,7.5,nan
Ariadna Gil,1,nan,16000000,nan,7.5,nan,7.5,nan
Minka Kelly,1,37300000.0,16000000,23.0,4.8,37300000.0,4.8,5.545999999999999
Sam Waterston,2,42520979.0,29000000,140.0,14.6,21260489.5,7.3,7.72520979
Haing S. Ngor,1,34700291.0,16000000,76.0,7.8,34700291.0,7.8,8.49400582
Geoffrey Lewis,2,33386088.0,22000000,nan,12.1,16693044.0,6.05,6.38386088
Alonna Shaw,1,30102717.0,16000000,40.0,5.6,30102717.0,5.6,6.20205434
Alexsandra Wright,1,28734552.0,16000000,55.0,6.4,28734552.0,6.4,6.974691040000001
Bob Odenkirk,1,27568035.0,16000000,64.0,7.4,27568035.0,7.4,7.9513607
Aleksey Serebryakov,1,27568035.0,16000000,64.0,7.4,27568035.0,7.4,7.9513607
Brittany Daniel,1,27087695.0,16000000,20.0,6.0,27087695.0,6.0,6.5417539
Kathryn Prescott,1,22782371.0,16000000,43.0,7.4,22782371.0,7.4,7.85564742
Brendon Ryan Barrett,1,21799652.0,16000000,29.0,5.4,21799652.0,5.4,5.83599304
Trevor Jackson,1,20545116.0,16000000,52.0,5.2,20545116.0,5.2,5.61090232
Lex Scott Davis,2,90033861.0,29000000,106.0,10.4,45016930.5,5.2,6.1003386100000005
Emilie de Ravin,2,21143983.0,16450000,112.0,14.3,10571991.5,7.15,7.36143983
Caitlyn Rund,1,19068240.0,16000000,40.0,7.1,19068240.0,7.1,7.4813648
Adam Brody,4,56980437.0,35500000,225.0,24.6,14245109.25,6.15,6.434902185
Mia Farrow,1,14792779.0,16000000,74.0,7.4,14792779.0,7.4,7.69585558
Mike Starr,2,nan,19000000,nan,13.3,nan,6.65,nan
Trent Ford,2,15261782.0,26100000,70.0,11.399999999999999,7630891.0,5.699999999999999,5.852617819999999
Dylan Baker,1,14195227.0,16000000,45.0,5.6,14195227.0,5.6,5.88390454
Dwayne Adway,1,14190750.0,16000000,33.0,4.5,14190750.0,4.5,4.783815
Jon Lovitz,5,nan,46800000,nan,32.7,nan,6.540000000000001,nan
Gretchen Mol,2,34829070.0,28000000,90.0,14.3,17414535.0,7.15,7.4982907
Quran Pender,1,11814019.0,16000000,15.0,3.8,11814019.0,3.8,4.03628038
Jenifer Lewis,1,11814019.0,16000000,15.0,3.8,11814019.0,3.8,4.03628038
Ja Rule,1,11814019.0,16000000,15.0,3.8,11814019.0,3.8,4.03628038
Katey Sagal,1,5083906.0,16000000,62.0,6.8,5083906.0,6.8,6.90167812
Bob Dorian,1,4850753.0,16000000,46.0,6.5,4850753.0,6.5,6.59701506
Huey Lewis,1,4739023.0,16000000,40.0,6.1,4739023.0,6.1,6.19478046
Giuseppe Andrews,1,4217115.0,16000000,33.0,6.8,4217115.0,6.8,6.8843423
James DeBello,2,25375303.0,17500000,89.0,12.399999999999999,12687651.5,6.199999999999999,6.45375303
Grace Gummer,1,2429989.0,16000000,68.0,6.6,2429989.0,6.6,6.64859978
Annabeth Gish,2,14504185.0,22000000,88.0,9.3,7252092.5,4.65,4.7950418500000005
Judd Nelson,2,nan,18000000,nan,7.4,nan,3.7,nan
Agnieszka Grochowska,1,441366.0,16000000,57.0,6.1,441366.0,6.1,6.10882732
Archie Madekwe,1,441366.0,16000000,57.0,6.1,441366.0,6.1,6.10882732
Nathaniel Brown,1,336467.0,16000000,69.0,7.2,336467.0,7.2,7.20672934
Paz de la Huerta,1,336467.0,16000000,69.0,7.2,336467.0,7.2,7.20672934
Cyril Roy,1,336467.0,16000000,69.0,7.2,336467.0,7.2,7.20672934
Krysten Ritter,1,3361.0,16000000,57.0,5.3,3361.0,5.3,5.30006722
Larry Wilmore,1,3361.0,16000000,57.0,5.3,3361.0,5.3,5.30006722
Paul Sparks,2,nan,16175000,128.0,12.8,nan,6.4,nan
Leah Remini,1,39282227.0,15700000,46.0,5.8,39282227.0,5.8,6.58564454
Miguel A. Núñez Jr.,1,13670733.0,15600000,24.0,4.7,13670733.0,4.7,4.97341466
Christopher Simmons,1,13670733.0,15600000,24.0,4.7,13670733.0,4.7,4.97341466
Thobias Thorwid,1,4608096.0,15600000,63.0,7.3,4608096.0,7.3,7.3921619199999995
Charlbi Dean,1,4608096.0,15600000,63.0,7.3,4608096.0,7.3,7.3921619199999995
Édith Piaf,1,nan,15500000,nan,5.2,nan,5.2,nan
François-Xavier Demaison,1,nan,15500000,nan,5.2,nan,5.2,nan
Jean-Louis Aubert,1,nan,15500000,nan,5.2,nan,5.2,nan
Charles Aznavour,1,1555959.0,15500000,62.0,6.3,1555959.0,6.3,6.33111918
Brent Carver,1,1555959.0,15500000,62.0,6.3,1555959.0,6.3,6.33111918
Jolene Blalock,1,1237615.0,15500000,34.0,5.7,1237615.0,5.7,5.7247523000000005
Jake Lloyd,1,517262.0,15500000,43.0,6.3,517262.0,6.3,6.31034524
Ryôko Hirosue,1,97220.0,15300000,53.0,6.6,97220.0,6.6,6.6019444
Michel Muller,1,97220.0,15300000,53.0,6.6,97220.0,6.6,6.6019444
John Ashton,1,234760478.0,15000000,66.0,7.4,234760478.0,7.4,12.09520956
Teri Garr,1,177200000.0,15000000,88.0,7.4,177200000.0,7.4,10.944
Thora Birch,4,nan,29800000,nan,26.4,nan,6.6,nan
Samara Lee,1,102092201.0,15000000,62.0,6.5,102092201.0,6.5,8.54184402
Jackson Nicoll,1,102003019.0,15000000,54.0,6.5,102003019.0,6.5,8.54006038
Gregorio,1,102003019.0,15000000,54.0,6.5,102003019.0,6.5,8.54006038
Megan Charpentier,1,71628180.0,15000000,57.0,6.2,71628180.0,6.2,7.6325636
Eileen Brennan,1,69847348.0,15000000,59.0,6.2,69847348.0,6.2,7.59694696
Levon Helm,1,67182787.0,15000000,87.0,7.5,67182787.0,7.5,8.843655739999999
Rachael Harris,1,64003625.0,15000000,56.0,6.2,64003625.0,6.2,7.4800725
Ryder McLaughlin,1,61778069.0,15000000,61.0,6.5,61778069.0,6.5,7.73556138
Aavi Haas,1,61778069.0,15000000,61.0,6.5,61778069.0,6.5,7.73556138
Imogene Coca,1,61418063.0,15000000,55.0,7.3,61418063.0,7.3,8.52836126
Joel Courtney,1,52102987.0,15000000,46.0,7.1,52102987.0,7.1,8.14205974
Jonathan Roumie,1,52102987.0,15000000,46.0,7.1,52102987.0,7.1,8.14205974
Kimberly Williams-Paisley,1,52102987.0,15000000,46.0,7.1,52102987.0,7.1,8.14205974
Laura Harrier,1,49275340.0,15000000,83.0,7.5,49275340.0,7.5,8.4855068
Tommy Flanagan,2,73776533.0,29000000,61.0,10.899999999999999,36888266.5,5.449999999999999,6.1877653299999995
Adam Lamberg,1,42734455.0,15000000,56.0,5.5,42734455.0,5.5,6.3546891
Clayton Snyder,1,42734455.0,15000000,56.0,5.5,42734455.0,5.5,6.3546891
Laura Harris,2,40420542.0,25000000,123.0,13.0,20210271.0,6.5,6.90420542
RaéVen Kelly,1,39100956.0,15000000,76.0,7.3,39100956.0,7.3,8.08201912
Chyler Leigh,1,38252284.0,15000000,32.0,5.7,38252284.0,5.7,6.46504568
Tom Prior,1,35893537.0,15000000,71.0,7.7,35893537.0,7.7,8.41787074
Joshua Jackson,2,35052454.0,19000000,61.0,10.8,17526227.0,5.4,5.750524540000001
Hill Harper,2,37330154.0,15650000,nan,11.8,18665077.0,5.9,6.27330154
Manuel Vignau,1,nan,15000000,nan,7.2,nan,7.2,nan
Mateo Chiarino,1,nan,15000000,nan,7.2,nan,7.2,nan
Luz Palazón,1,nan,15000000,nan,7.2,nan,7.2,nan
Blair Underwood,2,97750201.0,25000000,88.0,10.5,48875100.5,5.25,6.22750201
